,label,text-neigh,label_num,text-rel,token
716,Capability,various configurations. The payload dropped by these Java exploits,1,Java exploits The payload dropped,compromise
717,Capability,d7ca9cf72753df7392bfeea834bcf992 The Java exploit use a special loader that,1,The Java exploit use a special loader,insert
718,Capability,watering hole attacks. This takes advantage of social engineering,1,takes advantage of social engineering,masquerade
719,Capability,of social engineering to trick the user into running,1,trick the user into running a fake Flash Player,resolved
720,Capability,"recently, we observed them using yet another technique coupled",1,them using yet another technique coupled with watering hole attacks,sent
721,Capability,"case, they tried to trick the user into downloading",1,they trick into the user downloading and running a fake Microsoft Security Essentials app,makes
722,Capability,on Epic This file was distributed from the Ministry of,1,"This file was distributed from at the Ministry of Foreign Affairs of Tajikistan's website ""hxxp://mfa.tj/upload/security.php""",also checks
723,Capability,an encrypted resource. This drops the malicious file with,1,This drops the malicious file with the MD5 7731d42b043865559258464fe1c98513,begins
724,Capability,"For instance, the motherships function as both exploitation sites",1,function as the motherships exploitation sites,keeping
725,Capability,reasons. The mothership also work as the exploitation servers,1,The mothership work as the exploitation servers,downloads
726,Capability,as the exploitation servers used in the watering hole,1,the exploitation servers used in the watering hole attacks,executes
727,Capability,"the watering hole attacks, delivering Java, IE or fake",1,"The mothership Java, IE or fake applications delivering to the victim",reported back
728,Capability,"task.css, where the attackers define the IP ranges they",1,the attackers define the IP ranges they are interested in,were redirected
729,Capability,"the ""tasks"", they will decide whether to infect the",1,they decide whether to infect the visitors or not,infect
730,Capability,"case, we found they targeted two ranges belonging to:",1,they targeted two ranges,infect
731,Capability,which is used to identify the victim to the,1,an internal unique ID identify the victim to the C&C,were redirected
732,Capability,"as ""interesting"", the attackers upload another Epic backdoor which",1,the attackers upload another Epic backdoor,redirected
733,Capability,"1156fd22-3443-4344-c4ffff. Once a victim is confirmed as ""interesting"", the attackers",1,"the attackers is confirmed a victim as ""interesting""",bypass
734,Capability,"replies: Once a victim is infected and ""checks in"" with",1,is infected a victim,targets
735,Capability,sophisticated Once a victim is compromised the attackers upload several,1,is compromised a victim,uses
736,Capability,"detailed victim statistics, which were saved for debugging purposes by",1,the attackers were saved detailed victim statistics for debugging purposes,overwrite
737,Capability,gain a foothold and validate the high profile victim.,1,This validate the high profile victim,build
738,Capability,have seen this group leverage varied social engineering tactics,1,his group leverage varied social engineering tactics,use
739,Capability,as a means to lure their targets into infecting,1,his group lure their targets into infecting themselves with malware,is downloaded
740,Capability,variety of vectors to lure targets into installing malicious,1,the Ajax Security Team lure targets into installing malicious software and/or revealing login credentials,downloads
741,Capability,"credentials. These attack vectors include sending email, private messages",1,"These attack vectors include sending email, private messages via social media, fake login pages, and the propagation of anti-censorship software that has been infected with malware",writes
742,Capability,"discovered that these attackers sent targeted emails, as well",1,"these attackers sent targeted emails, as well as private messages through social media",runs
743,Capability,"For example, the attackers targeted companies in the DIB",1,the attackers targeted companies in the DIB using a fake conference page as a lure to trick targets into installing malicious software,is installed
744,Capability,malicious software. The attackers registered the domain aeroconf2014.org in,1,The attackers registered the domain aeroconf2014.org in order to impersonate the IEEE Aerospace conference,was configured
745,Capability,actual domain is aeroconf.org—and sent out an email with,1,The attackers sent out an email with the following information,connecting
746,Capability,"The attackers have also used phishing attacks, in which",1,The attackers used phishing attacks,connected
747,Capability,"attacks, in which they set up Web pages to emulate",1,they Web pages set up to emulate various services that require security credentials,was dropped
748,Capability,security credentials. The attackers tailored these login pages for,1,The attackers tailored these login pages for specific targets in the DIB,were redirected
749,Capability,in the DIB and spoofed a variety of services,1,The attackers spoofed a variety of services such as Outlook Web Access and VPN login pages,dropped
750,Capability,Internet users in Iran was bundled with malware and Our,1,was bundled an anti-censorship tool that is primarily used by Internet users in Iran with malware,connected
751,Capability,"as Psiphon and Ultrasurf, were distributed to users Iran and",1,"were distributed malware-laden versions of legitimate anti-censorship software, such as Psiphon and Ultrasurf to users Iran and Persian speaking people around the world",were redirected
752,Capability,simply as ‘Stealer’. They deliver this malware as a,1,They deliver this malware as a malicious executable (dropper),dropped
753,Capability,(droppers) that we collected were bundled with legitimate installers for,1,Many of the malicious executables (droppers) that we collected were bundled with legitimate installers for VPN or proxy software,connected
754,Capability,Examples include: • 6dc7cc33a3cdcfee6c4edb6c085b869d was bundled with an installer for,1,was bundled 6dc7cc33a3cdcfee6c4edb6c085b869d with an installer for Ultrasurf Proxy software,was delivered
755,Capability,Proxy software. • 3d26442f06b34df3d5921f89bf680ee9 was bundled with an installer for,1,was bundled 3d26442f06b34df3d5921f89bf680ee9 with an installer for Gerdoovpn virtual private network software,were redirected
756,Capability,network software. • 3efd971db6fbae08e96535478888cff9 was bundled with an installer for,1,was bundled 3efd971db6fbae08e96535478888cff9 with an installer for the Psiphon proxy,redirecting
757,Capability,Psiphon proxy. • 288c91d6c0197e99b92c06496921bf2f was bundled with an installer for,1,was bundled 288c91d6c0197e99b92c06496921bf2f with an installer for Proxifier software,redirect
758,Capability,also designed to visually spoof the appearance of the,1,These droppers spoof the appearance of the above applications,deploys
759,Capability,above applications. These droppers contained icons used in the,1,These droppers contained icons used in the legitimate installers for these programs,was consistently and maliciously modifying
760,Capability,password. The attacker can bind the backdoor to a,1,The attacker bind the backdoor to a legitimate application of his or her choosing,bypass
761,Capability,"choosing, or they can cloak it with an icon",1,they cloak it with an icon designed to make the backdoor appear as though it is a legitimate file,is
762,Capability,well as the domains used in phishing attacks designed,1,used the domains in phishing attacks,pretends
763,Capability,analyzing malware samples that were disguised as anti-censorship tools. While,1,were disguised malware samples as anti-censorship tools,proceed
764,Capability,we believe that attackers disguised malware as anti-censorship tools,1,attackers disguised malware as in order to anti-censorship tools target the users of such tools inside Iran as well as Iranian dissidents outside the country,connect
765,Capability,"the domain aerospace2014.org, which was used in spear phishing attacks",1,was used the domain aerospace2014.org in spear phishing attacks against companies in the U.S.,receive
766,Capability,Security Team could just be using anti-censorship tools as a,1,the Ajax Security Team be using anti-censorship tools as a lure,download and execute
767,Capability,information from them and gaining further access to other,1,The CozyDuke toolset gaining further access to other hosts inside the victim organization,stealing
768,Capability,kinds of droppers for infecting hosts with CozyDuke or,1,multiple kinds of droppers CozyDuke infecting hosts with,gathering
769,Capability,infected hosts or for infecting additional hosts in the,1,the CozyDuke toolset infecting additional hosts in the same target organization,being downloaded and executed
770,Capability,"have observed CozyDuke being spread via email, which usually",1,CozyDuke spread via email,communicate
771,Capability,targeted attacks against organizations originate as spear-phish campaigns or,1,Most targeted attacks against organizations originate as spear-phish campaigns or watering hole style web driveby attacks,contains
772,Capability,"visited sites, then later switch out the landing pages",1,Threat actors switch out to the landing pages for their ads pages that host exploit kits,abuse
773,Capability,"exploit kits, or simply create a temporary redirection from",1,Threat actors create a temporary redirection from their usual content to the malicious landing page,been identified
774,Capability,"DeathClick, traditional malvertising has been armed with a micro-targeting system",1,"been armed traditional malvertising with to a micro-targeting system using IP address ranges, geographically narrowed down to zip codes, and interests of the user (recorded in cookies) target specific companies, company types, and user interests/preferences",been infecting
775,Capability,these threat actors have weaponized ad delivery networks to,1,these threat actors weaponized ad delivery networks to target victims,been spread
776,Capability,windows can and are being used to deliver malware if,1,Those ad windows being used to if deliver malware the bidding price is right,disguising
777,Capability,actors are able to target an organization directly via,1,advanced threat actors target an organization directly based solely on via their corporate network IP range micro-targeted malvertising,sending
778,Capability,multiple US Defense/Aerospace contractors were targeted by a malvertising campaign.,1,a malvertising campaign were targeted multiple US Defense/Aerospace contractors,send
779,Capability,"week period, these organizations were hit with dozens of micro-targeted",1,were hit these organizations with dozens of micro-targeted malvertising attacks,evade
780,Capability,"each instance, the attacks were carried out by targeting these Defense",1,were carried out the attacks by targeting these Defense contractors directly via real-time ad bidding,evade
781,Capability,the exploit and malware delivered from an ad by,1,delivered the exploit and malware from by an ad visiting Fleaflicker.com,is downloading
782,Capability,"the exploited Java process dropped a file called fvJcrgR0.exe,",1,the exploited Java process dropped a file called fvJcrgR0.exe,downloads
783,Capability,server in Poland that dropped the malware. The timeline,1,a Web server in Poland dropped the malware,realize
784,Capability,8) shows that delivery.first-impression.com redirected directly to an IP,1,"delivery.first-impression.com redirected to an IP address, not a domain name deliver its malicious payload",writing
785,Capability,10 notes that this was likely a spear-phish attack.,1,this was a spear-phish attack,send
786,Capability,"the Earthlink page refreshed, dropping the exploit code via",1,the ads on the Earthlink page Java dropping the exploit code via,use
787,Capability,page that attempted to exploit Java. This malvertising was,1,a new ad Java exploit,send
788,Capability,ad bidding networks are being used by criminal enterprise to,1,criminal enterprise being used real-time ad bidding networks to target companies with malicious content,encrypted
789,Capability,fraction is malicious content linking to landing pages that,1,malicious content linking to landing pages that infect users,has
790,Capability,bidder for the placement serves malware. The price to,1,the highest bidder for the placement serves malware,conceal
791,Capability,is very simple to replace the redirection code to,1,"replace the redirection code to switch from a legitimate ad banner to a drop site that hosts an exploit kit, typically based on Java, Flash, Silverlight, or all three",penetrate
792,Capability,mis-appropriated unwittingly by malvertisers using these same tools and,1,"malvertisers using these same tools and techniques to in addition to target companies with malware for persistent remote access traditional click fraud, phishing, and identity theft",downloading
793,Capability,win a bid and delivered a Java exploit. This,1,a malvertiser delivered a Java exploit,uploading
794,Capability,highlighted URLs for malvertising delivered via RTB ad bidding.,1,RTB ad bidding delivered malvertising via,executing
795,Capability,"instances, the landing pages are preconfigured with the exploit kit.",1,are preconfigured the landing pages with the exploit kit,injecting
796,Capability,sharp spike of malvertising delivering CryptoWall ransomware attacks via,1,malvertising Real Time Ad Bidding CryptoWall ransomware attacks delivering via,accessing
797,Capability,malvertising scheme by unwittingly delivering the CryptoWall 2.0 ransomware,1,"Real Time Ad bidding platforms, including OpenX, GoogleAds, Yahoo, AOL, and first-impression.com delivering the CryptoWall 2.0 ransomware ads",execute
798,Capability,into the attacker that is delivering the malicious ads. According,1,the attacker is delivering the malicious ads,importing
799,Capability,"3rd party ad networks used to distribute malware, and",1,used 3rd party ad networks to distribute malware,executing
800,Capability,the malicious ads that exploit unsuspecting visitors with drive-by,1,the malicious ads exploit unsuspecting visitors with rive-by web exploits,executing
801,Capability,any ad-supported site may result in a CryptoWall ransomware,1,visiting any ad-supported site result in a CryptoWall ransomware infection,leveraged
802,Capability,winning bid price to place malvertising of Cryptowall on,1,place malvertising of Cryptowall on sports.yahoo.com,downloads and decodes
803,Capability,an active campaign to micro-target companies via malvertising in,1,Operation DeathClick micro-target companies via in order to malvertising compromise their networks,downloads
804,Capability,the unprecedented ability to deliver malware to you through,1,attackers deliver malware to through because of you your web browser your IP address space and your industry vertical,downloaded
805,Capability,This allows malware to spread into such isolated networks,1,malware spread into as such isolated networks demonstrated many times by threats such as Stuxnet,drops
806,Capability,"piece of malware, which uses seven vulnerabilities to spread",1,Stuxnet uses seven vulnerabilities to spread and infect its targets,loads
807,Capability,auto-execute on USB drives. Spreading through infected portable media,1,it Spreading through infected portable media drives,using
808,Capability,allowed it to also infect networks isolated by air,1,it infect networks isolated by air gaps that are unreachable from the Internet,connects
809,Capability,"it is able to infect Step7 project files, which",1,"it Step7 project files, which are used to control Programmable Logic Controllers (PLCs) infect",being
810,Capability,allowed the worm to infect computers whenever the engineer,1,the worm infect computers whenever the engineer exchanged the project files,distribute
811,Capability,"Besides this, it also spread through network shares, a",1,it spread through network shares,involve
812,Capability,"Besides this, it also spread through network shares, a",1,spread through a printer spooler vulnerability,obtain
813,Capability,"Besides this, it also spread through network shares, a",1,spread through an old Windows RPC (remote procedure calls) vulnerability,using
814,Capability,"Besides this, it also spread through network shares, a",1,spread through a known password in the WinCC database,use
815,Capability,The payload would only become active if the fingerprint,1,The payload become active if the fingerprint in the found PLC setup matched a given configuration setup,careful social engineering
816,Capability,This allowed them to move on to other internal,1,them move on to using other internal computers the gathered passwords,used
817,Capability,"addition, spear phishing messages were used to compromise additional computers.",1,were used spear phishing messages to compromise additional computers,employed
818,Capability,It also attempts to copy itself to accessible network,1,It copy itself to accessible network shares,plays
819,Capability,attackers were able to push the malware on to,1,the attackers push the malware on to before many systems they triggered the destructive payload,are not well- detected
820,Capability,most common attack vectors used to attack companies. The,1,Spear phishing used to attack companies,involved
821,Capability,of spear phishing emails were sent from two Freemailer accounts,1,A wave of spear phishing emails were sent from to two Freemailer accounts 291 individuals at the targeted company,involved
822,Capability,All of the emails contained the same Trojan.Dropper disguised,1,All of the emails contained the same Trojan.Dropper,reveal
823,Capability,contained the same Trojan.Dropper disguised as an attachment with,1,the same Trojan.Dropper disguised as an attachment with the filename AVP.dll,contained
824,Capability,The spear phishing emails came from 234 spoofed addresses.,1,The spear phishing emails came from 234 spoofed addresses,contained
825,Capability,234 spoofed addresses. They were made to appear to be,1,They were made to appear to be linked to the company in relation to the subject and attachment chosen,automatically run
826,Capability,manager. The emails all contained malicious attachments. None of,1,The emails all contained malicious attachments,used
827,Capability,"line Wage Data 2012 was used in 944 emails, sent",1,was used Wage Data 2012 in 944 emails,connect
828,Capability,"used in 944 emails, sent from 26 different email",1,sent 944 emails from to 26 different email addresses targets in nine different sectors,download
829,Capability,over eight days and used the same infected Microsoft,1,The attack used the same infected Microsoft Word document in every instance,including
830,Capability,phase. The attacker usually compromises the network by delivering,1,The attacker compromises the network,including
831,Capability,compromises the network by delivering targeted malware to vulnerable,1,The attacker delivering targeted malware to vulnerable systems or employees,including
832,Capability,"attack. One is to send spear phishing emails, where",1,send spear phishing emails,including
833,Capability,or a malicious attachment is delivered using social engineering techniques.,1,is delivered a link to a malicious website or a malicious attachment using social engineering techniques,including
834,Capability,"which is gaining traction, is watering hole attacks, where",1,The second method is watering hole attacks,including
835,Capability,"attacks, where the attacker infects a website that has",1,the attacker infects a website that has a high likelihood of being visited by the intended victim,exfiltrate
836,Capability,the intended victim. By using IP address filters before,1,the attacker IP address filters using before infecting any visitor of such sites,encrypts
837,Capability,time. Some groups carefully plan watering hole attacks. For,1,Some groups plan watering hole attacks,writes
838,Capability,days later the group resumed the watering hole attack,1,the group resumed the watering hole attack using a different exploit,probes
839,Capability,"the same physical location, posing as a genuine Wi-Fi",1,posing as a genuine Wi-Fi hotspot,sends
840,Capability,enable the attacker to swap an update of legitimate,1,the attacker swap an update of legitimate software for a maliciously crafted version,over- writes
841,Capability,that the infected system is first analyzed to ensure that it,1,is first analyzed the infected system to ensure that it is of interest to them,renames
842,Capability,instances they might even use zero-day vulnerabilities to spread,1,they use zero-day vulnerabilities to spread further into the network,deletes
843,Capability,"package, they can easily infect all connected systems at",1,they infect all connected systems at once,frustrate
844,Capability,more relevance is the hijacking of local software distribution,1,hijacking local software distribution systems for further distribution,employed
845,Capability,"used might try and autonomously infect removable drives, like USB",1,"the malware autonomously infect removable drives, like USB sticks, or project files for PLCs",thwarted
846,Capability,"malware to be manually introduced to the destination network,",1,the malware introduced to the destination network,encrypts
847,Capability,"of the carrier, essentially jumping air gaps into isolated",1,the malware jumping air gaps into isolated networks,are encrypted
848,Capability,infected networks and have identified systems with interesting data,1,the attackers identified systems with interesting data or with connected industrial control systems,are generated
849,Capability,and the threat may be installed through a web browser,1,be installed through by the threat a web browser exploiting an application,uses
850,Capability,files show that Regin originated from Yahoo! Instant Messenger,1,Regin Yahoo! Instant Messenger originated from through an unconfirmed exploit,communicated
851,Capability,exploit code. Stage 1 is the initial load point,1,Stage 1 is the initial load point for the threat,connect
852,Capability,are kernel drivers that load and execute Stage 2. These kernel,1,kernel drivers Stage 2 load and execute,discover
853,Capability,associated registry key to load the driver while the,1,kernel drivers load the driver,sends
854,Capability,up. Stage 1 simply reads and executes Stage 2 from a,1,Stage 1 Stage 2 reads and executes from a set of NTFS extended attributes,is revealed
855,Capability,"are found, Stage 2 is executed from a set of",1,Stage 2 is executed from a set of registry keys,targeted
856,Capability,"kernel driver that simply extracts, installs and runs Stage 3. Stage 2",1,"Stage 2 Stage 3 extracts, installs and runs",sent
857,Capability,"previous stages, Stage 2 finds and loads an encrypted version of",1,Stage 2 finds and loads an encrypted version of Stage 3 from either NTFS extended attributes or a registry key blob,received
858,Capability,"the threat. This stage drops the file msrdc64.dat, which",1,This stage drops the file msrdc64.dat,received
859,Capability,"2. In addition to loading and executing Stage 4, Stage 3",1,Stage 3 Stage 4 loading and executing,sent
860,Capability,"for Stage 4, which are loaded by Stage 3, consist",1,Stage 3 The files for Stage 4 are loaded,records
861,Capability,files for Stage 5 are injected into services.exe by Stage,1,Stage 4 The files for Stage 5 are injected into services.exe,used
862,Capability,"Furthermore, compromised computers can serve as a proxy for",1,compromised computers serve as a proxy for other infections,include
863,Capability,enables stealthy Regin can be distributed with various payload modules,1,Regin be distributed with various payload modules,including
864,Capability,2012.04.11 18:31:48 6.0 To ensure only single instance of,1,the module ensure only single instance of the module is running,including
865,Capability,running. Next the module makes sure only one instance of,1,the module makes sure only one instance of current code is running by checking if system mutex object named «920111215» exists,including
866,Capability,is used to selectively infiltrate into other computers via,1,This component USB infiltrate into via other computers,including
867,Capability,is used to selectively infiltrate into other computers via,1,This component infiltrate into via other computers network shares,including
868,Capability,legitimate files that have been infected by another Darkhotel component.,1,another Darkhotel component These files been infected,including
869,Capability,"files detected as Virus.Win32.Pioneer.dx are infected legitimate files, that",1,Host package files detected as Virus.Win32.Pioneer.dx are infected legitimate files,seeds
870,Capability,has quietly continued to send waves of spearphishing messages,1,the actors responsible for Operation Clandestine Fox send waves of spearphishing messages over the past few months,slowing
871,Capability,"28, we observed APT3 sending out spearphishing messages containing",1,APT3 sending out spearphishing messages containing a compressed executable attachment,receive
872,Capability,that they will also attack targets with known exploits,1,they attack targets with known exploits or social engineering,include
873,Capability,"exploitation tool used to infect other systems, download additional",1,a post exploitation tool infect other systems,use
874,Capability,a possible attempt to socially engineer the intended victim into,1,The use of the Chrome icon socially engineer the intended victim into thinking the dropper was a legitimate file associated with Google,share
875,Capability,"is present, the malware replaces its previous instances or",1,the malware replaces its previous instances or versions of this backdoor,presents
876,Capability,"to load, presumably to avoid a CROWDSTRIKE S E",1,the driver avoid multiple instances of itself,contained
877,Capability,address 175.45.178.xx was found scanning South Korean routes the,1,the North Korean IP address 175.45.178.xx South Korean routes scanning,causing
878,Capability,"GonDad was used to spread the malware, and the",1,the Chinese exploit kit GonDad spread the malware,masquerades
879,Capability,"suggests targeted email attacks were used to gain initial entry,",1,were used targeted email attacks to gain initial entry,masquerading
880,Capability,exploit is used to deliver malware and one was,1,this exploit deliver malware,entices
881,Capability,"assembly programming, and the use of zero-day exploits for",1,MiniDuke use zero-day exploits for distribution,infecting
882,Capability,Japanese organizations. The exploit is sent to the targeted organizations,1,The exploit is sent to through the targeted organizations emails with a malicious Ichitaro document file attached,using
883,Capability,attachment with Ichitaro will drop the payload and display,1,Opening the malicious attachment with Ichitaro drop the payload,use
884,Capability,a payload. All attacks arrive on the target computers,1,All attacks arrive on as the target computers an attachment to email messages,targeting
885,Capability,messages. Mostly the attachments are in a simple executable,1,the attachments are in with a simple executable format a fake icon,received
886,Capability,zero-day vulnerability. The emails include password-protected .zip files containing,1,The emails include password-protected .zip files containing the malware,was sent
887,Capability,This is merely to trick the recipient into believing,1,This trick the recipient into believing the email is from a legitimate and trustworthy source,resulted
888,Capability,receipt. The email also requests that the recipient open,1,The email requests that the recipient open the attachment on a Windows computer,is infected
889,Capability,"Backdoor.Emdivi, a threat that opens a back door on",1,a threat opens a back door on the compromised computer,involved
890,Capability,in Japan. The attackers sent a Microsoft Word file,1,The attackers sent a Microsoft Word file containing a maliciously crafted SWF file that exploited the vulnerability,loaded
891,Capability,"server and having it act as a ‘watering hole’, meaning",1,it act as a ‘watering hole’,downloaded
892,Capability,of the attackers having compromised the ‘GOM Player’ update,1,the attackers compromised the ‘GOM Player’ update server,downloaded
893,Capability,which access the site are delivered malware. Gom Player originates,1,are delivered malware machines which access the site,ran
894,Capability,took place via the compromise of the GOM Player,1,attackers compromise the GOM Player update server (app.gomlab.com),download
895,Capability,where attackers may have gained entry via a PHP-based,1,attackers gained entry via a PHP-based webshell,install
896,Capability,reported to have only manifested themselves for visitors on,1,these alterations manifested themselves for visitors on certain IP ranges,installs
897,Capability,update and the malware was deliver to the victim. Modified,1,was deliver to a file containing both the legitimate update and the malware the victim,installed
898,Capability,WHITE Page 5 / Deployed to the system via,1,Deployed the malware via to a compressed bundle containing the official GOM Player setup binary and a self-extracting RAR archive containing the malicious files the system,were obfuscated
899,Capability,the installer component (0ae82fd94836815a1e8d284ccb75109d) is automatically launched alongside the GOM Player,1,is automatically launched the installer component (0ae82fd94836815a1e8d284ccb75109d) alongside the GOM Player update,adds
900,Capability,utilising DLL load order hijacking alongside a signed (trusted),1,DLL load order hijacking alongside a signed (trusted) executable,overwrite
901,Capability,"campaign<fn>4</fn>, where Gh0st RAT was spread via watering hole attacks",1,Gh0st RAT was spread via watering hole attacks utilising vulnerable websites belonging to financial services and technology companies,modify
902,Capability,of sensitive data and enabling the further propagation throughout,1,additional malware enabling the further propagation throughout the infected network,is loaded
903,Capability,JavaScript that had been added to legitimate code on,1,added malicious JavaScript to legitimate code,injects
904,Capability,Power website is still serving up malicious code. Volexity recommends,1,the People Power website serving up malicious code,propa- gate
905,Capability,of decoy documents that were used in conjunction with BITTERBUG,1,were used decoy documents in conjunction with,ac- cesses
906,Capability,"in late summer 2013, using a ""leaked report"" lure",1,"One of these samples using a ""leaked report"" lure which contained a decoy document related to Pakistan's alleged inability to locate Osama Bin Laden",continued
907,Capability,observed several new lures used in BITTERBUG self-extracting RAR,1,BITTERBUG self-extracting RAR (SFXRAR) files used several new lures in,used
908,Capability,several BITTERBUG variants and used a decoy PDF document,1,"One from December used a decoy PDF document (Figure 12) related to the December arrest of Devyani Khobragade, an Indian diplomat in the United States",received
909,Capability,"In spring 2014, we observed a SFXRAR file with",1,we observed a SFXRAR file with a filename lure related to the March 2014 disappearance of Malaysis Airlines Flight 370 (cast as a Pakistan-related hijacking),used
910,Capability,"Interestingly, this SFXRAR's filename was the only lure element",1,this SFXRAR's filename was the only lure element related to the MH370 event,received
911,Capability,a self-extracting RAR archive disguised as a screensaver. Upon,1,a self-extracting RAR archive disguised as a screensaver,talked
912,Capability,"command might be to delete older versions of BITTERBUG,",1,this command delete older versions of BITTERBUG,used
913,Capability,benign decoy documents that were originally used within July 2013 BITTERBUG,1,July 2013 BITTERBUG operations were originally used two benign decoy documents within,received
914,Capability,"targeted attack framework, which utilized a complex series of",1,a highly advanced and professional targeted attack framework utilized a complex series of techniques to survey potential targets,loading
915,Capability,"that particular case we had the actual phishing email,",1,we had the actual phishing email,download
916,Capability,in Moscow. This document was presumably obtained by the attackers and,1,the attackers This document was presumably obtained,communicated
917,Capability,by the attackers and repurposed for the attack. Despite,1,the attackers This document repurposed for the attack,downloaded
918,Capability,"First of all, we have the decoy documents which",1,we have the decoy documents,downloaded
919,Capability,- Engineering We also have a set of phishing,1,We have a set of phishing mails,communicated
920,Capability,changes. The malicious content is stored inside the document in,1,The malicious content is stored inside in the document encoded form,loads
921,Capability,the attackers to uniquely identify every targeted attack and,1,the attackers identify every targeted attack,received
922,Capability,that the attackers must maintain a list of where,1,"the attackers maintain a list of where each of these implants are installed, as well as what port and key each is configured to use",loaded
923,Capability,very specific purpose: It unlocked routers for proxying in,1,It unlocked routers for in connection with proxying the sending of phishing emails,downloaded
924,Capability,IP and used to send phishing emails with malicious,1,the newly opened port send phishing emails with malicious attachments,used
925,Capability,dedicated mail proxies and send out phishing attacks. From,1,each of these send out phishing attacks,using
926,Capability,mail proxy would then relay the spearphishing mail as,1,The mail proxy relay the spearphishing mail as seen below,used
927,Capability,way the attack can be mistaken to come from legitimate,1,be mistaken the attack to come from legitimate businesses and trusted organizations,disguised
928,Capability,phishing email originates would appear to be a known,1,the organization from which the phishing email originates appear to be a known associate to the target,arrived
929,Capability,a number of messages sent to targets in the,1,sent a number of messages to targets in the oil industry,ran
930,Capability,spearphishing mails we observed coming through the router network,1,One of the spearphishing mails coming through the router network,downloaded
931,Capability,"network was this one, sent to an address under",1,One of the spearphishing mails sent to an address under the gov.py (Government of Paraguay) domain,downloaded
932,Capability,from an Android User-Agent initiated a download of an,1,Accessing the link from an Android User-Agent initiated a download of an Android installer package named WhatsAppUpdate.apk,communicated
933,Capability,Using an IOS User-Agent triggered the download of a,1,"Using an IOS User-Agent triggered the download of a Debian installer package, WhatsAppUpdate.deb",was also used
934,Capability,"in size. This application impersonates a Cydia installer, and",1,This application impersonates a Cydia installer,down- loaded
935,Capability,download directly. The application impersonates a settings utility. This,1,The application impersonates a settings utility,posting
936,Capability,The same router botnet is used as a spreading and,1,The same router botnet is used as a spreading and management platform for attacks on mobile devices,obscure
937,Capability,force authentication attack to propagate via Windows SMB shares.,1,This worm Windows SMB shares propagate via,uses
938,Capability,has the ability to propagate throughout the target network,1,The malware propagate throughout via the target network built-in Windows shares,report
939,Capability,shares in order to upload a copy of the,1,the malware upload a copy of the wiper,upload
940,Capability,"Once successful, the malware uploads a copy of the",1,the malware uploads a copy of the wiper file taskhostXX.exe,drop and execute
941,Capability,Once the wiper has been uploaded the malware reports its,1,the malware been uploaded the wiper,contained
942,Capability,tool. The SMB worm propagates throughout an infected network,1,The SMB worm propagates throughout via an infected network brute-force authentication attacks,talked
943,Capability,"When executed, the dropper loads up a resource named ""BINARY""",1,"dropper loads up a resource named ""BINARY"" from the resource section",forwarded
944,Capability,uses a technique to load strings into memory that,1,Etumbot load strings into memory that has been called byte strings and also string stacking,forwarded
945,Capability,in 2012; the group used targeted emails with malicious,1,"the group used targeted emails with malicious PDF attachments to compromise East Asian governments, Taiwanese electronics manufacturers, and a telecommunications company",forwarded
946,Capability,"targeted waterhole attack that leveraged social media, dubbed Operation",1,a highly targeted waterhole attack leveraged social media,communicated
947,Capability,"• Initial compromise techniques include SQL injection, web attacks,",1,"Initial compromise techniques SQL injection, web attacks, and creative deception- based attacks include",communicated
948,Capability,Pivoting and exploitation techniques leveraged existing public exploits for,1,Pivoting and exploitation techniques leveraged existing public exploits for MS08-067 and Windows privilege escalations,talked
949,Capability,"Windows privilege escalations, and were coupled with automated, worm-like propagation",1,"Pivoting and exploitation techniques were coupled with automated, worm-like propagation mechanisms",communicated
950,Capability,Operation Cleaver team to compromise the entirety of their,1,the Operation Cleaver team compromise the entirety of their organization,incorporating
951,Capability,"each organization varied greatly, including completely compromised systems and",1,Cleaver’s level of access into each organization including completely compromised systems and networks,include
952,Capability,developed in C# that exhibits worm-like behavior in order,1,Net Crawler exhibits worm-like behavior,include
953,Capability,"as email, attackers can social engineer users into downloading and",1,attackers Using social engineer users into messaging methods such as email downloading and executing software,drop
954,Capability,"to infect users, they combined the original Easy Resume",1,they combined the original Easy Resume Creator Pro product with by malware using a binder they developed internally named Binder_1,enumerates
955,Capability,executable. The resulting executable masquerades as the desired software.,1,The resulting executable masquerades as the desired software,uses
956,Capability,"purpose is deception, to make the binder indistinguishable from",1,make the binder indistinguishable from the desired application,create
957,Capability,the victim needed to use the fake résumé submission,1,the victim In order to use the fake résumé submission application supplied by the malicious recruiter take advantage of this job opportunity,carries out
958,Capability,malicious recruiter. Multiple domains were registered in order to make,1,Multiple domains were registered in order to make the download sites seem more realistic,sending
959,Capability,as well as to infect other computers on the,1,the attacker infect other computers on the target network,creates
960,Capability,"PsExec in order to worm throughout a network, collecting",1,Net Crawler worm throughout a network,gathers
961,Capability,hosted FTP servers that were used in the infection of,1,FTP servers were used in the infection of targets,writes
962,Capability,well as maintain and further access into a compromised,1,TinyZBot further access into a compromised network,gathers
963,Capability,"infected systems, as they decide whether the infection has",1,they decide whether the infection has hit the correct target,looks for
964,Capability,"GetFileList, GetServerTime, UploadFile. TinyZBot is commonly installed using some form of",1,TinyZBot is commonly installed using some form of deception,used
965,Capability,of deception. Recent versions use the resume- based methods,1,Recent versions use the resume- based methods reported in the Initial Compromise sections,manually creating
