,Unnamed: 0,label,text-neigh,label_num,text-rel,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
673,673,infection/propagation,"right-to-left override (RLO) character, causing Windows to render a",1,Their filenames Windows to render a filename such as gpj.1bajaR.exe instead as exe.Rajab1.jpg causing,right-to-left overrid rlo charact caus window render,filenam window render filenam gpj.1bajar.ex instead  jpg-file caus,"['right-to-left', 'overrid', 'rlo', 'charact', 'caus', 'window', 'render']","['filenam', 'window', 'render', 'filenam', 'gpj.1bajar.ex', 'instead', 'jpg-file', 'caus']"
674,674,infection/propagation,Windows Screensaver (.scr) that masquerades as a PDF using,1,the file Unicode RLO masquerades as using a PDF,window screensav .scr masquerad pdf use,file unicod rlo masquerad use pdf,"['window', 'screensav', '.scr', 'masquerad', 'pdf', 'use']","['file', 'unicod', 'rlo', 'masquerad', 'use', 'pdf']"
675,675,infection/propagation,program containing DarkComet while masquerading as a Skype call,1,The second bait file masquerading as a Skype call encryption program,program contain darkcomet masquerad skype call,second bait file masquerad skype call encrypt program,"['program', 'contain', 'darkcomet', 'masquerad', 'skype', 'call']","['second', 'bait', 'file', 'masquerad', 'skype', 'call', 'encrypt', 'program']"
676,676,infection/propagation,"observed in October 2013, entices tar- gets with e-mails",1,The third attack entices tar- gets with e-mails purporting to contain or link to videos about the current conflict,observ octob  entic tar- get e-mail,third attack entic tar- get e-mail purport contain link video current conflict,"['observ', 'octob', 'entic', 'tar-', 'get', 'e-mail']","['third', 'attack', 'entic', 'tar-', 'get', 'e-mail', 'purport', 'contain', 'link', 'video', 'current', 'conflict']"
677,677,infection/propagation,"seeding, the attackers typically use compromised ac- counts (including",1,the attackers For use compromised ac- counts (including those of arrested individuals) or fake iden- tities masquerading as pro-opposition seeding,seed attack typic use compromis ac- count includ,attack use compromis ac- count includ arrest individu fake iden- titi masquerad pro-opposit seed,"['seed', 'attack', 'typic', 'use', 'compromis', 'ac-', 'count', 'includ']","['attack', 'use', 'compromis', 'ac-', 'count', 'includ', 'arrest', 'individu', 'fake', 'iden-', 'titi', 'masquerad', 'pro-opposit', 'seed']"
678,678,infection/propagation,"actual victims, not abstract), targeting was by e-mail from",1,"targeting by e-mail from domains apparently belonging to opposition groups, in- dicating a potential compromise",actual victim abstract target wa e-mail,target e-mail domain appar belong opposit group in- dicat potenti compromis,"['actual', 'victim', 'abstract', 'target', 'wa', 'e-mail']","['target', 'e-mail', 'domain', 'appar', 'belong', 'opposit', 'group', 'in-', 'dicat', 'potenti', 'compromis']"
679,679,infection/propagation,dormant. Opp. Member C received a malicious file as,1,Opp. Member C received a malicious file as an e-mail attachment,dormant. opp. member receiv malici file,opp. member receiv malici file e-mail attach,"['dormant.', 'opp.', 'member', 'receiv', 'malici', 'file']","['opp.', 'member', 'receiv', 'malici', 'file', 'e-mail', 'attach']"
680,680,infection/propagation,while NGO Worker D was sent a shortened link (url.,1,NGO Worker D was sent a shortened link (url. no/Uu5) to a download from a directory of Mrconstrucciones. net,ngo worker wa sent shorten link url.,ngo worker wa sent shorten link url. system-path  download directori mrconstrucciones. net,"['ngo', 'worker', 'wa', 'sent', 'shorten', 'link', 'url.']","['ngo', 'worker', 'wa', 'sent', 'shorten', 'link', 'url.', 'system-path', 'download', 'directori', 'mrconstrucciones.', 'net']"
681,681,infection/propagation,"interaction, the victim’s machine is infected with DarkComet 3.3 <fn>32</fn>,",1,DarkComet 3.3 While is infected the victim’s machine with dis- tracted by this meaningless interaction,interact victim machin infect darkcomet 3.3 system-path ,darkcomet 3.3 infect victim machin dis- tract thi meaningless interact,"['interact', 'victim', 'machin', 'infect', 'darkcomet', '3.3', 'system-path']","['darkcomet', '3.3', 'infect', 'victim', 'machin', 'dis-', 'tract', 'thi', 'meaningless', 'interact']"
682,682,infection/propagation,"had the ability to propagate to other devices, including",1,The RCS samples we examined Windows Mobile phones USB flash drives propa- gate to by onto into other devices modifying the disk image inactive VMWare virtual machines,abil propag devic includ,rc sampl examin window mobil phone usb flash drive propa- gate onto devic modifi disk imag inact vmware virtual machin,"['abil', 'propag', 'devic', 'includ']","['rc', 'sampl', 'examin', 'window', 'mobil', 'phone', 'usb', 'flash', 'drive', 'propa-', 'gate', 'onto', 'devic', 'modifi', 'disk', 'imag', 'inact', 'vmware', 'virtual', 'machin']"
683,683,infection/propagation,(Author in Figure 5) received a targeted e-mail with,1,"one of us received a targeted e-mail with a link to a file hosted on Google Docs containing a commercial off-the- shelf RAT, Xtreme RAT",author figur receiv target e-mail,one us receiv target e-mail link file host googl doc contain commerci off-the- shelf rat xtreme rat,"['author', 'figur', 'receiv', 'target', 'e-mail']","['one', 'us', 'receiv', 'target', 'e-mail', 'link', 'file', 'host', 'googl', 'doc', 'contain', 'commerci', 'off-the-', 'shelf', 'rat', 'xtreme', 'rat']"
684,684,infection/propagation,"Author was targeted, Ahmed received an e-mail containing an",1,Ahmed Xtreme RAT received an e-mail containing an attachment with,author wa target ahm receiv e-mail contain,ahm xtreme rat receiv e-mail contain attach,"['author', 'wa', 'target', 'ahm', 'receiv', 'e-mail', 'contain']","['ahm', 'xtreme', 'rat', 'receiv', 'e-mail', 'contain', 'attach']"
685,685,infection/propagation,sent to others has used bait content about Ahmed.),1,spyware subse- quently sent to others used bait content about Ahmed,sent ha use bait content ahmed.,spywar subse- quentli sent use bait content ahm,"['sent', 'ha', 'use', 'bait', 'content', 'ahmed.']","['spywar', 'subse-', 'quentli', 'sent', 'use', 'bait', 'content', 'ahm']"
686,686,infection/propagation,cious e-mails they had received that contained a Word,1,they received suspi- cious e-mails that contained a Word docu- ment corresponding to the first stage of 3-Stage Exploit Kit,ciou e-mail receiv contain word,receiv suspi- ciou e-mail contain word docu- ment correspond first stage 3-stage exploit kit,"['ciou', 'e-mail', 'receiv', 'contain', 'word']","['receiv', 'suspi-', 'ciou', 'e-mail', 'contain', 'word', 'docu-', 'ment', 'correspond', 'first', 'stage', '3-stage', 'exploit', 'kit']"
687,687,infection/propagation,Figure 6. These individuals received e-mails containing a link,1,These individuals received e-mails containing a link to a web page hosted on cedarkeyrv.com impersonat- ing YouTube,figur 6. individu receiv e-mail contain link,individu receiv e-mail contain link web page host  com-file impersonat- ing youtub,"['figur', '6.', 'individu', 'receiv', 'e-mail', 'contain', 'link']","['individu', 'receiv', 'e-mail', 'contain', 'link', 'web', 'page', 'host', 'com-file', 'impersonat-', 'ing', 'youtub']"
688,688,infection/propagation,"seconds later, but first loaded a Java exploit —a",1,The page loaded a Java exploit,second later first load java exploit —a,page load java exploit,"['second', 'later', 'first', 'load', 'java', 'exploit', '—a']","['page', 'load', 'java', 'exploit']"
689,689,infection/propagation,contained an .scr file disguised as a Word document.,1,an .scr file disguised as a Word document,contain .scr file disguis word document.,.scr file disguis word document,"['contain', '.scr', 'file', 'disguis', 'word', 'document.']","['.scr', 'file', 'disguis', 'word', 'document']"
690,690,infection/propagation,"latter case, the sample arrived via e-mail in a",1,the sample arrived via in e-mail a .rar attachment,latter case sampl arriv via e-mail,sampl arriv via e-mail .rar attach,"['latter', 'case', 'sampl', 'arriv', 'via', 'e-mail']","['sampl', 'arriv', 'via', 'e-mail', '.rar', 'attach']"
691,691,infection/propagation,FS- BSpy sample that contained an Arabic-language bait document,1,an FS- BSpy sample contained an Arabic-language bait document about Omani poetry,fs- bspi sampl contain arabic-languag bait document,fs- bspi sampl contain arabic-languag bait document omani poetri,"['fs-', 'bspi', 'sampl', 'contain', 'arabic-languag', 'bait', 'document']","['fs-', 'bspi', 'sampl', 'contain', 'arabic-languag', 'bait', 'document', 'omani', 'poetri']"
692,692,infection/propagation,"The attacks, while sometimes incorporating effective so- cial engineering,",1,The attacks incorporating effective so- cial engineering,attack sometim incorpor effect so- cial engin,attack incorpor effect so- cial engin,"['attack', 'sometim', 'incorpor', 'effect', 'so-', 'cial', 'engin']","['attack', 'incorpor', 'effect', 'so-', 'cial', 'engin']"
693,693,infection/propagation,"democratic countries 3, and utilizes compromised, legitimate websites for",1,"utilizes compromised, legitimate websites for spear phishing",democrat countri util compromis legitim websit,util compromis legitim websit spear phish,"['democrat', 'countri', 'util', 'compromis', 'legitim', 'websit']","['util', 'compromis', 'legitim', 'websit', 'spear', 'phish']"
694,694,infection/propagation,The current CozyCar campaign includes spear phishing emails that,1,The current CozyCar campaign includes spear phishing emails that deliver the payload from either by a link to a .zip file on a compromised website or by direct delivery as an attachment to the phish,current cozycar campaign includ spear phish email,current cozycar campaign includ spear phish email deliv payload either link .zip file compromis websit direct deliveri attach phish,"['current', 'cozycar', 'campaign', 'includ', 'spear', 'phish', 'email']","['current', 'cozycar', 'campaign', 'includ', 'spear', 'phish', 'email', 'deliv', 'payload', 'either', 'link', '.zip', 'file', 'compromis', 'websit', 'direct', 'deliveri', 'attach', 'phish']"
695,695,infection/propagation,plugin was intended to spread and launch a payload (BlackEnergy2 dropper,1,The 'vsnet' plugin PsExec spread and launch a payload (BlackEnergy2 dropper itself at the moment) in the local network using,plugin wa intend spread launch payload blackenergy2 dropper,'vsnet' plugin psexec spread launch payload blackenergy2 dropper moment local network use,"['plugin', 'wa', 'intend', 'spread', 'launch', 'payload', 'blackenergy2', 'dropper']","[""'vsnet'"", 'plugin', 'psexec', 'spread', 'launch', 'payload', 'blackenergy2', 'dropper', 'moment', 'local', 'network', 'use']"
696,696,infection/propagation,The BE2 attackers successfully spearphished an organization with an,1,The BE2 attackers spearphished an organization,be2 attack success spearphish organ,be2 attack spearphish organ,"['be2', 'attack', 'success', 'spearphish', 'organ']","['be2', 'attack', 'spearphish', 'organ']"
697,697,infection/propagation,with different IOS versions were hacked They weren't able to,1,were hacked their Cisco routers with different IOS versions,differ io version hack abl,hack cisco router differ io version,"['differ', 'io', 'version', 'hack', 'abl']","['hack', 'cisco', 'router', 'differ', 'io', 'version']"
698,698,infection/propagation,"us of RedOctober, which used a very similarly named",1,"RedOctober used a very similarly named spearphish: ""Diplomatic Car for Sale.doc""",us redoctob use veri similarli name,redoctob use veri similarli name spearphish: diplomat car  doc-file,"['us', 'redoctob', 'use', 'veri', 'similarli', 'name']","['redoctob', 'use', 'veri', 'similarli', 'name', 'spearphish:', 'diplomat', 'car', 'doc-file']"
699,699,infection/propagation,and RedOctober seem to exploit the same theme and,1,some of the spear-phishing documents between Cloud Atlas and RedOctober exploit the same theme,redoctob seem exploit theme,spear-phish document cloud atla redoctob exploit theme,"['redoctob', 'seem', 'exploit', 'theme']","['spear-phish', 'document', 'cloud', 'atla', 'redoctob', 'exploit', 'theme']"
700,700,infection/propagation,and were used to target the same entity at,1,some of the spear-phishing documents between Cloud Atlas and RedOctober target the same entity at different times,use target entiti,spear-phish document cloud atla redoctob target entiti differ time,"['use', 'target', 'entiti']","['spear-phish', 'document', 'cloud', 'atla', 'redoctob', 'target', 'entiti', 'differ', 'time']"
701,701,infection/propagation,of RedOctober are also being targeted by CloudAtlas. In at,1,CloudAtlas being targeted some of the victims of RedOctober,redoctob also target cloudatlas.,cloudatla target victim redoctob,"['redoctob', 'also', 'target', 'cloudatlas.']","['cloudatla', 'target', 'victim', 'redoctob']"
702,702,infection/propagation,of an IP MITM taking place since Google cannot possibly,1,IP MITM taking place,ip mitm take place sinc googl cannot possibl,ip mitm take place,"['ip', 'mitm', 'take', 'place', 'sinc', 'googl', 'cannot', 'possibl']","['ip', 'mitm', 'take', 'place']"
703,703,infection/propagation,a targeted spear-phishing e-mail directed at Uyghur activists in,1,March 2014 Uyghur activists directed a targeted spear-phishing e-mail at in,target spear-phish e-mail direct uyghur activist,march  uyghur activist direct target spear-phish e-mail,"['target', 'spear-phish', 'e-mail', 'direct', 'uyghur', 'activist']","['march', 'uyghur', 'activist', 'direct', 'target', 'spear-phish', 'e-mail']"
704,704,infection/propagation,"March 2014. The e-mail has two attachments, a non-malicious",1,"The e-mail has two attachments, a non-malicious JPG file and a 373 KB Microsoft Word .DOC file",march 2014. e-mail ha two attach non-malici,e-mail ha two attach non-malici jpg file 373 kb microsoft word .doc file,"['march', '2014.', 'e-mail', 'ha', 'two', 'attach', 'non-malici']","['e-mail', 'ha', 'two', 'attach', 'non-malici', 'jpg', 'file', '373', 'kb', 'microsoft', 'word', '.doc', 'file']"
705,705,infection/propagation,/d %SystemRoot%\system32\Windowsupdataney.dll /f To make sure the malware isn't,1,make sure the malware isn't running multiple times,system-path  hash-code system-path  make sure malwar,make sure malwar run multipl time,"['system-path', 'hash-code', 'system-path', 'make', 'sure', 'malwar']","['make', 'sure', 'malwar', 'run', 'multipl', 'time']"
706,706,infection/propagation,analysis indicates that victims are infected via a sophisticated multi-stage,1,are infected via victims a sophisticated multi-stage attack,analysi indic victim infect via sophist multi-stag,infect via victim sophist multi-stag attack,"['analysi', 'indic', 'victim', 'infect', 'via', 'sophist', 'multi-stag']","['infect', 'via', 'victim', 'sophist', 'multi-stag', 'attack']"
707,707,infection/propagation,malware installers The attackers use both direct spearphishing and,1,The attackers use both direct spearphishing and watering hole attacks to infect their victims,malwar instal attack use direct spearphish,attack use direct spearphish water hole attack infect victim,"['malwar', 'instal', 'attack', 'use', 'direct', 'spearphish']","['attack', 'use', 'direct', 'spearphish', 'water', 'hole', 'attack', 'infect', 'victim']"
708,708,infection/propagation,"Currently, the Epic attackers run a vast network of",1,the Epic attackers run a vast network of watering holes,current epic attack run vast network,epic attack run vast network water hole,"['current', 'epic', 'attack', 'run', 'vast', 'network']","['epic', 'attack', 'run', 'vast', 'network', 'water', 'hole']"
709,709,infection/propagation,of watering holes that target visitors with surgical precision.,1,a vast network of watering holes target visitors with surgical precision,water hole target visitor surgic precision.,vast network water hole target visitor surgic precis,"['water', 'hole', 'target', 'visitor', 'surgic', 'precision.']","['vast', 'network', 'water', 'hole', 'target', 'visitor', 'surgic', 'precis']"
710,710,infection/propagation,publishing platform. Injected websites load a remote JavaScript into,1,Injected websites load a remote JavaScript into the victim's browser,publish platform. inject websit load remot javascript,inject websit load remot javascript victim' browser,"['publish', 'platform.', 'inject', 'websit', 'load', 'remot', 'javascript']","['inject', 'websit', 'load', 'remot', 'javascript', ""victim'"", 'browser']"
711,711,infection/propagation,"handler on the server, using ""JPG"" files to run",1,"the attackers using ""JPG"" files to run PHP scripts",handler server use jpg file run,attack use jpg file run php script,"['handler', 'server', 'use', 'jpg', 'file', 'run']","['attack', 'use', 'jpg', 'file', 'run', 'php', 'script']"
712,712,infection/propagation,of this script which attempt various exploitation mechanisms. One,1,several versions of this script attempt various exploitation mechanisms,thi script attempt variou exploit mechanisms. one,sever version thi script attempt variou exploit mechan,"['thi', 'script', 'attempt', 'variou', 'exploit', 'mechanisms.', 'one']","['sever', 'version', 'thi', 'script', 'attempt', 'variou', 'exploit', 'mechan']"
713,713,infection/propagation,"this script attempts to exploit Internet Explorer versions 6,",1,"One version of this script Internet Explorer versions 6, 7 and 8 exploit",thi script attempt exploit internet explor version,one version thi script internet explor version exploit,"['thi', 'script', 'attempt', 'exploit', 'internet', 'explor', 'version']","['one', 'version', 'thi', 'script', 'internet', 'explor', 'version', 'exploit']"
714,714,infection/propagation,recent version attempts to exploit Oracle Sun Java and,1,Another more recent version Oracle Sun Java and Adobe Flash Player exploit,recent version attempt exploit oracl sun java,anoth recent version oracl sun java adob flash player exploit,"['recent', 'version', 'attempt', 'exploit', 'oracl', 'sun', 'java']","['anoth', 'recent', 'version', 'oracl', 'sun', 'java', 'adob', 'flash', 'player', 'exploit']"
715,715,infection/propagation,"acae4a875cd160c015adfdea57bd62c4 The Java files exploit a popular vulnerability, CVE-2012-1723,",1,The Java files exploit a popular vulnerability in various configurations,hash-code java file exploit popular vulner cve-2012-1723,java file exploit popular vulner variou configur,"['hash-code', 'java', 'file', 'exploit', 'popular', 'vulner', 'cve-2012-1723']","['java', 'file', 'exploit', 'popular', 'vulner', 'variou', 'configur']"
716,716,infection/propagation,various configurations. The payload dropped by these Java exploits,1,Java exploits The payload dropped,variou configurations. payload drop java exploit,java exploit payload drop,"['variou', 'configurations.', 'payload', 'drop', 'java', 'exploit']","['java', 'exploit', 'payload', 'drop']"
717,717,infection/propagation,d7ca9cf72753df7392bfeea834bcf992 The Java exploit use a special loader that,1,The Java exploit use a special loader,hash-code java exploit use special loader,java exploit use special loader,"['hash-code', 'java', 'exploit', 'use', 'special', 'loader']","['java', 'exploit', 'use', 'special', 'loader']"
718,718,infection/propagation,watering hole attacks. This takes advantage of social engineering,1,takes advantage of social engineering,water hole attacks. thi take advantag social engin,take advantag social engin,"['water', 'hole', 'attacks.', 'thi', 'take', 'advantag', 'social', 'engin']","['take', 'advantag', 'social', 'engin']"
719,719,infection/propagation,of social engineering to trick the user into running,1,trick the user into running a fake Flash Player,social engin trick user run,trick user run fake flash player,"['social', 'engin', 'trick', 'user', 'run']","['trick', 'user', 'run', 'fake', 'flash', 'player']"
720,720,infection/propagation,"recently, we observed them using yet another technique coupled",1,them using yet another technique coupled with watering hole attacks,recent observ use yet anoth techniqu coupl,use yet anoth techniqu coupl water hole attack,"['recent', 'observ', 'use', 'yet', 'anoth', 'techniqu', 'coupl']","['use', 'yet', 'anoth', 'techniqu', 'coupl', 'water', 'hole', 'attack']"
721,721,infection/propagation,"case, they tried to trick the user into downloading",1,they trick into the user downloading and running a fake Microsoft Security Essentials app,case tri trick user download,trick user download run fake microsoft secur essenti app,"['case', 'tri', 'trick', 'user', 'download']","['trick', 'user', 'download', 'run', 'fake', 'microsoft', 'secur', 'essenti', 'app']"
722,722,infection/propagation,on Epic This file was distributed from the Ministry of,1,"This file was distributed from at the Ministry of Foreign Affairs of Tajikistan's website ""hxxp://mfa.tj/upload/security.php""",epic thi file wa distribut ministri,thi file wa distribut ministri foreign affair tajikistan' websit hash-code,"['epic', 'thi', 'file', 'wa', 'distribut', 'ministri']","['thi', 'file', 'wa', 'distribut', 'ministri', 'foreign', 'affair', ""tajikistan'"", 'websit', 'hash-code']"
723,723,infection/propagation,an encrypted resource. This drops the malicious file with,1,This drops the malicious file with the MD5 7731d42b043865559258464fe1c98513,encrypt resource. thi drop malici file,thi drop malici file md5 hash-code,"['encrypt', 'resource.', 'thi', 'drop', 'malici', 'file']","['thi', 'drop', 'malici', 'file', 'md5', 'hash-code']"
724,724,infection/propagation,"For instance, the motherships function as both exploitation sites",1,function as the motherships exploitation sites,instanc mothership function exploit site,function mothership exploit site,"['instanc', 'mothership', 'function', 'exploit', 'site']","['function', 'mothership', 'exploit', 'site']"
725,725,infection/propagation,reasons. The mothership also work as the exploitation servers,1,The mothership work as the exploitation servers,reasons. mothership also work exploit server,mothership work exploit server,"['reasons.', 'mothership', 'also', 'work', 'exploit', 'server']","['mothership', 'work', 'exploit', 'server']"
726,726,infection/propagation,as the exploitation servers used in the watering hole,1,the exploitation servers used in the watering hole attacks,exploit server use water hole,exploit server use water hole attack,"['exploit', 'server', 'use', 'water', 'hole']","['exploit', 'server', 'use', 'water', 'hole', 'attack']"
727,727,infection/propagation,"the watering hole attacks, delivering Java, IE or fake",1,"The mothership Java, IE or fake applications delivering to the victim",water hole attack deliv java ie fake,mothership java ie fake applic deliv victim,"['water', 'hole', 'attack', 'deliv', 'java', 'ie', 'fake']","['mothership', 'java', 'ie', 'fake', 'applic', 'deliv', 'victim']"
728,728,infection/propagation,"task.css, where the attackers define the IP ranges they",1,the attackers define the IP ranges they are interested in, css-file attack defin ip rang,attack defin ip rang interest,"['css-file', 'attack', 'defin', 'ip', 'rang']","['attack', 'defin', 'ip', 'rang', 'interest']"
729,729,infection/propagation,"the ""tasks"", they will decide whether to infect the",1,they decide whether to infect the visitors or not,task decid whether infect,decid whether infect visitor,"['task', 'decid', 'whether', 'infect']","['decid', 'whether', 'infect', 'visitor']"
730,730,infection/propagation,"case, we found they targeted two ranges belonging to:",1,they targeted two ranges,case found target two rang belong to:,target two rang,"['case', 'found', 'target', 'two', 'rang', 'belong', 'to:']","['target', 'two', 'rang']"
731,731,infection/propagation,which is used to identify the victim to the,1,an internal unique ID identify the victim to the C&C,use identifi victim,intern uniqu id identifi victim c&c,"['use', 'identifi', 'victim']","['intern', 'uniqu', 'id', 'identifi', 'victim', 'c&c']"
732,732,infection/propagation,"as ""interesting"", the attackers upload another Epic backdoor which",1,the attackers upload another Epic backdoor,interest attack upload anoth epic backdoor,attack upload anoth epic backdoor,"['interest', 'attack', 'upload', 'anoth', 'epic', 'backdoor']","['attack', 'upload', 'anoth', 'epic', 'backdoor']"
733,733,infection/propagation,"1156fd22-3443-4344-c4ffff. Once a victim is confirmed as ""interesting"", the attackers",1,"the attackers is confirmed a victim as ""interesting""",onc victim confirm interest attack,attack confirm victim interest,"['onc', 'victim', 'confirm', 'interest', 'attack']","['attack', 'confirm', 'victim', 'interest']"
734,734,infection/propagation,"replies: Once a victim is infected and ""checks in"" with",1,is infected a victim,replies: onc victim infect check,infect victim,"['replies:', 'onc', 'victim', 'infect', 'check']","['infect', 'victim']"
735,735,infection/propagation,sophisticated Once a victim is compromised the attackers upload several,1,is compromised a victim,sophist onc victim compromis attack upload sever,compromis victim,"['sophist', 'onc', 'victim', 'compromis', 'attack', 'upload', 'sever']","['compromis', 'victim']"
736,736,infection/propagation,"detailed victim statistics, which were saved for debugging purposes by",1,the attackers were saved detailed victim statistics for debugging purposes,detail victim statist save debug purpos,attack save detail victim statist debug purpos,"['detail', 'victim', 'statist', 'save', 'debug', 'purpos']","['attack', 'save', 'detail', 'victim', 'statist', 'debug', 'purpos']"
737,737,infection/propagation,gain a foothold and validate the high profile victim.,1,This validate the high profile victim,gain foothold valid high profil victim.,thi valid high profil victim,"['gain', 'foothold', 'valid', 'high', 'profil', 'victim.']","['thi', 'valid', 'high', 'profil', 'victim']"
738,738,infection/propagation,have seen this group leverage varied social engineering tactics,1,his group leverage varied social engineering tactics,seen thi group leverag vari social engin tactic,hi group leverag vari social engin tactic,"['seen', 'thi', 'group', 'leverag', 'vari', 'social', 'engin', 'tactic']","['hi', 'group', 'leverag', 'vari', 'social', 'engin', 'tactic']"
739,739,infection/propagation,as a means to lure their targets into infecting,1,his group lure their targets into infecting themselves with malware,mean lure target infect,hi group lure target infect themselv malwar,"['mean', 'lure', 'target', 'infect']","['hi', 'group', 'lure', 'target', 'infect', 'themselv', 'malwar']"
740,740,infection/propagation,variety of vectors to lure targets into installing malicious,1,the Ajax Security Team lure targets into installing malicious software and/or revealing login credentials,varieti vector lure target instal malici,ajax secur team lure target instal malici softwar system-path  reveal login credenti,"['varieti', 'vector', 'lure', 'target', 'instal', 'malici']","['ajax', 'secur', 'team', 'lure', 'target', 'instal', 'malici', 'softwar', 'system-path', 'reveal', 'login', 'credenti']"
741,741,infection/propagation,"credentials. These attack vectors include sending email, private messages",1,"These attack vectors include sending email, private messages via social media, fake login pages, and the propagation of anti-censorship software that has been infected with malware",credentials. attack vector includ send email privat messag,attack vector includ send email privat messag via social media fake login page propag anti-censorship softwar ha infect malwar,"['credentials.', 'attack', 'vector', 'includ', 'send', 'email', 'privat', 'messag']","['attack', 'vector', 'includ', 'send', 'email', 'privat', 'messag', 'via', 'social', 'media', 'fake', 'login', 'page', 'propag', 'anti-censorship', 'softwar', 'ha', 'infect', 'malwar']"
742,742,infection/propagation,"discovered that these attackers sent targeted emails, as well",1,"these attackers sent targeted emails, as well as private messages through social media",discov attack sent target email well,attack sent target email well privat messag social media,"['discov', 'attack', 'sent', 'target', 'email', 'well']","['attack', 'sent', 'target', 'email', 'well', 'privat', 'messag', 'social', 'media']"
743,743,infection/propagation,"For example, the attackers targeted companies in the DIB",1,the attackers targeted companies in the DIB using a fake conference page as a lure to trick targets into installing malicious software,exampl attack target compani dib,attack target compani dib use fake confer page lure trick target instal malici softwar,"['exampl', 'attack', 'target', 'compani', 'dib']","['attack', 'target', 'compani', 'dib', 'use', 'fake', 'confer', 'page', 'lure', 'trick', 'target', 'instal', 'malici', 'softwar']"
744,744,infection/propagation,malicious software. The attackers registered the domain aeroconf2014.org in,1,The attackers registered the domain aeroconf2014.org in order to impersonate the IEEE Aerospace conference,malici software. attack regist domain  org-file,attack regist domain  org-file order imperson ieee aerospac confer,"['malici', 'software.', 'attack', 'regist', 'domain', 'org-file']","['attack', 'regist', 'domain', 'org-file', 'order', 'imperson', 'ieee', 'aerospac', 'confer']"
745,745,infection/propagation,actual domain is aeroconf.org—and sent out an email with,1,The attackers sent out an email with the following information,actual domain  org-file sent email,attack sent email follow inform,"['actual', 'domain', 'org-file', 'sent', 'email']","['attack', 'sent', 'email', 'follow', 'inform']"
746,746,infection/propagation,"The attackers have also used phishing attacks, in which",1,The attackers used phishing attacks,attack also use phish attack,attack use phish attack,"['attack', 'also', 'use', 'phish', 'attack']","['attack', 'use', 'phish', 'attack']"
747,747,infection/propagation,"attacks, in which they set up Web pages to emulate",1,they Web pages set up to emulate various services that require security credentials,attack set web page emul,web page set emul variou servic requir secur credenti,"['attack', 'set', 'web', 'page', 'emul']","['web', 'page', 'set', 'emul', 'variou', 'servic', 'requir', 'secur', 'credenti']"
748,748,infection/propagation,security credentials. The attackers tailored these login pages for,1,The attackers tailored these login pages for specific targets in the DIB,secur credentials. attack tailor login page,attack tailor login page specif target dib,"['secur', 'credentials.', 'attack', 'tailor', 'login', 'page']","['attack', 'tailor', 'login', 'page', 'specif', 'target', 'dib']"
749,749,infection/propagation,in the DIB and spoofed a variety of services,1,The attackers spoofed a variety of services such as Outlook Web Access and VPN login pages,dib spoof varieti servic,attack spoof varieti servic outlook web access vpn login page,"['dib', 'spoof', 'varieti', 'servic']","['attack', 'spoof', 'varieti', 'servic', 'outlook', 'web', 'access', 'vpn', 'login', 'page']"
750,750,infection/propagation,Internet users in Iran was bundled with malware and Our,1,was bundled an anti-censorship tool that is primarily used by Internet users in Iran with malware,internet user iran wa bundl malwar,wa bundl anti-censorship tool primarili use internet user iran malwar,"['internet', 'user', 'iran', 'wa', 'bundl', 'malwar']","['wa', 'bundl', 'anti-censorship', 'tool', 'primarili', 'use', 'internet', 'user', 'iran', 'malwar']"
751,751,infection/propagation,"as Psiphon and Ultrasurf, were distributed to users Iran and",1,"were distributed malware-laden versions of legitimate anti-censorship software, such as Psiphon and Ultrasurf to users Iran and Persian speaking people around the world",psiphon ultrasurf distribut user iran,distribut malware-laden version legitim anti-censorship softwar psiphon ultrasurf user iran persian speak peopl around world,"['psiphon', 'ultrasurf', 'distribut', 'user', 'iran']","['distribut', 'malware-laden', 'version', 'legitim', 'anti-censorship', 'softwar', 'psiphon', 'ultrasurf', 'user', 'iran', 'persian', 'speak', 'peopl', 'around', 'world']"
752,752,infection/propagation,simply as ‘Stealer’. They deliver this malware as a,1,They deliver this malware as a malicious executable (dropper),simpli ‘stealer. deliv thi malwar,deliv thi malwar malici execut dropper,"['simpli', '‘stealer.', 'deliv', 'thi', 'malwar']","['deliv', 'thi', 'malwar', 'malici', 'execut', 'dropper']"
753,753,infection/propagation,(droppers) that we collected were bundled with legitimate installers for,1,Many of the malicious executables (droppers) that we collected were bundled with legitimate installers for VPN or proxy software,dropper collect bundl legitim instal,mani malici execut dropper collect bundl legitim instal vpn proxi softwar,"['dropper', 'collect', 'bundl', 'legitim', 'instal']","['mani', 'malici', 'execut', 'dropper', 'collect', 'bundl', 'legitim', 'instal', 'vpn', 'proxi', 'softwar']"
754,754,infection/propagation,Examples include: • 6dc7cc33a3cdcfee6c4edb6c085b869d was bundled with an installer for,1,was bundled 6dc7cc33a3cdcfee6c4edb6c085b869d with an installer for Ultrasurf Proxy software,exampl include: hash-code wa bundl instal,wa bundl hash-code instal ultrasurf proxi softwar,"['exampl', 'include:', 'hash-code', 'wa', 'bundl', 'instal']","['wa', 'bundl', 'hash-code', 'instal', 'ultrasurf', 'proxi', 'softwar']"
