,Unnamed: 0,label,text-neigh,label_num,text-rel,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
259,259,command_and_control,the stolen data and uploaded to the C&C server.,1,The result of this execution uploaded to the C&C server,stolen data upload c&c server.,result thi execut upload c&c server,"['stolen', 'data', 'upload', 'c&c', 'server.']","['result', 'thi', 'execut', 'upload', 'c&c', 'server']"
260,260,command_and_control,keyword «minmei» it continues sending additional in- formation. «Minmei»,1,it sending additional in- formation,keyword «minmei» continu send addit in- formation. «minmei»,send addit in- format,"['keyword', '«minmei»', 'continu', 'send', 'addit', 'in-', 'formation.', '«minmei»']","['send', 'addit', 'in-', 'format']"
261,261,command_and_control,port 1913. The malware sends the SOCKS5 connection request,1,"The malware sends the SOCKS5 connection request ""05 01 00""",port 1913. malwar send socks5 connect request,malwar send socks5 connect request 05 01 00,"['port', '1913.', 'malwar', 'send', 'socks5', 'connect', 'request']","['malwar', 'send', 'socks5', 'connect', 'request', '05', '01', '00']"
262,262,command_and_control,"""05 01 00"" and verifies the server response starts",1,"The malware verifies the server response starts with ""05 00""",05 01 00 verifi server respons start,malwar verifi server respons start 05 00,"['05', '01', '00', 'verifi', 'server', 'respons', 'start']","['malwar', 'verifi', 'server', 'respons', 'start', '05', '00']"
263,263,command_and_control,"00"". The malware then requests a connection to 192.184.60.229",1,"The malware requests a connection to 192.184.60.229 on TCP port 81 using the command ""05 01 00 01 c0 b8 3c e5 00 51""",00. malwar request connect ip-address,malwar request connect ip-address tcp port 81 use command 05 01 00 01 c0 b8 3c e5 00 51,"['00.', 'malwar', 'request', 'connect', 'ip-address']","['malwar', 'request', 'connect', 'ip-address', 'tcp', 'port', '81', 'use', 'command', '05', '01', '00', '01', 'c0', 'b8', '3c', 'e5', '00', '51']"
264,264,command_and_control,"e5 00 51"" and verifies that the first two",1,"The malware verifies that the first two bytes from the server are ""05 00""",e5 00 51 verifi first two,malwar verifi first two byte server 05 00,"['e5', '00', '51', 'verifi', 'first', 'two']","['malwar', 'verifi', 'first', 'two', 'byte', 'server', '05', '00']"
265,265,command_and_control,"is established, the malware expects a message containing at",1,the malware Once expects a message containing at least three bytes from the server the connection to the server is established,establish malwar expect messag contain,malwar onc expect messag contain least three byte server connect server establish,"['establish', 'malwar', 'expect', 'messag', 'contain']","['malwar', 'onc', 'expect', 'messag', 'contain', 'least', 'three', 'byte', 'server', 'connect', 'server', 'establish']"
266,266,command_and_control,downloader described above and connected to 198.55.115.71 over port,1,The deflated exe SOCKS5 proxy connected to over via 198.55.115.71 port 1913,download describ abov connect ip-address port,deflat exe socks5 proxi connect via ip-address port ,"['download', 'describ', 'abov', 'connect', 'ip-address', 'port']","['deflat', 'exe', 'socks5', 'proxi', 'connect', 'via', 'ip-address', 'port']"
267,267,command_and_control,newnotepad.exe (MD5 8849538ef1c3471640230605c2623c67) and connected to the known APT3,1,The secondary payload connected to the known APT3 domains,newnotepad.ex md5 hash-code connect known apt3,secondari payload connect known apt3 domain,"['newnotepad.ex', 'md5', 'hash-code', 'connect', 'known', 'apt3']","['secondari', 'payload', 'connect', 'known', 'apt3', 'domain']"
268,268,command_and_control,"APT3 activity, the walterclean.com served as a Plugx/Kaba command",1,the walterclean.com served as a Plugx/Kaba command and control server,apt3 activ  com-file serv system-path  command, com-file serv system-path  command control server,"['apt3', 'activ', 'com-file', 'serv', 'system-path', 'command']","['com-file', 'serv', 'system-path', 'command', 'control', 'server']"
269,269,command_and_control,"information about the system, transmits it to the C&C",1,It transmits it to the C&C server,inform system transmit c&c,transmit c&c server,"['inform', 'system', 'transmit', 'c&c']","['transmit', 'c&c', 'server']"
270,270,command_and_control,the C&C server and executes the commands it receives,1,It executes the commands it receives back,c&c server execut command receiv,execut command receiv back,"['c&c', 'server', 'execut', 'command', 'receiv']","['execut', 'command', 'receiv', 'back']"
271,271,command_and_control,using Base64 before being transmitted to the C&C server.,1,The retrieved information transmitted to the C&C server,use base64 befor transmit c&c server.,retriev inform transmit c&c server,"['use', 'base64', 'befor', 'transmit', 'c&c', 'server.']","['retriev', 'inform', 'transmit', 'c&c', 'server']"
272,272,command_and_control,Wininet API functions for issuing HTTP POST requests to,1,The module HTTP POST requests issuing to the server,wininet api function issu http post request,modul http post request issu server,"['wininet', 'api', 'function', 'issu', 'http', 'post', 'request']","['modul', 'http', 'post', 'request', 'issu', 'server']"
273,273,command_and_control,the POST request and gets new commands from the,1,The module gets new commands from the server’s response,post request get new command,modul get new command server respons,"['post', 'request', 'get', 'new', 'command']","['modul', 'get', 'new', 'command', 'server', 'respons']"
274,274,command_and_control,an INI file that controls the further behavior of,1,The configuration controls the further behavior of the module,ini file control behavior,configur control behavior modul,"['ini', 'file', 'control', 'behavior']","['configur', 'control', 'behavior', 'modul']"
275,275,command_and_control,"that in addition to having multiple communication capabilities, and",1,The third sample having multiple communication capabilities,addit multipl commun capabl,third sampl multipl commun capabl,"['addit', 'multipl', 'commun', 'capabl']","['third', 'sampl', 'multipl', 'commun', 'capabl']"
276,276,command_and_control,and the ability to act as a relay for,1,The third sample act as a relay for other infected hosts,abil act relay,third sampl act relay infect host,"['abil', 'act', 'relay']","['third', 'sampl', 'act', 'relay', 'infect', 'host']"
277,277,command_and_control,main thread that eventually initiates calling out to the,1,the routine initiates calling out to the Command and Control (C2),main thread eventu initi call,routin initi call command control c2,"['main', 'thread', 'eventu', 'initi', 'call']","['routin', 'initi', 'call', 'command', 'control', 'c2']"
278,278,command_and_control,"communication to the C2 is handled by a while() loop,",1,The communication to the C2 is handled by a while() loop,commun c2 handl loop,commun c2 handl loop,"['commun', 'c2', 'handl', 'loop']","['commun', 'c2', 'handl', 'loop']"
279,279,command_and_control,will only attempt to connect directly using a raw,1,the sample connect using a raw socket,onli attempt connect directli use raw,sampl connect use raw socket,"['onli', 'attempt', 'connect', 'directli', 'use', 'raw']","['sampl', 'connect', 'use', 'raw', 'socket']"
280,280,command_and_control,will only attempt to connect directly using a raw,1,the sample connect to the C2 located at 1.9.5.38:443,onli attempt connect directli use raw,sampl connect c2 locat ip-address,"['onli', 'attempt', 'connect', 'directli', 'use', 'raw']","['sampl', 'connect', 'c2', 'locat', 'ip-address']"
281,281,command_and_control,sample. The malicious sample sends an initial beacon to,1,The malicious sample sends an initial beacon to the C2,sample. malici sampl send initi beacon,malici sampl send initi beacon c2,"['sample.', 'malici', 'sampl', 'send', 'initi', 'beacon']","['malici', 'sampl', 'send', 'initi', 'beacon', 'c2']"
282,282,command_and_control,defined key 0x1C and sent to the C2. The,1,The beacon sent to the C2,defin key 0x1c sent c2.,beacon sent c2,"['defin', 'key', '0x1c', 'sent', 'c2.']","['beacon', 'sent', 'c2']"
283,283,command_and_control,"beacon, the routine loops receiving incoming commands and executes",1,the routine receiving incoming commands,beacon routin loop receiv incom command execut,routin receiv incom command,"['beacon', 'routin', 'loop', 'receiv', 'incom', 'command', 'execut']","['routin', 'receiv', 'incom', 'command']"
284,284,command_and_control,receiving incoming commands and executes them in sequence. When,1,the routine executes them,receiv incom command execut sequence.,routin execut,"['receiv', 'incom', 'command', 'execut', 'sequence.']","['routin', 'execut']"
285,285,command_and_control,"I VE 6 After sending the initial beacon, the",1,the routine sending the initial beacon,send initi beacon,routin send initi beacon,"['send', 'initi', 'beacon']","['routin', 'send', 'initi', 'beacon']"
286,286,command_and_control,header. This inbound payload is received unconditionally and regardless of,1,This inbound payload is received,header. thi inbound payload receiv uncondit regardless,thi inbound payload receiv,"['header.', 'thi', 'inbound', 'payload', 'receiv', 'uncondit', 'regardless']","['thi', 'inbound', 'payload', 'receiv']"
287,287,command_and_control,backdoor and 0x20000000 is issued to completely remove the,1,issued commands over via a network based protocol the C2,backdoor 0x20000000 issu complet remov,issu command via network base protocol c2,"['backdoor', '0x20000000', 'issu', 'complet', 'remov']","['issu', 'command', 'via', 'network', 'base', 'protocol', 'c2']"
288,288,command_and_control,connection to the C2 is initiated to the stati- cally,1,is initiated a connection to the C2 to the stati- cally defined IP address,connect c2 initi stati- calli,initi connect c2 stati- calli defin ip address,"['connect', 'c2', 'initi', 'stati-', 'calli']","['initi', 'connect', 'c2', 'stati-', 'calli', 'defin', 'ip', 'address']"
289,289,command_and_control,The command line options support post exploitation capabilities such,1,The command line options support specifying a specific C2,command line option support post exploit capabl,command line option support specifi specif c2,"['command', 'line', 'option', 'support', 'post', 'exploit', 'capabl']","['command', 'line', 'option', 'support', 'specifi', 'specif', 'c2']"
290,290,command_and_control,to the protocol: Authentication is accomplished using a 32 byte,1,Authentication is accomplished using a 32 byte packet,protocol: authent accomplish use 32 byte,authent accomplish use 32 byte packet,"['protocol:', 'authent', 'accomplish', 'use', '32', 'byte']","['authent', 'accomplish', 'use', '32', 'byte', 'packet']"
291,291,command_and_control,"in Appendix E. After sending the initial authentication packet,",1,the sample sending the initial authentication packet,appendix e. send initi authent packet,sampl send initi authent packet,"['appendix', 'e.', 'send', 'initi', 'authent', 'packet']","['sampl', 'send', 'initi', 'authent', 'packet']"
292,292,command_and_control,An example authentication packet sent to the C2 is,1,An example authentication packet sent to the C2,exampl authent packet sent c2,exampl authent packet sent c2,"['exampl', 'authent', 'packet', 'sent', 'c2']","['exampl', 'authent', 'packet', 'sent', 'c2']"
293,293,command_and_control,"authentication packet, the sample verifies that the first four",1,the sample verifies that the first four bytes of the response is equal to a statically defined value,authent packet sampl verifi first four,sampl verifi first four byte respons equal static defin valu,"['authent', 'packet', 'sampl', 'verifi', 'first', 'four']","['sampl', 'verifi', 'first', 'four', 'byte', 'respons', 'equal', 'static', 'defin', 'valu']"
294,294,command_and_control,an 8 byte key is sent to the client which,1,is sent an 8 byte key to the client,byte key sent client,sent byte key client,"['byte', 'key', 'sent', 'client']","['sent', 'byte', 'key', 'client']"
295,295,command_and_control,loop structure that will process and execute commands sent by the,1,Command handling loop process and execute commands sent by the C2,loop structur process execut command sent,command handl loop process execut command sent c2,"['loop', 'structur', 'process', 'execut', 'command', 'sent']","['command', 'handl', 'loop', 'process', 'execut', 'command', 'sent', 'c2']"
296,296,command_and_control,the C2. The malware sends and receives a heartbeat/keepalive,1,The malware sends a heartbeat/keepalive packet every 2 minutes,c2. malwar send receiv system-path ,malwar send system-path  packet everi minut,"['c2.', 'malwar', 'send', 'receiv', 'system-path']","['malwar', 'send', 'system-path', 'packet', 'everi', 'minut']"
297,297,command_and_control,The malware sends and receives a heartbeat/keepalive packet every,1,The malware receives a heartbeat/keepalive packet every 2 minutes,malwar send receiv system-path  packet everi,malwar receiv system-path  packet everi minut,"['malwar', 'send', 'receiv', 'system-path', 'packet', 'everi']","['malwar', 'receiv', 'system-path', 'packet', 'everi', 'minut']"
298,298,command_and_control,"methods on those assemblies, connecting to new C2 servers",1,connecting to new C2 servers,method assembl connect new c2 server,connect new c2 server,"['method', 'assembl', 'connect', 'new', 'c2', 'server']","['connect', 'new', 'c2', 'server']"
299,299,command_and_control,a sophisticated backdoor which implements several communications protocols and,1,This sample implements several communications protocols,sophist backdoor implement sever commun protocol,thi sampl implement sever commun protocol,"['sophist', 'backdoor', 'implement', 'sever', 'commun', 'protocol']","['thi', 'sampl', 'implement', 'sever', 'commun', 'protocol']"
300,300,command_and_control,a kernel driver and provide an interactive command line,1,This sample provide an interactive command line shell to the C2,kernel driver provid interact command line,thi sampl provid interact command line shell c2,"['kernel', 'driver', 'provid', 'interact', 'command', 'line']","['thi', 'sampl', 'provid', 'interact', 'command', 'line', 'shell', 'c2']"
301,301,command_and_control,the binary that allows downloading a list of C2,1,downloading a list of C2 servers from an HTTP URL,binari allow download list c2,download list c2 server http url,"['binari', 'allow', 'download', 'list', 'c2']","['download', 'list', 'c2', 'server', 'http', 'url']"
302,302,command_and_control,the default configuration present specifies 202.86.190.3:80 as a C2,1,the default configuration present specifies 202.86.190.3:80 as to a C2 use,default configur present specifi ip-address c2,default configur present specifi ip-address c2 use,"['default', 'configur', 'present', 'specifi', 'ip-address', 'c2']","['default', 'configur', 'present', 'specifi', 'ip-address', 'c2', 'use']"
303,303,command_and_control,tool. Communication The malware has three distinct C2 protocols,1,The malware has three distinct C2 protocols,tool. commun malwar ha three distinct c2 protocol,malwar ha three distinct c2 protocol,"['tool.', 'commun', 'malwar', 'ha', 'three', 'distinct', 'c2', 'protocol']","['malwar', 'ha', 'three', 'distinct', 'c2', 'protocol']"
304,304,command_and_control,mechanisms. The con- figuration contains the C2 protocol to,1,The con- figuration contains the C2 protocol to be used,mechanisms. con- figur contain c2 protocol,con- figur contain c2 protocol use,"['mechanisms.', 'con-', 'figur', 'contain', 'c2', 'protocol']","['con-', 'figur', 'contain', 'c2', 'protocol', 'use']"
305,305,command_and_control,in which the malware attempts the different C2 protocols,1,the malware attempts the different C2 protocols in a pre-defined order,malwar attempt differ c2 protocol,malwar attempt differ c2 protocol pre-defin order,"['malwar', 'attempt', 'differ', 'c2', 'protocol']","['malwar', 'attempt', 'differ', 'c2', 'protocol', 'pre-defin', 'order']"
306,306,command_and_control,of 64 random bytes being sent to the C2. The,1,being sent 64 random bytes to the C2,64 random byte sent c2.,sent 64 random byte c2,"['64', 'random', 'byte', 'sent', 'c2.']","['sent', '64', 'random', 'byte', 'c2']"
307,307,command_and_control,"used for bi-directional communications, sending chunks of POST payload",1,sending chunks of POST payload,use bi-direct commun send chunk post payload,send chunk post payload,"['use', 'bi-direct', 'commun', 'send', 'chunk', 'post', 'payload']","['send', 'chunk', 'post', 'payload']"
308,308,command_and_control,"of POST payload and receiving chunks of the response,",1,receiving chunks of the response,post payload receiv chunk respons,receiv chunk respons,"['post', 'payload', 'receiv', 'chunk', 'respons']","['receiv', 'chunk', 'respons']"
309,309,command_and_control,/Catelog/login1.cgi. The GET request serves as a down-stream channel,1,The GET request serves as a down-stream channel,system-path  get request serv down-stream channel cgi-file,get request serv down-stream channel,"['system-path', 'get', 'request', 'serv', 'down-stream', 'channel', 'cgi-file']","['get', 'request', 'serv', 'down-stream', 'channel']"
310,310,command_and_control,while the POST request serves as a upstream channel.,1,the POST request serves as a upstream channel,post request serv upstream channel.,post request serv upstream channel,"['post', 'request', 'serv', 'upstream', 'channel.']","['post', 'request', 'serv', 'upstream', 'channel']"
311,311,command_and_control,configured DNS server to tunnel C2 traffic over legitimate,1,a custom DNS client implementation C2 traffic tunnel over legitimate DNS,configur dn server tunnel c2 traffic legitim,custom dn client implement c2 traffic tunnel legitim dn,"['configur', 'dn', 'server', 'tunnel', 'c2', 'traffic', 'legitim']","['custom', 'dn', 'client', 'implement', 'c2', 'traffic', 'tunnel', 'legitim', 'dn']"
312,312,command_and_control,the malware will start sending and receiving compressed binary,1,the malware sending compressed binary blobs via the channel of choice,malwar start send receiv compress binari,malwar send compress binari blob via channel choic,"['malwar', 'start', 'send', 'receiv', 'compress', 'binari']","['malwar', 'send', 'compress', 'binari', 'blob', 'via', 'channel', 'choic']"
313,313,command_and_control,will start sending and receiving compressed binary blobs via,1,the malware receiving compressed binary blobs via the channel of choice,start send receiv compress binari blob via,malwar receiv compress binari blob via channel choic,"['start', 'send', 'receiv', 'compress', 'binari', 'blob', 'via']","['malwar', 'receiv', 'compress', 'binari', 'blob', 'via', 'channel', 'choic']"
314,314,command_and_control,main backdoor thread then reads commands from the chosen,1,The main backdoor thread reads commands from the chosen C2 protocol,main backdoor thread read command chosen,main backdoor thread read command chosen c2 protocol,"['main', 'backdoor', 'thread', 'read', 'command', 'chosen']","['main', 'backdoor', 'thread', 'read', 'command', 'chosen', 'c2', 'protocol']"
315,315,command_and_control,"APIs, as well as reading and writing arbitrary files",1,This handler class for command ID 8 C2 commands reading arbitrary files via,api well read write arbitrari file,thi handler class command id c2 command read arbitrari file via,"['api', 'well', 'read', 'write', 'arbitrari', 'file']","['thi', 'handler', 'class', 'command', 'id', 'c2', 'command', 'read', 'arbitrari', 'file', 'via']"
316,316,command_and_control,well as reading and writing arbitrary files via C2,1,This handler class for command ID 8 C2 commands writing arbitrary files via,well read write arbitrari file via c2,thi handler class command id c2 command write arbitrari file via,"['well', 'read', 'write', 'arbitrari', 'file', 'via', 'c2']","['thi', 'handler', 'class', 'command', 'id', 'c2', 'command', 'write', 'arbitrari', 'file', 'via']"
317,317,command_and_control,TCP This handler class implements a generic TCP proxy.,1,This handler class implements a generic TCP proxy,tcp thi handler class implement gener tcp proxy.,thi handler class implement gener tcp proxi,"['tcp', 'thi', 'handler', 'class', 'implement', 'gener', 'tcp', 'proxy.']","['thi', 'handler', 'class', 'implement', 'gener', 'tcp', 'proxi']"
318,318,command_and_control,TCP proxy. It supports establishing TCP connections to other,1,It TCP connections establishing to other hosts,tcp proxy. support establish tcp connect,tcp connect establish host,"['tcp', 'proxy.', 'support', 'establish', 'tcp', 'connect']","['tcp', 'connect', 'establish', 'host']"
319,319,command_and_control,other hosts and also listening for incoming connections. The,1,It listening for incoming connections,host also listen incom connections.,listen incom connect,"['host', 'also', 'listen', 'incom', 'connections.']","['listen', 'incom', 'connect']"
320,320,command_and_control,The incoming connection contents are forwarded to the C2 and,1,The incoming connection contents are forwarded to the C2,incom connect content forward c2,incom connect content forward c2,"['incom', 'connect', 'content', 'forward', 'c2']","['incom', 'connect', 'content', 'forward', 'c2']"
321,321,command_and_control,data from the C2 is passed on to connections. It,1,is passed data from the C2 on to connections,data c2 pass connections.,pass data c2 connect,"['data', 'c2', 'pass', 'connections.']","['pass', 'data', 'c2', 'connect']"
322,322,command_and_control,command ID 5 and implements an interactive command line,1,This handler class implements an interactive command line shell accessible from the C2 server,command id implement interact command line,thi handler class implement interact command line shell access c2 server,"['command', 'id', 'implement', 'interact', 'command', 'line']","['thi', 'handler', 'class', 'implement', 'interact', 'command', 'line', 'shell', 'access', 'c2', 'server']"
323,323,command_and_control,channel of that command is provided back to the C2.,1,The standard output channel of that command is provided back to the C2,channel command provid back c2.,standard output channel command provid back c2,"['channel', 'command', 'provid', 'back', 'c2.']","['standard', 'output', 'channel', 'command', 'provid', 'back', 'c2']"
324,324,command_and_control,in China). This sample has multiple communication capabilities available,1,This sample has multiple communication capabilities available,china. thi sampl ha multipl commun capabl avail,thi sampl ha multipl commun capabl avail,"['china.', 'thi', 'sampl', 'ha', 'multipl', 'commun', 'capabl', 'avail']","['thi', 'sampl', 'ha', 'multipl', 'commun', 'capabl', 'avail']"
325,325,command_and_control,versatile and stealthy. It implements relatively well thought out,1,It implements relatively well thought out protocols including HTTP and DNS,versatil stealthy. implement rel well thought,implement rel well thought protocol includ http dn,"['versatil', 'stealthy.', 'implement', 'rel', 'well', 'thought']","['implement', 'rel', 'well', 'thought', 'protocol', 'includ', 'http', 'dn']"
326,326,command_and_control,ability to automatically down select the most effective communication,1,The tool select the most effective communication channel once it has been instantiated,abil automat select effect commun,tool select effect commun channel onc ha instanti,"['abil', 'automat', 'select', 'effect', 'commun']","['tool', 'select', 'effect', 'commun', 'channel', 'onc', 'ha', 'instanti']"
327,327,command_and_control,"supports the ability to act as a generic proxy,",1,The sample act as a generic proxy,support abil act gener proxi,sampl act gener proxi,"['support', 'abil', 'act', 'gener', 'proxi']","['sampl', 'act', 'gener', 'proxi']"
328,328,command_and_control,may be intended to proxy C2 traffic for other,1,The sample C2 traffic proxy for in order to other infected machines minimize the number of systems communicating to the C2,may intend proxi c2 traffic,sampl c2 traffic proxi order infect machin minim number system commun c2,"['may', 'intend', 'proxi', 'c2', 'traffic']","['sampl', 'c2', 'traffic', 'proxi', 'order', 'infect', 'machin', 'minim', 'number', 'system', 'commun', 'c2']"
329,329,command_and_control,communicate with this sample shares the same communications library,1,the C2 client which would communicate with this sample shares the same communications library which was compiled into this sample,commun thi sampl share commun librari,c2 client would commun thi sampl share commun librari wa compil thi sampl,"['commun', 'thi', 'sampl', 'share', 'commun', 'librari']","['c2', 'client', 'would', 'commun', 'thi', 'sampl', 'share', 'commun', 'librari', 'wa', 'compil', 'thi', 'sampl']"
330,330,command_and_control,"conime.exe to attempt to connect remote servers, upload and",1,the dropper connect remote servers,conime.ex attempt connect remot server upload,dropper connect remot server,"['conime.ex', 'attempt', 'connect', 'remot', 'server', 'upload']","['dropper', 'connect', 'remot', 'server']"
331,331,command_and_control,that these actors consistently used the same 16-digit password,1,these actors used the same stage 1 C2 protocol,actor consist use 16-digit password,actor use stage c2 protocol,"['actor', 'consist', 'use', '16-digit', 'password']","['actor', 'use', 'stage', 'c2', 'protocol']"
332,332,command_and_control,written in JScript to contact a C&C server via,1,a secondary component written in JScript Twitter contact a C&C server via,written jscript contact c&c server via,secondari compon written jscript twitter contact c&c server via,"['written', 'jscript', 'contact', 'c&c', 'server', 'via']","['secondari', 'compon', 'written', 'jscript', 'twitter', 'contact', 'c&c', 'server', 'via']"
333,333,command_and_control,"is decrypted correctly, MiniDuke retrieves the Twitter page of",1,MiniDuke retrieves the Twitter page of @FloydLSchwartz in search of URLs by which to reach C&C server,decrypt correctli miniduk retriev twitter page,miniduk retriev twitter page @floydlschwartz search url reach c&c server,"['decrypt', 'correctli', 'miniduk', 'retriev', 'twitter', 'page']","['miniduk', 'retriev', 'twitter', 'page', '@floydlschwartz', 'search', 'url', 'reach', 'c&c', 'server']"
334,334,command_and_control,of MiniDuke This information is then sent to the C&C server,1,This information is then sent to the C&C server,miniduk thi inform sent c&c server,thi inform sent c&c server,"['miniduk', 'thi', 'inform', 'sent', 'c&c', 'server']","['thi', 'inform', 'sent', 'c&c', 'server']"
335,335,command_and_control,server along with the request to download a payload.,1,request to download a payload,server along request download payload.,request download payload,"['server', 'along', 'request', 'download', 'payload.']","['request', 'download', 'payload']"
336,336,command_and_control,payload. The final URL used to communicate with the,1,The final URL used to communicate with the C&C server,payload. final url use commun,final url use commun c&c server,"['payload.', 'final', 'url', 'use', 'commun']","['final', 'url', 'use', 'commun', 'c&c', 'server']"
337,337,command_and_control,samples of MiniDuke: it verifies the integrity of the,1,it RSA-2048 verifies the integrity of the file using,sampl miniduke: verifi integr,rsa-2048 verifi integr file use,"['sampl', 'miniduke:', 'verifi', 'integr']","['rsa-2048', 'verifi', 'integr', 'file', 'use']"
338,338,command_and_control,RSA-2048 public key to verify integrity of the executable,1,The RSA-2048 public key verify integrity of the executable inside the GIF file,rsa-2048 public key verifi integr execut,rsa-2048 public key verifi integr execut insid gif file,"['rsa-2048', 'public', 'key', 'verifi', 'integr', 'execut']","['rsa-2048', 'public', 'key', 'verifi', 'integr', 'execut', 'insid', 'gif', 'file']"
339,339,command_and_control,this script is to use Twitter to find a,1,this script Twitter use to find a C&C,thi script use twitter find,thi script twitter use find c&c,"['thi', 'script', 'use', 'twitter', 'find']","['thi', 'script', 'twitter', 'use', 'find', 'c&c']"
340,340,command_and_control,find a C&C and retrieve JScript code to execute.,1,this script JScript code to execute retrieve,find c&c retriev jscript code execute.,thi script jscript code execut retriev,"['find', 'c&c', 'retriev', 'jscript', 'code', 'execute.']","['thi', 'script', 'jscript', 'code', 'execut', 'retriev']"
341,341,command_and_control,executing the commands to send the results back to,1,the remote attacker HTTP send the results back to through the command-and-control (C&C) server,execut command send result back,remot attack http send result back command-and-control c&c server,"['execut', 'command', 'send', 'result', 'back']","['remot', 'attack', 'http', 'send', 'result', 'back', 'command-and-control', 'c&c', 'server']"
342,342,command_and_control,is a .NET application based on the same source,1,Type S based on and shared C&C infrastructure as Type T,.net applic base sourc,type base share c&c infrastructur type,"['.net', 'applic', 'base', 'sourc']","['type', 'base', 'share', 'c&c', 'infrastructur', 'type']"
343,343,command_and_control,"talking Once infected, Emdivi connects to hardcoded C&C servers",1,Emdivi connects to using hardcoded C&C servers the HTTP protocol,talk onc infect emdivi connect hardcod c&c server,emdivi connect use hardcod c&c server http protocol,"['talk', 'onc', 'infect', 'emdivi', 'connect', 'hardcod', 'c&c', 'server']","['emdivi', 'connect', 'use', 'hardcod', 'c&c', 'server', 'http', 'protocol']"
344,344,command_and_control,cloud service itself and turned the websites into C&C,1,the attacker C&C servers for Backdoor.Emdivi turned the websites into,cloud servic turn websit c&c,attack c&c server  emd-file turn websit,"['cloud', 'servic', 'turn', 'websit', 'c&c']","['attack', 'c&c', 'server', 'emd-file', 'turn', 'websit']"
345,345,command_and_control,implant code which then communicates with the attacker-controlled server,1,the main implant code TCP port 443 communicates with on the attacker-controlled server at testqweasd.tk (211.43.220.89),implant code commun attacker-control server,main implant code tcp port 443 commun attacker-control server testqweasd.tk ip-address,"['implant', 'code', 'commun', 'attacker-control', 'server']","['main', 'implant', 'code', 'tcp', 'port', '443', 'commun', 'attacker-control', 'server', 'testqweasd.tk', 'ip-address']"
346,346,command_and_control,jduhf873jdu7.blog.163.com The PlugX sample connects to the blog and,1,The PlugX sample connects to the blog,plugx sampl connect blog,plugx sampl connect blog,"['plugx', 'sampl', 'connect', 'blog']","['plugx', 'sampl', 'connect', 'blog']"
347,347,command_and_control,DTOPTOOLZ digitalsignature. This implant connected to a C2 node,1,This implant connected to a C2 node that overlapped with prennera.com,dtoptoolz digitalsignature. thi implant connect c2 node,thi implant connect c2 node overlap  com-file,"['dtoptoolz', 'digitalsignature.', 'thi', 'implant', 'connect', 'c2', 'node']","['thi', 'implant', 'connect', 'c2', 'node', 'overlap', 'com-file']"
348,348,command_and_control,• The threat actors utilized a hosting provider that,1,The threat actors utilized a hosting provider that is a Pakistani-based company with subleased VPS space within the U.S.,threat actor util host provid,threat actor util host provid pakistani-bas compani subleas vp space within u.s.,"['threat', 'actor', 'util', 'host', 'provid']","['threat', 'actor', 'util', 'host', 'provid', 'pakistani-bas', 'compani', 'subleas', 'vp', 'space', 'within', 'u.s.']"
349,349,command_and_control,has only been observed hosted on and communicating with,1,The customized malware (BITTERBUG) used by these threat actors hosted on two IP addresses operated by a Pakistan-based hosting provider,ha onli observ host commun,custom malwar bitterbug use threat actor host two ip address oper pakistan-bas host provid,"['ha', 'onli', 'observ', 'host', 'commun']","['custom', 'malwar', 'bitterbug', 'use', 'threat', 'actor', 'host', 'two', 'ip', 'address', 'oper', 'pakistan-bas', 'host', 'provid']"
350,350,command_and_control,observed hosted on and communicating with two IP addresses,1,The customized malware (BITTERBUG) used by these threat actors communicating with two IP addresses operated by a Pakistan-based hosting provider,observ host commun two ip address,custom malwar bitterbug use threat actor commun two ip address oper pakistan-bas host provid,"['observ', 'host', 'commun', 'two', 'ip', 'address']","['custom', 'malwar', 'bitterbug', 'use', 'threat', 'actor', 'commun', 'two', 'ip', 'address', 'oper', 'pakistan-bas', 'host', 'provid']"
351,351,command_and_control,only ever been observed hosted on and communicating with,1,this customized malware hosted on two command and control nodes: 199.91.173.43 and 199.91.173.45,onli ever observ host commun,thi custom malwar host two command control nodes: ip-address ip-address,"['onli', 'ever', 'observ', 'host', 'commun']","['thi', 'custom', 'malwar', 'host', 'two', 'command', 'control', 'nodes:', 'ip-address', 'ip-address']"
352,352,command_and_control,observed hosted on and communicating with two command and,1,this customized malware communicating with two command and control nodes: 199.91.173.43 and 199.91.173.45,observ host commun two command,thi custom malwar commun two command control nodes: ip-address ip-address,"['observ', 'host', 'commun', 'two', 'command']","['thi', 'custom', 'malwar', 'commun', 'two', 'command', 'control', 'nodes:', 'ip-address', 'ip-address']"
353,353,command_and_control,• VPNSOC IP space was used as command and control,1,VPNSOC IP space was used as for command and control nodes attackers using variants of the BITTERBUG malware that contained build strings that referenced Tranchulas and a Tranchulas employee,vpnsoc ip space wa use command control,vpnsoc ip space wa use command control node attack use variant bitterbug malwar contain build string referenc tranchula tranchula employe,"['vpnsoc', 'ip', 'space', 'wa', 'use', 'command', 'control']","['vpnsoc', 'ip', 'space', 'wa', 'use', 'command', 'control', 'node', 'attack', 'use', 'variant', 'bitterbug', 'malwar', 'contain', 'build', 'string', 'referenc', 'tranchula', 'tranchula', 'employe']"
