,Unnamed: 0,label,text-neigh,label_num,text-rel,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
525,525,no-other,"dll.freshdns.org, ali.blankchair.com and cht.blankchair.com were all linked to both Operation DeputyDog",0,"were all linked dll.freshdns.org, ali.blankchair.com and cht.blankchair.com to both Operation DeputyDog and Operation Ephemeral Hydra", org-file  com-file  com-file link oper deputydog,link  org-file  com-file  com-file oper deputydog oper ephemer hydra,"['org-file', 'com-file', 'com-file', 'link', 'oper', 'deputydog']","['link', 'org-file', 'com-file', 'com-file', 'oper', 'deputydog', 'oper', 'ephemer', 'hydra']"
526,526,no-other,"Catch.exe, detected as Backdoor.Win32.Agent.dgrn, communicates with the fol- lowing",0,Catch.exe communicates with the fol- lowing Darkhotel command and control servers,catch.ex detect commun fol- low,catch.ex commun fol- low darkhotel command control server,"['catch.ex', 'detect', 'commun', 'fol-', 'low']","['catch.ex', 'commun', 'fol-', 'low', 'darkhotel', 'command', 'control', 'server']"
527,527,no-other,and control server domains include microblo5.mooo.com microyours.ignorelist.com micronames.jumpingcrab.com microchisk.mooo.com,0,Related Darkhotel command and control server domains include,control server domain includ  com-file  com-file,relat darkhotel command control server domain includ,"['control', 'server', 'domain', 'includ', 'com-file', 'com-file']","['relat', 'darkhotel', 'command', 'control', 'server', 'domain', 'includ']"
528,528,no-other,module is designed to update malicious components through recurring,0,This module update malicious components through recurring checks at the C&C server,modul design updat malici compon recur,thi modul updat malici compon recur check c&c server,"['modul', 'design', 'updat', 'malici', 'compon', 'recur']","['thi', 'modul', 'updat', 'malici', 'compon', 'recur', 'check', 'c&c', 'server']"
529,529,no-other,gathers system information and sends it to the Darkhotel,0,The component sends it to the Darkhotel com- mand and control servers,gather system inform send darkhotel,compon send darkhotel com- mand control server,"['gather', 'system', 'inform', 'send', 'darkhotel']","['compon', 'send', 'darkhotel', 'com-', 'mand', 'control', 'server']"
530,530,no-other,"about the comput- er, send it to the C2",0,send it to as the C2 commanded,comput- er send c2,send c2 command,"['comput-', 'er', 'send', 'c2']","['send', 'c2', 'command']"
531,531,no-other,backdoor in this set maintains an internal campaign code,0,"Almost every backdoor in this set maintains an internal campaign code or id, used in initial c2 communications as described above",backdoor thi set maintain intern campaign code,almost everi backdoor thi set maintain intern campaign code id use initi c2 commun describ abov,"['backdoor', 'thi', 'set', 'maintain', 'intern', 'campaign', 'code']","['almost', 'everi', 'backdoor', 'thi', 'set', 'maintain', 'intern', 'campaign', 'code', 'id', 'use', 'initi', 'c2', 'commun', 'describ', 'abov']"
532,532,no-other,the operators very actively build up new command and control,0,the operators build up new command and control serv- ers,oper veri activ build new command control,oper build new command control serv- er,"['oper', 'veri', 'activ', 'build', 'new', 'command', 'control']","['oper', 'build', 'new', 'command', 'control', 'serv-', 'er']"
533,533,no-other,Many of these c2s maintain a common directory path,0,Many of these c2s maintain a common directory path that serves a ddrlog,mani c2 maintain common directori path,mani c2 maintain common directori path serv ddrlog,"['mani', 'c2', 'maintain', 'common', 'directori', 'path']","['mani', 'c2', 'maintain', 'common', 'directori', 'path', 'serv', 'ddrlog']"
534,534,no-other,D. The Darkhotel c2 maintain these directory structures to,0,The Darkhotel c2 maintain these directory structures to store and serve ddrlog content,d. darkhotel c2 maintain directori structur,darkhotel c2 maintain directori structur store serv ddrlog content,"['d.', 'darkhotel', 'c2', 'maintain', 'directori', 'structur']","['darkhotel', 'c2', 'maintain', 'directori', 'structur', 'store', 'serv', 'ddrlog', 'content']"
535,535,no-other,hostile parties or simply upgrading victims to more sophisticated,0,botnet style operations upgrading victims to more sophisticated espionage tools,hostil parti simpli upgrad victim sophist,botnet style oper upgrad victim sophist espionag tool,"['hostil', 'parti', 'simpli', 'upgrad', 'victim', 'sophist']","['botnet', 'style', 'oper', 'upgrad', 'victim', 'sophist', 'espionag', 'tool']"
536,536,no-other,"sample in June 2014, leading to a command &",0,this malware sample leading to a command & control (c&c) server still in activity,sampl june  lead command,thi malwar sampl lead command control c&c server still activ,"['sampl', 'june', 'lead', 'command']","['thi', 'malwar', 'sampl', 'lead', 'command', 'control', 'c&c', 'server', 'still', 'activ']"
537,537,no-other,from three c&c servers used by this group of,0,this group of attackers used three c&c servers,three c&c server use thi group,thi group attack use three c&c server,"['three', 'c&c', 'server', 'use', 'thi', 'group']","['thi', 'group', 'attack', 'use', 'three', 'c&c', 'server']"
538,538,no-other,"for connectivity, and then communicates with the c&c server",0,The malware communicates with at the c&c server mac.avstore.com.tw,connect commun c&c server,malwar commun c&c server  com-file,"['connect', 'commun', 'c&c', 'server']","['malwar', 'commun', 'c&c', 'server', 'com-file']"
539,539,no-other,"newly infected host, and send it back to the",0,The payload of this malware send it back to the c&c server,newli infect host send back,payload thi malwar send back c&c server,"['newli', 'infect', 'host', 'send', 'back']","['payload', 'thi', 'malwar', 'send', 'back', 'c&c', 'server']"
540,540,no-other,binaries. & The data sent in the POST request,0,The data sent in the POST request,binaries. data sent post request,data sent post request,"['binaries.', 'data', 'sent', 'post', 'request']","['data', 'sent', 'post', 'request']"
541,541,no-other,"Once this data has been transferred to the c&c server,",0,been transferred this data to the c&c server,onc thi data ha transfer c&c server,transfer thi data c&c server,"['onc', 'thi', 'data', 'ha', 'transfer', 'c&c', 'server']","['transfer', 'thi', 'data', 'c&c', 'server']"
542,542,no-other,"server, it responds by sending additional malware to execute",0,it sending additional malware to execute on the machine,server respond send addit malwar execut,send addit malwar execut machin,"['server', 'respond', 'send', 'addit', 'malwar', 'execut']","['send', 'addit', 'malwar', 'execut', 'machin']"
543,543,no-other,"being injected, it starts sending its Hello packet to",0,it sending its Hello packet to its c&c server,inject start send hello packet,send hello packet c&c server,"['inject', 'start', 'send', 'hello', 'packet']","['send', 'hello', 'packet', 'c&c', 'server']"
544,544,no-other,& All the requests sent to the c&c contains,0,All the requests sent to the c&c,request sent c&c contain,request sent c&c,"['request', 'sent', 'c&c', 'contain']","['request', 'sent', 'c&c']"
545,545,no-other,had 3 c&c servers configured - jackyandy.avstore.com.tw:80 - chanxe.avstore.com.tw:443,0,Our sample configured 3 c&c servers,c&c server configur,sampl configur c&c server,"['c&c', 'server', 'configur']","['sampl', 'configur', 'c&c', 'server']"
546,546,no-other,newb02.skypetm.com.tw:80 The following commands are implemented - File Download (get),0,The following commands are implemented,follow command implement file download get,follow command implement,"['follow', 'command', 'implement', 'file', 'download', 'get']","['follow', 'command', 'implement']"
547,547,no-other,"After injection, the RAT sends a first login packet",0,the RAT sends a first login packet to its c&c,inject rat send first login packet,rat send first login packet c&c,"['inject', 'rat', 'send', 'first', 'login', 'packet']","['rat', 'send', 'first', 'login', 'packet', 'c&c']"
548,548,no-other,& The RAT communication is performed through HTTP requests. The,0,HTTP requests The RAT communication is performed through,rat commun perform http requests.,http request rat commun perform,"['rat', 'commun', 'perform', 'http', 'requests.']","['http', 'request', 'rat', 'commun', 'perform']"
549,549,no-other,The RAT can then receive commands from its c&c.,0,The RAT receive commands from its c&c,rat receiv command c&c.,rat receiv command c&c,"['rat', 'receiv', 'command', 'c&c.']","['rat', 'receiv', 'command', 'c&c']"
550,550,no-other,"the configuration, our sample communicates with sop.avstore.com.tw, and contains",0,our sample communicates with sop.avstore.com.tw,configur sampl commun  com-file contain,sampl commun  com-file,"['configur', 'sampl', 'commun', 'com-file', 'contain']","['sampl', 'commun', 'com-file']"
551,551,no-other,"explorer.exe,C:\DOCUME~1\<UserName>\APPLIC~1\<binary name>, The RAT embeds its own DNS server",0,The RAT embeds its own DNS server IP addresses to make the c&c domain names resolutions,hash-code name> rat emb dn server,rat emb dn server ip address make c&c domain name resolut,"['hash-code', 'name>', 'rat', 'emb', 'dn', 'server']","['rat', 'emb', 'dn', 'server', 'ip', 'address', 'make', 'c&c', 'domain', 'name', 'resolut']"
552,552,no-other,"218.16.121.32 & It starts resolving its domains after injection,",0,It resolving its domains after injection,ip-address start resolv domain inject,resolv domain inject,"['ip-address', 'start', 'resolv', 'domain', 'inject']","['resolv', 'domain', 'inject']"
553,553,no-other,"after injection, and immediately sends requests. First requests are",0,It sends requests,inject immedi send requests. first request,send request,"['inject', 'immedi', 'send', 'requests.', 'first', 'request']","['send', 'request']"
554,554,no-other,sends requests. First requests are used to check for updates,0,are used requests to check for updates (GET request on /httpdocs/update/update.ini),send requests. first request use check updat,use request check updat get request,"['send', 'requests.', 'first', 'request', 'use', 'check', 'updat']","['use', 'request', 'check', 'updat', 'get', 'request']"
555,555,no-other,/httpdocs/update/update.ini). A Hello packet is then sent Public release Threat Intelligence,0,A Hello packet is then sent,hello packet sent public releas threat intellig,hello packet sent,"['hello', 'packet', 'sent', 'public', 'releas', 'threat', 'intellig']","['hello', 'packet', 'sent']"
556,556,no-other,The bot then repeatedly sends GET requests on /httpdocs/mm/<bot_id>/ComMand.sec,0,The bot GET requests sends on /httpdocs/mm/<bot_id>/ComMand.sec,bot repeatedli send get request hash-code,bot get request send hash-code,"['bot', 'repeatedli', 'send', 'get', 'request', 'hash-code']","['bot', 'get', 'request', 'send', 'hash-code']"
557,557,no-other,requests on /httpdocs/mm/<bot_id>/ComMand.sec to retrieve remote commands. The communication,0,The bot retrieve remote commands,request hash-code retriev remot commands. commun,bot retriev remot command,"['request', 'hash-code', 'retriev', 'remot', 'commands.', 'commun']","['bot', 'retriev', 'remot', 'command']"
558,558,no-other,quite simple: GET requests are used to receive data from,0,GET requests are used to receive data from the c&c,quit simple: get request use receiv data,get request use receiv data c&c,"['quit', 'simple:', 'get', 'request', 'use', 'receiv', 'data']","['get', 'request', 'use', 'receiv', 'data', 'c&c']"
559,559,no-other,"and POST requests to send data. In POST commands,",0,POST requests send data,post request send data. post command,post request send data,"['post', 'request', 'send', 'data.', 'post', 'command']","['post', 'request', 'send', 'data']"
560,560,no-other,following CGI files can be requested by the bot: -,0,the bot The following CGI files be requested,follow cgi file request bot:,bot follow cgi file request,"['follow', 'cgi', 'file', 'request', 'bot:']","['bot', 'follow', 'cgi', 'file', 'request']"
561,561,no-other,"the key. Our sample uses mca.avstore.com.tw, star.yamn.net and bz.kimoo.com.tw",0,"Our sample uses mca.avstore.com.tw, star.yamn.net and bz.kimoo.com.tw as c&c servers",key. sampl use  com-file  net-file  com-file,sampl use  com-file  net-file  com-file c&c server,"['key.', 'sampl', 'use', 'com-file', 'net-file', 'com-file']","['sampl', 'use', 'com-file', 'net-file', 'com-file', 'c&c', 'server']"
562,562,no-other,"graphical interface, but can be remotely requested to manage the bots.",0,be remotely requested the c&c part of this RAT to manage the bots,graphic interfac remot request manag bots.,remot request c&c part thi rat manag bot,"['graphic', 'interfac', 'remot', 'request', 'manag', 'bots.']","['remot', 'request', 'c&c', 'part', 'thi', 'rat', 'manag', 'bot']"
563,563,no-other,authentication is required to send commands to the c&c,0,send commands to the c&c,authent requir send command c&c,send command c&c,"['authent', 'requir', 'send', 'command', 'c&c']","['send', 'command', 'c&c']"
564,564,no-other,know why this malware uses the same patterns to,0,this malware uses the same patterns to communicate,know whi thi malwar use pattern,thi malwar use pattern commun,"['know', 'whi', 'thi', 'malwar', 'use', 'pattern']","['thi', 'malwar', 'use', 'pattern', 'commun']"
565,565,no-other,5 c&c servers can be configured but our sample only,0,Up to 5 c&c servers be configured,c&c server configur sampl onli,c&c server configur,"['c&c', 'server', 'configur', 'sampl', 'onli']","['c&c', 'server', 'configur']"
566,566,no-other,folder was configured to connect to a local IP,0,the built malware we found in the same folder connect to a local IP address,folder wa configur connect local ip,built malwar found folder connect local ip address,"['folder', 'wa', 'configur', 'connect', 'local', 'ip']","['built', 'malwar', 'found', 'folder', 'connect', 'local', 'ip', 'address']"
567,567,no-other,have been identified as communicating with subdomains of skypetm.com.tw:,0,Six malware families communicating with subdomains of skypetm.com.tw,identifi commun subdomain  com-file,six malwar famili commun subdomain  com-file,"['identifi', 'commun', 'subdomain', 'com-file']","['six', 'malwar', 'famili', 'commun', 'subdomain', 'com-file']"
568,568,no-other,"malware families in common, communicating to subdomains of both",0,4 malware families communicating to,malwar famili common commun subdomain,malwar famili commun,"['malwar', 'famili', 'common', 'commun', 'subdomain']","['malwar', 'famili', 'commun']"
569,569,no-other,A computer named CHMXY-PC connected to the c&c via,0,A computer named CHMXY-PC IP address 58.61.40.5 RDP connected to via with the c&c,comput name chmxy-pc connect c&c via,comput name chmxy-pc ip address ip-address rdp connect via c&c,"['comput', 'name', 'chmxy-pc', 'connect', 'c&c', 'via']","['comput', 'name', 'chmxy-pc', 'ip', 'address', 'ip-address', 'rdp', 'connect', 'via', 'c&c']"
570,570,no-other,connections to the c&c were done by a computer named,0,a computer named TIEWEISHIPC with IP address 27.16.139.143 A few connections to the c&c were done,connect c&c done comput name,comput name tieweishipc ip address ip-address connect c&c done,"['connect', 'c&c', 'done', 'comput', 'name']","['comput', 'name', 'tieweishipc', 'ip', 'address', 'ip-address', 'connect', 'c&c', 'done']"
571,571,no-other,connections to the c&c originated from a computer named,0,"Some connections to the c&c originated from a computer named FLY-THINK with several IP addresses, all located in Fuqing (Fujian province)",connect c&c origin comput name,connect c&c origin comput name fly-think sever ip address locat fuqe fujian provinc,"['connect', 'c&c', 'origin', 'comput', 'name']","['connect', 'c&c', 'origin', 'comput', 'name', 'fly-think', 'sever', 'ip', 'address', 'locat', 'fuqe', 'fujian', 'provinc']"
572,572,no-other,to the c&c server were coming from a computer named,0,Most of the connections to the c&c server were coming from a computer named 50PZ80C- 1DFDCB8 with several IP addresses,c&c server come comput name,connect c&c server come comput name 50pz80c- 1dfdcb8 sever ip address,"['c&c', 'server', 'come', 'comput', 'name']","['connect', 'c&c', 'server', 'come', 'comput', 'name', '50pz80c-', '1dfdcb8', 'sever', 'ip', 'address']"
573,573,no-other,FLY-THINK and 50PZ80C-1DFDCB8 have used distinct IP addresses to,0,The two computers FLY-THINK and 50PZ80C-1DFDCB8 used distinct IP addresses to connect to the c&c,fly-think 50pz80c-1dfdcb8 use distinct ip address,two comput fly-think 50pz80c-1dfdcb8 use distinct ip address connect c&c,"['fly-think', '50pz80c-1dfdcb8', 'use', 'distinct', 'ip', 'address']","['two', 'comput', 'fly-think', '50pz80c-1dfdcb8', 'use', 'distinct', 'ip', 'address', 'connect', 'c&c']"
574,574,no-other,the CT RAT and executing some commands. The c&c,0,a user Toot executing some commands,ct rat execut commands. c&c,user toot execut command,"['ct', 'rat', 'execut', 'commands.', 'c&c']","['user', 'toot', 'execut', 'command']"
575,575,no-other,team The c&c servers used by the attackers revealed,0,the attackers The c&c servers used,team c&c server use attack reveal,attack c&c server use,"['team', 'c&c', 'server', 'use', 'attack', 'reveal']","['attack', 'c&c', 'server', 'use']"
576,576,no-other,language; The IP addresses used for the hosting of,0,The IP addresses used for the hosting of the c&c domains,language; ip address use host,ip address use host c&c domain,"['language;', 'ip', 'address', 'use', 'host']","['ip', 'address', 'use', 'host', 'c&c', 'domain']"
577,577,no-other,to the c&c infrastructure come from Chinese IP ranges,0,"Most RDP connections to the c&c infrastructure Chinese IP ranges in Fuqing (Fujian province, PRC) come from",c&c infrastructur come chines ip rang,rdp connect c&c infrastructur chines ip rang fuqe fujian provinc prc come,"['c&c', 'infrastructur', 'come', 'chines', 'ip', 'rang']","['rdp', 'connect', 'c&c', 'infrastructur', 'chines', 'ip', 'rang', 'fuqe', 'fujian', 'provinc', 'prc', 'come']"
578,578,no-other,dropped was configured to use good.myftp.org as the C2,0,The malware use good.myftp.org as the C2 URL,drop wa configur use  org-file c2,malwar use  org-file c2 url,"['drop', 'wa', 'configur', 'use', 'org-file', 'c2']","['malwar', 'use', 'org-file', 'c2', 'url']"
579,579,no-other,because Nitro was still re-using old C2 infrastructure with,0,Nitro re-using old C2 infrastructure with their new malware,becaus nitro wa still re-us old c2 infrastructur,nitro re-us old c2 infrastructur new malwar,"['becaus', 'nitro', 'wa', 'still', 're-us', 'old', 'c2', 'infrastructur']","['nitro', 're-us', 'old', 'c2', 'infrastructur', 'new', 'malwar']"
580,580,no-other,"victims, where the e-mails contain links to websites hosting",0,the e-mails contain links to websites hosting ScanBox,victim e-mail contain link websit host,e-mail contain link websit host scanbox,"['victim', 'e-mail', 'contain', 'link', 'websit', 'host']","['e-mail', 'contain', 'link', 'websit', 'host', 'scanbox']"
581,581,no-other,a spear phish email sent to a Taiwanese government,0,sent a spear phish email to a Taiwanese government ministry,spear phish email sent taiwanes govern,sent spear phish email taiwanes govern ministri,"['spear', 'phish', 'email', 'sent', 'taiwanes', 'govern']","['sent', 'spear', 'phish', 'email', 'taiwanes', 'govern', 'ministri']"
582,582,no-other,CVE-2012-0158. FireEye observed APT12 deliver these exploit documents via,0,APT12 deliver these exploit documents via phishing emails,cve-2012-0158. fireey observ apt12 deliv exploit document via,apt12 deliv exploit document via phish email,"['cve-2012-0158.', 'fireey', 'observ', 'apt12', 'deliv', 'exploit', 'document', 'via']","['apt12', 'deliv', 'exploit', 'document', 'via', 'phish', 'email']"
583,583,no-other,group to continue to utilize phishing as a malware,0,the threat group utilize phishing,group continu util phish malwar,threat group util phish,"['group', 'continu', 'util', 'phish', 'malwar']","['threat', 'group', 'util', 'phish']"
584,584,no-other,different spear phish email sent from lilywang823@gmail.com to a,0,a different spear phish email sent from to lilywang823@gmail.com a technology company located in Taiwan,differ spear phish email sent,differ spear phish email sent technolog compani locat taiwan,"['differ', 'spear', 'phish', 'email', 'sent']","['differ', 'spear', 'phish', 'email', 'sent', 'technolog', 'compani', 'locat', 'taiwan']"
585,585,no-other,of spear phishing emails targeting a high-technology company in,0,spear phishing emails targeting a high-technology company in Japan,spear phish email target high-technolog compani,spear phish email target high-technolog compani japan,"['spear', 'phish', 'email', 'target', 'high-technolog', 'compani']","['spear', 'phish', 'email', 'target', 'high-technolog', 'compani', 'japan']"
586,586,no-other,a kernel mode driver installed and a usermode DLL,0,installed a kernel mode driver,kernel mode driver instal usermod dll,instal kernel mode driver,"['kernel', 'mode', 'driver', 'instal', 'usermod', 'dll']","['instal', 'kernel', 'mode', 'driver']"
587,587,no-other,"not known: it may be distributed via a thumb-drive, a",0,be distributed via it a phishing email attachment,known: may distribut via thumb-driv,distribut via phish email attach,"['known:', 'may', 'distribut', 'via', 'thumb-driv']","['distribut', 'via', 'phish', 'email', 'attach']"
588,588,no-other,"phishing email attachment, or be delivered via an exploit across",0,be delivered via it an exploit across the network,phish email attach deliv via exploit across,deliv via exploit across network,"['phish', 'email', 'attach', 'deliv', 'via', 'exploit', 'across']","['deliv', 'via', 'exploit', 'across', 'network']"
589,589,no-other,is explained later). Infection starts from a dropper penetrating,0,Infection starts from a dropper penetrating into the compromised system where it is allowed to run,explain later. infect start dropper penetr,infect start dropper penetr compromis system allow run,"['explain', 'later.', 'infect', 'start', 'dropper', 'penetr']","['infect', 'start', 'dropper', 'penetr', 'compromis', 'system', 'allow', 'run']"
590,590,no-other,the remote attacker can identify any potentially exploitable hosts,0,the remote attacker identify any potentially exploitable hosts located in the same network as the victim,remot attack identifi ani potenti exploit host,remot attack identifi ani potenti exploit host locat network victim,"['remot', 'attack', 'identifi', 'ani', 'potenti', 'exploit', 'host']","['remot', 'attack', 'identifi', 'ani', 'potenti', 'exploit', 'host', 'locat', 'network', 'victim']"
591,591,no-other,"craft new attack methods, adjusting them to the hosts",0,the attacker adjusting them to the hosts present within the network,craft new attack method adjust host,attack adjust host present within network,"['craft', 'new', 'attack', 'method', 'adjust', 'host']","['attack', 'adjust', 'host', 'present', 'within', 'network']"
592,592,no-other,If the tool successfully delivers the payload and exploits,0,the tool delivers the payload,tool success deliv payload exploit,tool deliv payload,"['tool', 'success', 'deliv', 'payload', 'exploit']","['tool', 'deliv', 'payload']"
593,593,no-other,"delivers the payload and exploits the remote host(s), it",0,the tool exploits the remote host(s),deliv payload exploit remot host,tool exploit remot host,"['deliv', 'payload', 'exploit', 'remot', 'host']","['tool', 'exploit', 'remot', 'host']"
594,594,no-other,"remote host(s), it will replicate the infection across the",0,it replicate the infection across the network,remot host replic infect across,replic infect across network,"['remot', 'host', 'replic', 'infect', 'across']","['replic', 'infect', 'across', 'network']"
595,595,no-other,all over again and spreading the infection further. Unlike,0,it spreading the infection further,spread infect further. unlik,spread infect,"['spread', 'infect', 'further.', 'unlik']","['spread', 'infect']"
596,596,no-other,"over new hosts, thus repeating the infection cycle all",0,it repeating the infection cycle all over again,new host thu repeat infect cycl,repeat infect cycl,"['new', 'host', 'thu', 'repeat', 'infect', 'cycl']","['repeat', 'infect', 'cycl']"
597,597,no-other,the Snake operators’ framework suggests the existence of an,0,The presence of the reconnaissance tool in the Snake operators’ framework suggests the existence of an arsenal of infiltration tools,snake oper framework suggest exist,presenc reconnaiss tool snake oper framework suggest exist arsen infiltr tool,"['snake', 'oper', 'framework', 'suggest', 'exist']","['presenc', 'reconnaiss', 'tool', 'snake', 'oper', 'framework', 'suggest', 'exist', 'arsen', 'infiltr', 'tool']"
598,598,no-other,"find a way to replicate into other hosts, infect",0,replicate into other hosts,find way replic host infect,replic host,"['find', 'way', 'replic', 'host', 'infect']","['replic', 'host']"
599,599,no-other,"replicate into other hosts, infect them, and spread the",0,infect them,replic host infect spread,infect,"['replic', 'host', 'infect', 'spread']",['infect']
600,600,no-other,"hosts, infect them, and spread the infection even further.",0,spread the infection even further,host infect spread infect even further.,spread infect even,"['host', 'infect', 'spread', 'infect', 'even', 'further.']","['spread', 'infect', 'even']"
601,601,no-other,the above-mentioned files also contained decoy documents: In all,0,Some of the above-mentioned files contained decoy documents,above-ment file also contain decoy documents:,above-ment file contain decoy document,"['above-ment', 'file', 'also', 'contain', 'decoy', 'documents:']","['above-ment', 'file', 'contain', 'decoy', 'document']"
602,602,no-other,RTF files that successfully exploit the CVE-2012-0158 vulnerability in,0,The maliciously crafted documents exploit the CVE-2012-0158 vulnerability in Microsoft Word,rtf file success exploit cve-2012-0158 vulner,malici craft document exploit cve-2012-0158 vulner microsoft word,"['rtf', 'file', 'success', 'exploit', 'cve-2012-0158', 'vulner']","['malici', 'craft', 'document', 'exploit', 'cve-2012-0158', 'vulner', 'microsoft', 'word']"
603,603,no-other,"the case, the dropper removes the older version. In",0,the dropper removes the older version,case dropper remov older version.,dropper remov older version,"['case', 'dropper', 'remov', 'older', 'version.']","['dropper', 'remov', 'older', 'version']"
604,604,no-other,found out that Uroburos does not install itself in case a,0,Uroburos does not install itself,found uroburo doe instal case,uroburo doe instal,"['found', 'uroburo', 'doe', 'instal', 'case']","['uroburo', 'doe', 'instal']"
605,605,no-other,mainLoop function begins by loading the unique infection ID,0,The mainLoop function loading the unique infection ID,mainloop function begin load uniqu infect id,mainloop function load uniqu infect id,"['mainloop', 'function', 'begin', 'load', 'uniqu', 'infect', 'id']","['mainloop', 'function', 'load', 'uniqu', 'infect', 'id']"
606,606,no-other,"launched a malware attack, infecting the employees’ computers and",0,a malware attack infecting the employees’ computers,launch malwar attack infect employe comput,malwar attack infect employe comput,"['launch', 'malwar', 'attack', 'infect', 'employe', 'comput']","['malwar', 'attack', 'infect', 'employe', 'comput']"
607,607,no-other,stage are drivers which act as loaders for a second,0,The first stage act as loaders for a second stage,stage driver act loader second,first stage act loader second stage,"['stage', 'driver', 'act', 'loader', 'second']","['first', 'stage', 'act', 'loader', 'second', 'stage']"
608,608,no-other,"started, this stage simply loads and executes Stage 2. The Regin",0,this stage Stage 2 loads and executes,start thi stage simpli load execut stage 2. regin,thi stage stage load execut,"['start', 'thi', 'stage', 'simpli', 'load', 'execut', 'stage', '2.', 'regin']","['thi', 'stage', 'stage', 'load', 'execut']"
609,609,no-other,specific security organizations. APT28 uses spearphishing emails to target,0,APT28 uses spearphishing emails to target its victims,specif secur organizations. apt28 use spearphish email target,apt28 use spearphish email target victim,"['specif', 'secur', 'organizations.', 'apt28', 'use', 'spearphish', 'email', 'target']","['apt28', 'use', 'spearphish', 'email', 'target', 'victim']"
610,610,no-other,which the threat group crafts its emails to mention,0,the threat group crafts its emails to mention specific topics (lures) relevant to recipients,threat group craft email mention,threat group craft email mention specif topic lure relev recipi,"['threat', 'group', 'craft', 'email', 'mention']","['threat', 'group', 'craft', 'email', 'mention', 'specif', 'topic', 'lure', 'relev', 'recipi']"
611,611,no-other,"Since 2011, APT28 has used lures written in Georgian",0,APT28 used lures written in Georgian,sinc  apt28 ha use lure written georgian,apt28 use lure written georgian,"['sinc', 'apt28', 'ha', 'use', 'lure', 'written', 'georgian']","['apt28', 'use', 'lure', 'written', 'georgian']"
612,612,no-other,weaponized Excel file that presented a decoy document containing,0,a weaponized Excel file presented a decoy document containing a list of Georgian driver’s license numbers,weapon excel file present decoy document contain,weapon excel file present decoy document contain list georgian driver licens number,"['weapon', 'excel', 'file', 'present', 'decoy', 'document', 'contain']","['weapon', 'excel', 'file', 'present', 'decoy', 'document', 'contain', 'list', 'georgian', 'driver', 'licens', 'number']"
613,613,no-other,"targeting, an APT28 lure used an information technology-themed decoy",0,an APT28 lure used an information technology-themed decoy document that included references to the Windows domain MIA Users\Ortachala… (Figure 1),target apt28 lure use inform technology-them decoy,apt28 lure use inform technology-them decoy document includ refer window domain mia system-path  figur,"['target', 'apt28', 'lure', 'use', 'inform', 'technology-them', 'decoy']","['apt28', 'lure', 'use', 'inform', 'technology-them', 'decoy', 'document', 'includ', 'refer', 'window', 'domain', 'mia', 'system-path', 'figur']"
614,614,no-other,7 systems. APT28 possibly crafted this document to appear,0,APT28 crafted this document to appear legitimate to all MIA system users,systems. apt28 possibl craft thi document appear,apt28 craft thi document appear legitim mia system user,"['systems.', 'apt28', 'possibl', 'craft', 'thi', 'document', 'appear']","['apt28', 'craft', 'thi', 'document', 'appear', 'legitim', 'mia', 'system', 'user']"
615,615,no-other,The decoy document also contains metadata listing MIA as,0,The decoy document contains metadata listing MIA as the company name and Beka Nozadze as an author,decoy document also contain metadata list mia,decoy document contain metadata list mia compani name beka nozadz author,"['decoy', 'document', 'also', 'contain', 'metadata', 'list', 'mia']","['decoy', 'document', 'contain', 'metadata', 'list', 'mia', 'compani', 'name', 'beka', 'nozadz', 'author']"
616,616,no-other,text of the document purports to provide domain and,0,The text of the document purports to provide domain and user group setup information for internal Windows XP and Windows 7 systems,text document purport provid domain,text document purport provid domain user group setup inform intern window xp window system,"['text', 'document', 'purport', 'provid', 'domain']","['text', 'document', 'purport', 'provid', 'domain', 'user', 'group', 'setup', 'inform', 'intern', 'window', 'xp', 'window', 'system']"
617,617,no-other,the Georgian military. APT28 used a lure document that,0,APT28 used a lure document,georgian military. apt28 use lure document,apt28 use lure document,"['georgian', 'military.', 'apt28', 'use', 'lure', 'document']","['apt28', 'use', 'lure', 'document']"
618,618,no-other,the Malware section) and contained a listing of birthdays,0,a lure document contained a listing of birthdays for members of a working group between the Georgian MOD and the U.S. defense contractor,malwar section contain list birthday,lure document contain list birthday member work group georgian mod u.s. defens contractor,"['malwar', 'section', 'contain', 'list', 'birthday']","['lure', 'document', 'contain', 'list', 'birthday', 'member', 'work', 'group', 'georgian', 'mod', 'u.s.', 'defens', 'contractor']"
619,619,no-other,APT28’s lures appeared to target a specific journalist covering,0,Another one of APT28’s lures target a specific journalist covering issues in the Caucasus region,apt28 lure appear target specif journalist cover,anoth one apt28 lure target specif journalist cover issu caucasu region,"['apt28', 'lure', 'appear', 'target', 'specif', 'journalist', 'cover']","['anoth', 'one', 'apt28', 'lure', 'target', 'specif', 'journalist', 'cover', 'issu', 'caucasu', 'region']"
