,Unnamed: 0,label,text-rel,label_num,text-neigh,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
348,348,NoFile,it generate outbound requests,0,API in order to generate outbound requests. Whenever the,gener outbound request,api order gener outbound requests. whenev,"['gener', 'outbound', 'request']","['api', 'order', 'gener', 'outbound', 'requests.', 'whenev']"
349,349,NoFile,the driver C&C be delivered back to,0,to the driver to be delivered back to C&C. NDIS,driver c&c deliv back,driver deliv back c&c. ndi,"['driver', 'c&c', 'deliv', 'back']","['driver', 'deliv', 'back', 'c&c.', 'ndi']"
350,350,NoFile,it send data by using a private TCP/IP stack,0,"handler functions, it can send receive data by using",send data use privat system-path  stack,handler function send receiv data use,"['send', 'data', 'use', 'privat', 'system-path', 'stack']","['handler', 'function', 'send', 'receiv', 'data', 'use']"
351,351,NoFile,it receive data by using a private TCP/IP stack,0,"functions, it can send/ receive data by using a",receiv data use privat system-path  stack,function system-path  receiv data use,"['receiv', 'data', 'use', 'privat', 'system-path', 'stack']","['function', 'system-path', 'receiv', 'data', 'use']"
352,352,NoFile,the underlying miniport driver receives data from the network,0,"the underlying miniport driver receives data from the network,",underli miniport driver receiv data network,underli miniport driver receiv data network,"['underli', 'miniport', 'driver', 'receiv', 'data', 'network']","['underli', 'miniport', 'driver', 'receiv', 'data', 'network']"
353,353,NoFile,the driver respond with messages like HTTP/1.1 200 OK or HTTP/1.1 500 Server Error,0,HTTP the driver will respond with messages like HTTP/1.1,driver respond messag like system-path  200 ok system-path  500 server error,http driver respond messag like system-path ,"['driver', 'respond', 'messag', 'like', 'system-path', '200', 'ok', 'system-path', '500', 'server', 'error']","['http', 'driver', 'respond', 'messag', 'like', 'system-path']"
354,354,NoFile,this Snake DLL module The remote commands received,0,communications. The remote commands received by this Snake DLL,thi snake dll modul remot command receiv,communications. remot command receiv thi snake dll,"['thi', 'snake', 'dll', 'modul', 'remot', 'command', 'receiv']","['communications.', 'remot', 'command', 'receiv', 'thi', 'snake', 'dll']"
355,355,NoFile,the DLL post the data,0,"write_peer_nfo • read_peer_nfo To post the data, the DLL",dll post data,write_peer_nfo read_peer_nfo post data dll,"['dll', 'post', 'data']","['write_peer_nfo', 'read_peer_nfo', 'post', 'data', 'dll']"
356,356,NoFile,One of the Snake components been downloaded from a remote C&C server,0,components that could have been downloaded from a remote C&C,one snake compon download remot c&c server,compon could download remot c&c,"['one', 'snake', 'compon', 'download', 'remot', 'c&c', 'server']","['compon', 'could', 'download', 'remot', 'c&c']"
357,357,NoFile,"This file is uploaded by to along with the usermode-centric Snake rootkit the C&C server other configuration files, such as mtmon.sdb, mtmon32.sdb, gstatsnd.bin, gstat.bin, gstat32.bin, and other log files found in the %windows%\$NtUninstallQrandom$ directory",0,Theory Library) algorithm and is uploaded by the usermode-centric Snake,thi file upload along usermode-centr snake rootkit c&c server configur file  sdb-file  sdb-file  bin-file  bin-file  bin-file log file found directori,theori librari algorithm upload usermode-centr snake,"['thi', 'file', 'upload', 'along', 'usermode-centr', 'snake', 'rootkit', 'c&c', 'server', 'configur', 'file', 'sdb-file', 'sdb-file', 'bin-file', 'bin-file', 'bin-file', 'log', 'file', 'found', 'directori']","['theori', 'librari', 'algorithm', 'upload', 'usermode-centr', 'snake']"
358,358,NoFile,The attacker deliver the generated shellcode back to to the reconnaissance tool be applied against the identified hosts by running the tool with the ‘exp_os’ switch,0,"Metasploit framework, and then deliver the generated shellcode back",attack deliv gener shellcod back reconnaiss tool appli identifi host run tool ‘exp_o switch,metasploit framework deliv gener shellcod back,"['attack', 'deliv', 'gener', 'shellcod', 'back', 'reconnaiss', 'tool', 'appli', 'identifi', 'host', 'run', 'tool', '‘exp_o', 'switch']","['metasploit', 'framework', 'deliv', 'gener', 'shellcod', 'back']"
359,359,NoFile,the tool delivers the payload,0,If the tool successfully delivers the payload and exploits,tool deliv payload,tool success deliv payload exploit,"['tool', 'deliv', 'payload']","['tool', 'success', 'deliv', 'payload', 'exploit']"
360,360,NoFile,The first set of commands force the malware to behave as a simple downloader,0,first set of commands force the malware to behave,first set command forc malwar behav simpl download,first set command forc malwar behav,"['first', 'set', 'command', 'forc', 'malwar', 'behav', 'simpl', 'download']","['first', 'set', 'command', 'forc', 'malwar', 'behav']"
361,361,NoFile,uploading files from the compromised system,0,executing arbitrary commands or uploading and downloading files from,upload file compromis system,execut arbitrari command upload download file,"['upload', 'file', 'compromis', 'system']","['execut', 'arbitrari', 'command', 'upload', 'download', 'file']"
362,362,NoFile,downloading files from the compromised system,0,commands or uploading and downloading files from the compromised,download file compromis system,command upload download file compromis,"['download', 'file', 'compromis', 'system']","['command', 'upload', 'download', 'file', 'compromis']"
363,363,NoFile,The malware transfer to files the C&C server,0,"on the infected machine, transfer files to and from",malwar transfer file c&c server,infect machin transfer file,"['malwar', 'transfer', 'file', 'c&c', 'server']","['infect', 'machin', 'transfer', 'file']"
364,364,NoFile,The malware transfer from files the C&C server,0,"on the infected machine, transfer files to and from",malwar transfer file c&c server,infect machin transfer file,"['malwar', 'transfer', 'file', 'c&c', 'server']","['infect', 'machin', 'transfer', 'file']"
365,365,NoFile,It connects to www.dicemention.com,0,written in Delphi and connects to www.dicemention.com. Some samples,connect  com-file,written delphi connect  com-file sampl,"['connect', 'com-file']","['written', 'delphi', 'connect', 'com-file', 'sampl']"
366,366,NoFile,"DerusbiThread::DerusbiThread selects a port between 40,000 and 45,000 to use as a listening port",0,"PCC_SOCK object allocates, DerusbiThread::DerusbiThread selects a port between 40,000",select port 40000 45000 use listen port,pcc_sock object alloc select port 40000,"['select', 'port', '40000', '45000', 'use', 'listen', 'port']","['pcc_sock', 'object', 'alloc', 'select', 'port', '40000']"
367,367,NoFile,DerusbiThread::DerusbiThread opens the port as a listener,0,the specified port and opens the port as a,open port listen,specifi port open port,"['open', 'port', 'listen']","['specifi', 'port', 'open', 'port']"
368,368,NoFile,The device driver inspects incoming network traffic from any client connecting to the victim machine,0,later. The device driver inspects incoming network traffic from,devic driver inspect incom network traffic ani client connect victim machin,later. devic driver inspect incom network traffic,"['devic', 'driver', 'inspect', 'incom', 'network', 'traffic', 'ani', 'client', 'connect', 'victim', 'machin']","['later.', 'devic', 'driver', 'inspect', 'incom', 'network', 'traffic']"
369,369,NoFile,reroute the network traffic,0,makes the decision to reroute the network traffic to,rerout network traffic,make decis rerout network traffic,"['rerout', 'network', 'traffic']","['make', 'decis', 'rerout', 'network', 'traffic']"
370,370,NoFile,the driver redirect appropriate TCP sessions,0,instruct the driver to redirect appropriate TCP sessions to,driver redirect appropri tcp session,instruct driver redirect appropri tcp session,"['driver', 'redirect', 'appropri', 'tcp', 'session']","['instruct', 'driver', 'redirect', 'appropri', 'tcp', 'session']"
371,371,NoFile,"The Derusbi server variant listen an available, random port",0,"machine upon which to listen After selecting the port,",derusbi server variant listen avail random port,machin upon listen select port,"['derusbi', 'server', 'variant', 'listen', 'avail', 'random', 'port']","['machin', 'upon', 'listen', 'select', 'port']"
372,372,NoFile,the attacker upload files,0,"attacker the ability to upload download, enumerate, delete, search,",attack upload file,attack abil upload download enumer delet search,"['attack', 'upload', 'file']","['attack', 'abil', 'upload', 'download', 'enumer', 'delet', 'search']"
373,373,NoFile,the attacker download files,0,"the ability to upload, download enumerate, delete, search, and",attack download file,abil upload download enumer delet search,"['attack', 'download', 'file']","['abil', 'upload', 'download', 'enumer', 'delet', 'search']"
374,374,NoFile,their implants send data out of using the network a victim network’s mail server,0,configuring their implants to send data out of the,implant send data use network victim network mail server,configur implant send data,"['implant', 'send', 'data', 'use', 'network', 'victim', 'network', 'mail', 'server']","['configur', 'implant', 'send', 'data']"
375,375,NoFile,The backdoor MIA email addresses ending with @mia.ge.gov communicate via,0,MIA mail server and communicate via MIA email addresses,backdoor mia email address end  gov-file commun via,mia mail server commun via mia email address,"['backdoor', 'mia', 'email', 'address', 'end', 'gov-file', 'commun', 'via']","['mia', 'mail', 'server', 'commun', 'via', 'mia', 'email', 'address']"
376,376,NoFile,APT28’s backdoor sent an email message using a subject line related to driver’s licenses (in Georgian),0,"mail server, APT28’s backdoor sent an email message using",apt28 backdoor sent email messag use subject line relat driver licens georgian,mail server apt28 backdoor sent email messag use,"['apt28', 'backdoor', 'sent', 'email', 'messag', 'use', 'subject', 'line', 'relat', 'driver', 'licens', 'georgian']","['mail', 'server', 'apt28', 'backdoor', 'sent', 'email', 'messag', 'use']"
377,377,NoFile,the SOURFACE downloader C2 communications used hard-coded IP addresses for,0,"2013, the SOURFACE downloader used hard-coded IP addresses for",sourfac download c2 commun use hard-cod ip address, sourfac download use hard-cod ip address,"['sourfac', 'download', 'c2', 'commun', 'use', 'hard-cod', 'ip', 'address']","['sourfac', 'download', 'use', 'hard-cod', 'ip', 'address']"
378,378,NoFile,the future CORESHELL samples use domains,0,the future CORESHELL samples use domains. OF SOURFACE ECOSYSTEM,futur coreshel sampl use domain,futur coreshel sampl use domains. sourfac ecosystem,"['futur', 'coreshel', 'sampl', 'use', 'domain']","['futur', 'coreshel', 'sampl', 'use', 'domains.', 'sourfac', 'ecosystem']"
379,379,NoFile,it uploads data,0,encrypts data that it uploads with an RSA public,upload data,encrypt data upload rsa public,"['upload', 'data']","['encrypt', 'data', 'upload', 'rsa', 'public']"
380,380,NoFile,EVILTOSS variants use he Simple Mail Transfer Protocol (SMTP) to send stolen data in an attachment named detaluri. dat,0,netui.dll. EVILTOSS variants may use the Simple Mail Transfer,eviltoss variant use simpl mail transfer protocol smtp send stolen data attach name detaluri. dat, dll-file eviltoss variant may use simpl mail transfer,"['eviltoss', 'variant', 'use', 'simpl', 'mail', 'transfer', 'protocol', 'smtp', 'send', 'stolen', 'data', 'attach', 'name', 'detaluri.', 'dat']","['dll-file', 'eviltoss', 'variant', 'may', 'use', 'simpl', 'mail', 'transfer']"
381,381,NoFile,sends out through it a victim’s mail server,0,a preformatted email and sends it out through a,send victim mail server,preformat email send,"['send', 'victim', 'mail', 'server']","['preformat', 'email', 'send']"
382,382,NoFile,The backdoor SMTP sent data via to nato_smtp@mail.ru,0,Figure 8. The backdoor sent data via SMTP to,backdoor smtp sent data via nato_smtp@mail.ru,figur 8. backdoor sent data via smtp,"['backdoor', 'smtp', 'sent', 'data', 'via', 'nato_smtp@mail.ru']","['figur', '8.', 'backdoor', 'sent', 'data', 'via', 'smtp']"
383,383,NoFile,The backdoor POP received its tasking via from nato_pop@mail.ru,0,SMTP to nato_smtp@mail.ru and received its tasking via POP,backdoor pop receiv task via nato_pop@mail.ru,smtp nato_smtp@mail.ru receiv task via pop,"['backdoor', 'pop', 'receiv', 'task', 'via', 'nato_pop@mail.ru']","['smtp', 'nato_smtp@mail.ru', 'receiv', 'task', 'via', 'pop']"
384,384,NoFile,Email sent through a specified mail server,0,Appendix D. 2. Email sent through a specified mail,email sent specifi mail server,appendix d. 2. email sent specifi mail,"['email', 'sent', 'specifi', 'mail', 'server']","['appendix', 'd.', '2.', 'email', 'sent', 'specifi', 'mail']"
385,385,NoFile,SMTP be sent this information via using a Georgian MIA mail server,0,information was intended to be sent via SMTP using a,smtp sent thi inform via use georgian mia mail server,inform wa intend sent via smtp use,"['smtp', 'sent', 'thi', 'inform', 'via', 'use', 'georgian', 'mia', 'mail', 'server']","['inform', 'wa', 'intend', 'sent', 'via', 'smtp', 'use']"
386,386,NoFile,It used one of four embedded sender email addresses (@mia.gov.ge) to send files via email to another email address on the same mail server,0,MIA mail server. It used one of four embedded,use one four embed sender email address  gov-file send file via email anoth email address mail server,mia mail server. use one four embed,"['use', 'one', 'four', 'embed', 'sender', 'email', 'address', 'gov-file', 'send', 'file', 'via', 'email', 'anoth', 'email', 'address', 'mail', 'server']","['mia', 'mail', 'server.', 'use', 'one', 'four', 'embed']"
387,387,NoFile,SOURFACE is a downloader,0,Cyber Espionage C: SOURFACE is a downloader that obtains,sourfac download,cyber espionag c: sourfac download obtain,"['sourfac', 'download']","['cyber', 'espionag', 'c:', 'sourfac', 'download', 'obtain']"
388,388,NoFile,The first thread sends beacons that contain the process listing of the compromised host,0,server. The first thread sends beacons that contain the,first thread send beacon contain process list compromis host,server. first thread send beacon contain,"['first', 'thread', 'send', 'beacon', 'contain', 'process', 'list', 'compromis', 'host']","['server.', 'first', 'thread', 'send', 'beacon', 'contain']"
389,389,NoFile,The second thread downloading stage two payloads,0,thread is responsible for downloading and executing stage two,second thread download stage two payload,thread respons download execut stage two,"['second', 'thread', 'download', 'stage', 'two', 'payload']","['thread', 'respons', 'download', 'execut', 'stage', 'two']"
390,390,NoFile,CHOPSTICK are uploaded the contents of edg6EF885E2.tmp,0,the contents of edg6EF885E2.tmp are uploaded CHOPSTICK deletes the file.,chopstick upload content  tmp-file,content  tmp-file upload chopstick delet file.,"['chopstick', 'upload', 'content', 'tmp-file']","['content', 'tmp-file', 'upload', 'chopstick', 'delet', 'file.']"
391,391,NoFile,CHOPSTICK uploading edg6EF885E2.tmp,0,"activity log, edg6EF885E2.tmp. After uploading edg6EF885E2.tmp, CHOPSTICK continues to",chopstick upload  tmp-file,activ log  tmp-file upload  tmp-file chopstick continu,"['chopstick', 'upload', 'tmp-file']","['activ', 'log', 'tmp-file', 'upload', 'tmp-file', 'chopstick', 'continu']"
392,392,NoFile,be used email to send out the collected credentials,0,email and HTTP can be used to send out the,use email send collect credenti,email http use send,"['use', 'email', 'send', 'collect', 'credenti']","['email', 'http', 'use', 'send']"
393,393,NoFile,a threat actor-controlled IP address dropped a Poison Ivy remote access tool (RAT) onto victims’ systems,0,actor-controlled IP address that dropped a Poison Ivy remote,threat actor-control ip address drop poison ivi remot access tool rat onto victim system,actor-control ip address drop poison ivi remot,"['threat', 'actor-control', 'ip', 'address', 'drop', 'poison', 'ivi', 'remot', 'access', 'tool', 'rat', 'onto', 'victim', 'system']","['actor-control', 'ip', 'address', 'drop', 'poison', 'ivi', 'remot']"
394,394,NoFile,these exploits downloaded a payload hosted at: hxxp://103.27.108.45/img/js.php,0,"In turn, these exploits downloaded and decoded a payload",exploit download payload host at: hash-code,turn exploit download decod payload,"['exploit', 'download', 'payload', 'host', 'at:', 'hash-code']","['turn', 'exploit', 'download', 'decod', 'payload']"
395,395,NoFile,SOGU (aka Kaba) callback traffic sent to over assign.ddnsking.com port 443,0,(aka Kaba) callback traffic sent to assign.ddnsking.com over port,sogu aka kaba callback traffic sent  com-file port 443,aka kaba callback traffic sent  com-file port,"['sogu', 'aka', 'kaba', 'callback', 'traffic', 'sent', 'com-file', 'port', '443']","['aka', 'kaba', 'callback', 'traffic', 'sent', 'com-file', 'port']"
396,396,NoFile,the malware begins calling home,0,"ID: Meanwhile, the malware begins calling home, whilst also",malwar begin call home,id: meanwhil malwar begin call home whilst also,"['malwar', 'begin', 'call', 'home']","['id:', 'meanwhil', 'malwar', 'begin', 'call', 'home', 'whilst', 'also']"
397,397,NoFile,it downloads files,0,"in its name (it downloads and then executes) files,",download file,name download execut file,"['download', 'file']","['name', 'download', 'execut', 'file']"
398,398,NoFile,ActionScript The shellcode is downloaded in as a GIF image,0,latest patches. The shellcode is downloaded in ActionScript as a,actionscript shellcod download gif imag,latest patches. shellcod download actionscript,"['actionscript', 'shellcod', 'download', 'gif', 'imag']","['latest', 'patches.', 'shellcod', 'download', 'actionscript']"
399,399,NoFile,it downloads an executable via the InternetOpenURLA and InternetReadFile functions,0,"Windows’ VirtualProtect function, it downloads an executable via the",download execut via internetopenurla internetreadfil function,window virtualprotect function download execut via,"['download', 'execut', 'via', 'internetopenurla', 'internetreadfil', 'function']","['window', 'virtualprotect', 'function', 'download', 'execut', 'via']"
400,400,NoFile,this variant connected to a CnC server at windows.ddns.us,0,pattern of YFds*&^ff and connected to a CnC server,thi variant connect cnc server  ddn-file,pattern yfds*&^ff connect cnc server,"['thi', 'variant', 'connect', 'cnc', 'server', 'ddn-file']","['pattern', 'yfds*&^ff', 'connect', 'cnc', 'server']"
401,401,NoFile,This Poison Ivy variant connected to a CnC server at ids.ns01.us,0,This Poison Ivy variant connected to a CnC server,thi poison ivi variant connect cnc server ids.ns01.u,thi poison ivi variant connect cnc server,"['thi', 'poison', 'ivi', 'variant', 'connect', 'cnc', 'server', 'ids.ns01.u']","['thi', 'poison', 'ivi', 'variant', 'connect', 'cnc', 'server']"
402,402,NoFile,the DLL file connect to hardcoded C&C URLs specified in the configuration data,0,below) and attempt to connect to hardcoded C&C URLs,dll file connect hardcod c&c url specifi configur data,attempt connect hardcod c&c url,"['dll', 'file', 'connect', 'hardcod', 'c&c', 'url', 'specifi', 'configur', 'data']","['attempt', 'connect', 'hardcod', 'c&c', 'url']"
403,403,NoFile,the malware download and execute additional malicious components,0,may receive instructions to download and execute additional malicious components. It,malwar download execut addit malici compon,may receiv instruct download execut addit malici components.,"['malwar', 'download', 'execut', 'addit', 'malici', 'compon']","['may', 'receiv', 'instruct', 'download', 'execut', 'addit', 'malici', 'components.']"
404,404,NoFile,the original backdoor process Some of these components being downloaded and executed,0,components have been observed being downloaded and executed by the original backdoor,origin backdoor process compon download execut,compon observ download execut origin backdoor,"['origin', 'backdoor', 'process', 'compon', 'download', 'execut']","['compon', 'observ', 'download', 'execut', 'origin', 'backdoor']"
405,405,NoFile,it sending a network heartbeat package,0,"of its target, it sending a network heartbeat package",send network heartbeat packag,target send network heartbeat packag,"['send', 'network', 'heartbeat', 'packag']","['target', 'send', 'network', 'heartbeat', 'packag']"
406,406,NoFile,APT-TOCS is downloading the script functionalities of Shellcode,0,core step of APT-TOCS is downloading the script functionalities of,apt-toc download script function shellcod,core step apt-toc download script function,"['apt-toc', 'download', 'script', 'function', 'shellcod']","['core', 'step', 'apt-toc', 'download', 'script', 'function']"
407,407,NoFile,the script functionalities of Shellcode downloads a field of data into memory,0,"functionalities of Shellcode, which downloads a field of data",script function shellcod download field data memori,function shellcod download field data,"['script', 'function', 'shellcod', 'download', 'field', 'data', 'memori']","['function', 'shellcod', 'download', 'field', 'data']"
408,408,NoFile,attack downloading files,0,"targeted systems, such as downloading and uploading files, executing",attack download file,target system download upload file execut,"['attack', 'download', 'file']","['target', 'system', 'download', 'upload', 'file', 'execut']"
409,409,NoFile,attack uploading files,0,"such as downloading and uploading files, executing designated programs,",attack upload file,download upload file execut design program,"['attack', 'upload', 'file']","['download', 'upload', 'file', 'execut', 'design', 'program']"
410,410,NoFile,This class file downloads and decodes an XOR 0xC8 encoded Windows PE executable payload from http://mfa.gov.af/content/images/icon35.png,0,jre7u61windows/x86/Update.class. This class file downloads and decodes an XOR 0xC8 encoded,thi class file download decod xor 0xc8 encod window pe execut payload hash-code,hash-code thi class file download decod xor 0xc8 encod,"['thi', 'class', 'file', 'download', 'decod', 'xor', '0xc8', 'encod', 'window', 'pe', 'execut', 'payload', 'hash-code']","['hash-code', 'thi', 'class', 'file', 'download', 'decod', 'xor', '0xc8', 'encod']"
411,411,NoFile,This applet downloads an XOR 0xFF encoded payload executable from the URL https://amco- triton.co.jp/js/dl/in.jpg,0,"same class path, and downloads an XOR 0xFF encoded",thi applet download xor 0xff encod payload execut url system-path ,class path download xor 0xff encod,"['thi', 'applet', 'download', 'xor', '0xff', 'encod', 'payload', 'execut', 'url', 'system-path']","['class', 'path', 'download', 'xor', '0xff', 'encod']"
412,412,NoFile,The XOR 0xC8 encoded payload downloaded from http://mfa.gov.af/content/images/icon35.png,0,XOR 0xC8 encoded payload downloaded from http://mfa.gov.af/content/images/icon35.png decodes into,xor 0xc8 encod payload download hash-code,xor 0xc8 encod payload download hash-code decod,"['xor', '0xc8', 'encod', 'payload', 'download', 'hash-code']","['xor', '0xc8', 'encod', 'payload', 'download', 'hash-code', 'decod']"
413,413,NoFile,This backdoor connects to the faux Oracle Java themed command and control (C2) domain oracle0876634.javaplug-in.com,0,by dbgeng.dll This backdoor connects to the faux Oracle,thi backdoor connect faux oracl java theme command control c2 domain, dll-file thi backdoor connect faux oracl,"['thi', 'backdoor', 'connect', 'faux', 'oracl', 'java', 'theme', 'command', 'control', 'c2', 'domain']","['dll-file', 'thi', 'backdoor', 'connect', 'faux', 'oracl']"
414,414,NoFile,"This executable connect to tiger.gamma-international.de, a domain registered to Gamma International GmbH",0,"v3.00, and attempted to connect to tiger.gamma-international.de, a domain",thi execut connect domain regist gamma intern gmbh,v3.00 attempt connect domain,"['thi', 'execut', 'connect', 'domain', 'regist', 'gamma', 'intern', 'gmbh']","['v3.00', 'attempt', 'connect', 'domain']"
415,415,NoFile,the spyware download additional modules from a command & control (C&C) server,0,"modular design, and can download additional modules from a",spywar download addit modul command control c&c server,modular design download addit modul,"['spywar', 'download', 'addit', 'modul', 'command', 'control', 'c&c', 'server']","['modular', 'design', 'download', 'addit', 'modul']"
416,416,NoFile,The spyware sends them to the C&C server,0,"certain naming convention, then sends them to the C&C",spywar send c&c server,certain name convent send c&c,"['spywar', 'send', 'c&c', 'server']","['certain', 'name', 'convent', 'send', 'c&c']"
417,417,NoFile,The samples communicated with 77.69.140.194,0,"C&C server: The samples communicated with 77.69.140.194, which belongs",sampl commun ip-address,c&c server: sampl commun ip-address belong,"['sampl', 'commun', 'ip-address']","['c&c', 'server:', 'sampl', 'commun', 'ip-address', 'belong']"
418,418,NoFile,it connect to the Bahrain C&C server,0,and allowed it to connect to the Bahrain C&C,connect bahrain c&c server,allow connect bahrain c&c,"['connect', 'bahrain', 'c&c', 'server']","['allow', 'connect', 'bahrain', 'c&c']"
419,419,NoFile,shellcode downloaded a second stage from ar-24.com,0,exploit loaded shellcode that downloaded a second stage UAE,shellcod download second stage  com-file,exploit load shellcod download second stage uae,"['shellcod', 'download', 'second', 'stage', 'com-file']","['exploit', 'load', 'shellcod', 'download', 'second', 'stage', 'uae']"
420,420,NoFile,a second stage downloaded spyware from ar-24.com,0,"ar-24.com, which in turn downloaded spyware from ar-24.com. We",second stage download spywar  com-file, com-file turn download spywar  com-file. com-file,"['second', 'stage', 'download', 'spywar', 'com-file']","['com-file', 'turn', 'download', 'spywar', 'com-file.', 'com-file']"
421,421,NoFile,The document download a second stage from rcs-demo.hackingteam.it,0,exploit and attempted to download a second stage from,document download second stage,exploit attempt download second stage,"['document', 'download', 'second', 'stage']","['exploit', 'attempt', 'download', 'second', 'stage']"
422,422,NoFile,shell code download a second stage from faddeha.com,0,loading shell code to download a second stage from,shell code download second stage  com-file,load shell code download second stage,"['shell', 'code', 'download', 'second', 'stage', 'com-file']","['load', 'shell', 'code', 'download', 'second', 'stage']"
423,423,NoFile,The exploit downloaded a second stage,0,"on VirusTotal. The exploit downloaded a second stage, which",exploit download second stage,virustotal. exploit download second stage,"['exploit', 'download', 'second', 'stage']","['virustotal.', 'exploit', 'download', 'second', 'stage']"
424,424,NoFile,a second stage downloaded a sam- ple of SpyNet from maile-s.com,0,"stage, which in turn downloaded a sam- ple of",second stage download sam- ple spynet  com-file,stage turn download sam- ple,"['second', 'stage', 'download', 'sam-', 'ple', 'spynet', 'com-file']","['stage', 'turn', 'download', 'sam-', 'ple']"
425,425,NoFile,The attack downloaded an instance of SpyNet from isteeler.com,0,to posting. The attack downloaded an instance of SpyNet,attack download instanc spynet  com-file,posting. attack download instanc spynet,"['attack', 'download', 'instanc', 'spynet', 'com-file']","['posting.', 'attack', 'download', 'instanc', 'spynet']"
426,426,NoFile,some documents that differed in their hash downloaded the same pay- load,0,differed in their hash downloaded the same pay- load).,document differ hash download pay- load,differ hash download pay- load.,"['document', 'differ', 'hash', 'download', 'pay-', 'load']","['differ', 'hash', 'download', 'pay-', 'load.']"
427,427,NoFile,The exploits downloaded instances of SpyNet from upload.bz,0,load). The exploits primarily downloaded instances of SpyNet from,exploit download instanc spynet upload.bz,load. exploit primarili download instanc spynet,"['exploit', 'download', 'instanc', 'spynet', 'upload.bz']","['load.', 'exploit', 'primarili', 'download', 'instanc', 'spynet']"
428,428,NoFile,Two of the other CVE-2012-0158 exploits DarkComet down- loaded from www.getmedia.us and www.technopenta.com,0,the other CVE-2012-0158 exploits downloaded DarkComet from www.getmedia.us and,two cve-2012-0158 exploit darkcomet down- load  get-file  com-file,cve-2012-0158 exploit download darkcomet  get-file,"['two', 'cve-2012-0158', 'exploit', 'darkcomet', 'down-', 'load', 'get-file', 'com-file']","['cve-2012-0158', 'exploit', 'download', 'darkcomet', 'get-file']"
429,429,NoFile,a piece of malware upload screenshots,0,"can report system information, upload screenshots, and drop and",piec malwar upload screenshot,report system inform upload screenshot drop,"['piec', 'malwar', 'upload', 'screenshot']","['report', 'system', 'inform', 'upload', 'screenshot', 'drop']"
430,430,NoFile,spear-phishing attacks drop a custom downloader,0,in spear-phishing attacks that drop a custom downloader used,spear-phish attack drop custom download,spear-phish attack drop custom download use,"['spear-phish', 'attack', 'drop', 'custom', 'download']","['spear-phish', 'attack', 'drop', 'custom', 'download', 'use']"
431,431,NoFile,The malware connects back to the exploit domain pic.nicklockluckydog.org the subdomain ssl.nicklockluckydog.org,0,16E5A27BD55E0B4E595C9743F4C75611 (ticrf.rat). The malware connects back to the exploit domain,malwar connect back exploit domain subdomain,hash-code  rat-file malwar connect back exploit domain,"['malwar', 'connect', 'back', 'exploit', 'domain', 'subdomain']","['hash-code', 'rat-file', 'malwar', 'connect', 'back', 'exploit', 'domain']"
432,432,NoFile,the downloader download additional malware on the victim's system,0,the downloader is to download and execute additional malware,download download addit malwar victim' system,download download execut addit malwar,"['download', 'download', 'addit', 'malwar', ""victim'"", 'system']","['download', 'download', 'execut', 'addit', 'malwar']"
433,433,NoFile,the downloader download an encrypted malicious payload,0,a compromised website to download an encrypted malicious payload,download download encrypt malici payload,compromis websit download encrypt malici payload,"['download', 'download', 'encrypt', 'malici', 'payload']","['compromis', 'websit', 'download', 'encrypt', 'malici', 'payload']"
434,434,NoFile,the downloader download additional malware on the victim's system,0,the downloader is to download and execute additional malware,download download addit malwar victim' system,download download execut addit malwar,"['download', 'download', 'addit', 'malwar', ""victim'"", 'system']","['download', 'download', 'execut', 'addit', 'malwar']"
435,435,NoFile,the downloader download an encrypted malicious payload,0,a compromised website to download an encrypted malicious payload,download download encrypt malici payload,compromis websit download encrypt malici payload,"['download', 'download', 'encrypt', 'malici', 'payload']","['compromis', 'websit', 'download', 'encrypt', 'malici', 'payload']"
436,436,NoFile,BlackEnergy custom plugins DDoS attacks launching,0,BlackEnergy custom plugins for launching DDoS attacks. There are,blackenergi custom plugin ddo attack launch,blackenergi custom plugin launch ddo attacks.,"['blackenergi', 'custom', 'plugin', 'ddo', 'attack', 'launch']","['blackenergi', 'custom', 'plugin', 'launch', 'ddo', 'attacks.']"
437,437,NoFile,main.dll is downloaded a configuration file from on the server an infected system,0,"analysis, a configuration file is downloaded from the server by", dll-file download configur file server infect system,analysi configur file download server,"['dll-file', 'download', 'configur', 'file', 'server', 'infect', 'system']","['analysi', 'configur', 'file', 'download', 'server']"
438,438,NoFile,Linux Hook main module communicated with the same CnC server,0,Linux Hook main module communicated with the same CnC,linux hook main modul commun cnc server,linux hook main modul commun cnc,"['linux', 'hook', 'main', 'modul', 'commun', 'cnc', 'server']","['linux', 'hook', 'main', 'modul', 'commun', 'cnc']"
439,439,NoFile,"Siemens ""ccprojectmgr.exe"" downloaded a handful of different payloads",0,"July 2014, Siemens ""ccprojectmgr.exe"" downloaded and executed a handful",siemen ccprojectmgr.ex download hand differ payload,juli  siemen ccprojectmgr.ex download execut hand,"['siemen', 'ccprojectmgr.ex', 'download', 'hand', 'differ', 'payload']","['juli', 'siemen', 'ccprojectmgr.ex', 'download', 'execut', 'hand']"
440,440,NoFile,BE dropper installs its driver,0,2010. While BE dropper installs its driver under a,dropper instal driver,2010. dropper instal driver,"['dropper', 'instal', 'driver']","['2010.', 'dropper', 'instal', 'driver']"
