,Unnamed: 0,label,text-rel,label_num,text-neigh,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
280,280,NoOther,rundl132 writes the external IP,0,Internet Files\Content.IE5\Q7B90TFG\raw1.txt Then rundl132 writes the external IP to:,rundl132 write extern ip,internet hash-code rundl132 write extern ip to:,"['rundl132', 'write', 'extern', 'ip']","['internet', 'hash-code', 'rundl132', 'write', 'extern', 'ip', 'to:']"
281,281,NoOther,the attacker triggered the execution of a file on the victim’s system,0,the attacker has already triggered the execution of a,attack trigger execut file victim system,attack ha alreadi trigger execut,"['attack', 'trigger', 'execut', 'file', 'victim', 'system']","['attack', 'ha', 'alreadi', 'trigger', 'execut']"
282,282,NoOther,an attacker Java code executing with the permissions of the host application,0,"application in unintended ways, executing Java code with the",attack java code execut permiss host applic,applic unintend way execut java code,"['attack', 'java', 'code', 'execut', 'permiss', 'host', 'applic']","['applic', 'unintend', 'way', 'execut', 'java', 'code']"
283,283,NoOther,a sample Javascript snippet execute shell command,0,sample Javascript snippet to execute shell command. 3 http://developer.android.com/reference/android/webkit/WebView.html#,sampl javascript snippet execut shell command,sampl javascript snippet execut shell command. hash-code,"['sampl', 'javascript', 'snippet', 'execut', 'shell', 'command']","['sampl', 'javascript', 'snippet', 'execut', 'shell', 'command.', 'hash-code']"
284,284,NoOther,the attacker modify files that the host app can write to,0,"the victim’s device, or modify files that the host",attack modifi file host app write,victim devic modifi file host,"['attack', 'modifi', 'file', 'host', 'app', 'write']","['victim', 'devic', 'modifi', 'file', 'host']"
285,285,NoOther,an attacker load executables compiled from JNI code,0,"5, an attacker can load executables compiled from JNI",attack load execut compil jni code,attack load execut compil jni,"['attack', 'load', 'execut', 'compil', 'jni', 'code']","['attack', 'load', 'execut', 'compil', 'jni']"
286,286,NoOther,the RAT create a file mapping named &*SDKJfhksdf89*DIUKJDSF&*sdfsdf78sdfsdf,0,the RAT attempts to create a file mapping named,rat creat file map name hash-code,rat attempt creat file map name,"['rat', 'creat', 'file', 'map', 'name', 'hash-code']","['rat', 'attempt', 'creat', 'file', 'map', 'name']"
287,287,NoOther,the RAT load a binary representation of a date/time value from a file C:\RECYCLER\restore.dat,0,"running, the RAT will load a binary representation of",rat load binari represent system-path  valu file,run rat load binari represent,"['rat', 'load', 'binari', 'represent', 'system-path', 'valu', 'file']","['run', 'rat', 'load', 'binari', 'represent']"
288,288,NoOther,The malware execute this file via the WinExec API,0,"temporary directory, and then execute this file via the",malwar execut thi file via winexec api,temporari directori execut thi file via,"['malwar', 'execut', 'thi', 'file', 'via', 'winexec', 'api']","['temporari', 'directori', 'execut', 'thi', 'file', 'via']"
289,289,NoOther,the malware delete the content saved from the first request,0,"Finally, the malware will delete the content saved from",malwar delet content save first request,final malwar delet content save,"['malwar', 'delet', 'content', 'save', 'first', 'request']","['final', 'malwar', 'delet', 'content', 'save']"
290,290,NoOther,This dropper writing the payload to disk,0,an embedded resource before writing the payload to disk,thi dropper write payload disk,embed resourc befor write payload disk,"['thi', 'dropper', 'write', 'payload', 'disk']","['embed', 'resourc', 'befor', 'write', 'payload', 'disk']"
291,291,NoOther,This dropper executing it,0,payload to disk and executing it. Several instances of,thi dropper execut,payload disk execut it. sever instanc,"['thi', 'dropper', 'execut']","['payload', 'disk', 'execut', 'it.', 'sever', 'instanc']"
292,292,NoOther,Both the document and executable are written to disk,0,the document and executable are written to disk and the,document execut written disk,document execut written disk,"['document', 'execut', 'written', 'disk']","['document', 'execut', 'written', 'disk']"
293,293,NoOther,Both the document and executable executed via the ShellExecute             API (using the verb open),0,to disk and the executed via the ShellExecute API,document execut execut via shellexecut api use verb open,disk execut via shellexecut api,"['document', 'execut', 'execut', 'via', 'shellexecut', 'api', 'use', 'verb', 'open']","['disk', 'execut', 'via', 'shellexecut', 'api']"
294,294,NoOther,the dropper deletes itself via a batch file,0,"McUpdate. Finally, the dropper deletes itself via a batch",dropper delet via batch file,mcupdate. final dropper delet via batch,"['dropper', 'delet', 'via', 'batch', 'file']","['mcupdate.', 'final', 'dropper', 'delet', 'via', 'batch']"
295,295,NoOther,The attacker uses the Microsoft.XMLDOM ActiveX control to load a one-line XML string containing a file path to the EMET DLL,0,prevention (DEP) The attacker uses the Microsoft.XMLDOM ActiveX control,attack use  xml-file activex control load one-lin xml string contain file path emet dll,prevent dep attack use  xml-file activex control,"['attack', 'use', 'xml-file', 'activex', 'control', 'load', 'one-lin', 'xml', 'string', 'contain', 'file', 'path', 'emet', 'dll']","['prevent', 'dep', 'attack', 'use', 'xml-file', 'activex', 'control']"
296,296,NoOther,The attacker overwrites the vftable pointer of a flash.Media.Sound() object in to memory point to the pivot,0,code. The attacker then overwrites the vftable pointer of,attack overwrit vftabl pointer  sou-file object memori point pivot,code. attack overwrit vftabl pointer,"['attack', 'overwrit', 'vftabl', 'pointer', 'sou-file', 'object', 'memori', 'point', 'pivot']","['code.', 'attack', 'overwrit', 'vftabl', 'pointer']"
297,297,NoOther,the malware creates files sqlrenew.txt and stream.exe when the shellcode is executed,0,"is executed, the malware creates files sqlrenew.txt and stream.exe.",malwar creat file  txt-file stream.ex shellcod execut,execut malwar creat file  txt-file  exe-file,"['malwar', 'creat', 'file', 'txt-file', 'stream.ex', 'shellcod', 'execut']","['execut', 'malwar', 'creat', 'file', 'txt-file', 'exe-file']"
298,298,NoOther,"The tail of the image file is decoded, and written to these files",0,"of the image file is decoded, and written to these files. sqlrenew.txt",tail imag file decod written file,imag file decod written files.  txt-file,"['tail', 'imag', 'file', 'decod', 'written', 'file']","['imag', 'file', 'decod', 'written', 'files.', 'txt-file']"
299,299,NoOther,is then executed sqlrenew.txt with the LoadLibraryA Windows API call,0,to these files. sqlrenew.txt is then executed with the LoadLibraryA Windows,execut  txt-file loadlibrarya window api call,files.  txt-file execut loadlibrarya window,"['execut', 'txt-file', 'loadlibrarya', 'window', 'api', 'call']","['files.', 'txt-file', 'execut', 'loadlibrarya', 'window']"
300,300,NoOther,The attackers delete all traces of their tools as soon as an attack was carried out successfully,0,very careful to immediately delete all traces of their,attack delet trace tool soon attack wa carri success,veri care immedi delet trace,"['attack', 'delet', 'trace', 'tool', 'soon', 'attack', 'wa', 'carri', 'success']","['veri', 'care', 'immedi', 'delet', 'trace']"
301,301,NoOther,he attackers deleted their iframe placement and backdoored executables from the hotel network,0,"was closed, the attackers deleted their iframe placement and",attack delet ifram placement backdoor execut hotel network,wa close attack delet ifram placement,"['attack', 'delet', 'ifram', 'placement', 'backdoor', 'execut', 'hotel', 'network']","['wa', 'close', 'attack', 'delet', 'ifram', 'placement']"
302,302,NoOther,The attackers de- leted traces of their work from earlier attacks in another hotel,0,network. The attackers successfully deleted traces of their work,attack de- lete trace work earlier attack anoth hotel,network. attack success delet trace work,"['attack', 'de-', 'lete', 'trace', 'work', 'earlier', 'attack', 'anoth', 'hotel']","['network.', 'attack', 'success', 'delet', 'trace', 'work']"
303,303,NoOther,"This component writes the retrieved values ondisk to a randomly named .tmp, file like ffffz07131101.tmp",0,component then encrypts and writes the retrieved values ondisk,thi compon write retriev valu ondisk randomli name .tmp file like  tmp-file,compon encrypt write retriev valu ondisk,"['thi', 'compon', 'write', 'retriev', 'valu', 'ondisk', 'randomli', 'name', '.tmp', 'file', 'like', 'tmp-file']","['compon', 'encrypt', 'write', 'retriev', 'valu', 'ondisk']"
304,304,NoOther,This keylogger module stores gathered data in a log file,0,keylogger module encrypts and stores gathered data in a,thi keylogg modul store gather data log file,keylogg modul encrypt store gather data,"['thi', 'keylogg', 'modul', 'store', 'gather', 'data', 'log', 'file']","['keylogg', 'modul', 'encrypt', 'store', 'gather', 'data']"
305,305,NoOther,word docs executed backdoors,0,backdoors or downloaded and executed backdoors from remote web,word doc execut backdoor,backdoor download execut backdoor remot web,"['word', 'doc', 'execut', 'backdoor']","['backdoor', 'download', 'execut', 'backdoor', 'remot', 'web']"
306,306,NoOther,WinRar SFX file starts the module from %APPDATA%\Microsoft\Crypto\DES64v7\msieckc.exe,0,file that drops and starts the module from %APPDATA%\Microsoft\Crypto\DES64v7\msieckc.exe.,winrar sfx file start modul hash-code,file drop start modul hash-code,"['winrar', 'sfx', 'file', 'start', 'modul', 'hash-code']","['file', 'drop', 'start', 'modul', 'hash-code']"
307,307,NoOther,It removing some older components,0,"is also capable of removing some older components, the",remov older compon,also capabl remov older compon,"['remov', 'older', 'compon']","['also', 'capabl', 'remov', 'older', 'compon']"
308,308,NoOther,a WinRar SFX file starts the module from %APPDATA%\Microsoft\Display\DmaUp3. exe,0,file that drops and starts the module from %APPDATA%\Microsoft\Display\DmaUp3.,winrar sfx file start modul hash-code exe,file drop start modul hash-code,"['winrar', 'sfx', 'file', 'start', 'modul', 'hash-code', 'exe']","['file', 'drop', 'start', 'modul', 'hash-code']"
309,309,NoOther,It runs it,0,component to disk and runs it. TLP: Green For,run,compon disk run it. tlp: green,['run'],"['compon', 'disk', 'run', 'it.', 'tlp:', 'green']"
310,310,NoOther,the virus finds executable files,0,"disk number 20 (Z:\), finds executable files and infects",viru find execut file,disk number 20 system-path  find execut file infect,"['viru', 'find', 'execut', 'file']","['disk', 'number', '20', 'system-path', 'find', 'execut', 'file', 'infect']"
311,311,NoOther,the virus infects them,0,finds executable files and infects them. The code simply,viru infect,find execut file infect them. code simpli,"['viru', 'infect']","['find', 'execut', 'file', 'infect', 'them.', 'code', 'simpli']"
312,312,NoOther,the infector changes the entrypoint of executable files,0,"infection routine, the infector changes the entrypoint of executable",infector chang entrypoint execut file,infect routin infector chang entrypoint execut,"['infector', 'chang', 'entrypoint', 'execut', 'file']","['infect', 'routin', 'infector', 'chang', 'entrypoint', 'execut']"
313,313,NoOther,the infector creates an .rdat section,0,"entrypoint of executable files, creates an .rdat section, and",infector creat .rdat section,entrypoint execut file creat .rdat section,"['infector', 'creat', '.rdat', 'section']","['entrypoint', 'execut', 'file', 'creat', '.rdat', 'section']"
314,314,NoOther,the infector inserts a small loader in the section,0,"an .rdat section, and inserts a small loader in",infector insert small loader section,.rdat section insert small loader,"['infector', 'insert', 'small', 'loader', 'section']","['.rdat', 'section', 'insert', 'small', 'loader']"
315,315,NoOther,the infector puts its main payload in the overlay,0,"in the section, then puts its main payload in",infector put main payload overlay,section put main payload,"['infector', 'put', 'main', 'payload', 'overlay']","['section', 'put', 'main', 'payload']"
316,316,NoOther,They create archive files containing the content they want to exfiltrate,0,information theft. They generally create archive files containing the,creat archiv file contain content want exfiltr,inform theft. gener creat archiv file contain,"['creat', 'archiv', 'file', 'contain', 'content', 'want', 'exfiltr']","['inform', 'theft.', 'gener', 'creat', 'archiv', 'file', 'contain']"
317,317,NoOther,the exploit executing a file named svohost.exe in the temporary folder of the currently logged-in user,0,host by dropping and executing a file named in,exploit execut file name svohost.ex temporari folder current logged-in user,host drop execut file name,"['exploit', 'execut', 'file', 'name', 'svohost.ex', 'temporari', 'folder', 'current', 'logged-in', 'user']","['host', 'drop', 'execut', 'file', 'name']"
318,318,NoOther,The binary drops a copy of itself in the Application Data folder of the currently logged-in user,0,the Troj/ReRol.A The binary drops a copy of itself,binari drop copi applic data folder current logged-in user,system-path  binari drop copi,"['binari', 'drop', 'copi', 'applic', 'data', 'folder', 'current', 'logged-in', 'user']","['system-path', 'binari', 'drop', 'copi']"
319,319,NoOther,It execute binaries,0,can also download and execute binaries. & The data,execut binari,also download execut binaries. data,"['execut', 'binari']","['also', 'download', 'execut', 'binaries.', 'data']"
320,320,NoOther,is created a mutex called PittyTiger,0,a mutex called PittyTiger is created Persistence is achieved by,creat mutex call pittytig,mutex call pittytig creat persist achiev,"['creat', 'mutex', 'call', 'pittytig']","['mutex', 'call', 'pittytig', 'creat', 'persist', 'achiev']"
321,321,NoOther,The qmgrxp.exe binary is a simple copy of the original binary,0,our The qmgrxp.exe binary is a simple copy of,qmgrxp.ex binari simpl copi origin binari,qmgrxp.ex binari simpl copi,"['qmgrxp.ex', 'binari', 'simpl', 'copi', 'origin', 'binari']","['qmgrxp.ex', 'binari', 'simpl', 'copi']"
322,322,NoOther,The binary is also copied to the user’s Application Data directory,0,in our The binary is also copied to the user’s Application,binari also copi user applic data directori,binari also copi user applic,"['binari', 'also', 'copi', 'user', 'applic', 'data', 'directori']","['binari', 'also', 'copi', 'user', 'applic']"
323,323,NoOther,The shellcode contained in the Word file executes it,0,"the following file, and executes it: - C:\Documents and",shellcod contain word file execut,follow file execut it: system-path ,"['shellcod', 'contain', 'word', 'file', 'execut']","['follow', 'file', 'execut', 'it:', 'system-path']"
324,324,NoOther,This tmp file is then copied to C:\Windows\system32\Nwsapagentex.dll,0,our This tmp file is then copied to C:\Windows\system32\Nwsapagentex.dll and registered,thi tmp file copi hash-code,thi tmp file copi hash-code regist,"['thi', 'tmp', 'file', 'copi', 'hash-code']","['thi', 'tmp', 'file', 'copi', 'hash-code', 'regist']"
325,325,NoOther,Both backdoors were dropped from malicious documents built utilizing the Tran Duy Linh exploit kit,0,and WATERSPOUT. Both backdoors were dropped from malicious documents built,backdoor drop malici document built util tran duy linh exploit kit,waterspout. backdoor drop malici document built,"['backdoor', 'drop', 'malici', 'document', 'built', 'util', 'tran', 'duy', 'linh', 'exploit', 'kit']","['waterspout.', 'backdoor', 'drop', 'malici', 'document', 'built']"
326,326,NoOther,sent a spear phish email to a Taiwanese government ministry,0,a spear phish email sent to a Taiwanese government,sent spear phish email taiwanes govern ministri,spear phish email sent taiwanes govern,"['sent', 'spear', 'phish', 'email', 'taiwanes', 'govern', 'ministri']","['spear', 'phish', 'email', 'sent', 'taiwanes', 'govern']"
327,327,NoOther,APT12 deliver these exploit documents via phishing emails,0,CVE-2012-0158. FireEye observed APT12 deliver these exploit documents via,apt12 deliv exploit document via phish email,cve-2012-0158. fireey observ apt12 deliv exploit document via,"['apt12', 'deliv', 'exploit', 'document', 'via', 'phish', 'email']","['cve-2012-0158.', 'fireey', 'observ', 'apt12', 'deliv', 'exploit', 'document', 'via']"
328,328,NoOther,it HIGHTIDE drops,0,"file is opened, it drops HIGHTIDE in the form",hightid drop,file open drop hightid form,"['hightid', 'drop']","['file', 'open', 'drop', 'hightid', 'form']"
329,329,NoOther,The RIPTIDE exploit document drops its executable file,0,The RIPTIDE exploit document drops its executable file into,riptid exploit document drop execut file,riptid exploit document drop execut file,"['riptid', 'exploit', 'document', 'drop', 'execut', 'file']","['riptid', 'exploit', 'document', 'drop', 'execut', 'file']"
330,330,NoOther,the HIGHTIDE exploit document drops its executable file,0,the HIGHTIDE exploit document drops its executable file into,hightid exploit document drop execut file,hightid exploit document drop execut file,"['hightid', 'exploit', 'document', 'drop', 'execut', 'file']","['hightid', 'exploit', 'document', 'drop', 'execut', 'file']"
331,331,NoOther,a different spear phish email sent from to lilywang823@gmail.com a technology company located in Taiwan,0,different spear phish email sent from lilywang823@gmail.com to a,differ spear phish email sent technolog compani locat taiwan,differ spear phish email sent,"['differ', 'spear', 'phish', 'email', 'sent', 'technolog', 'compani', 'locat', 'taiwan']","['differ', 'spear', 'phish', 'email', 'sent']"
332,332,NoOther,this malicious document dropped a backdoor,0,"above, this malicious document dropped a backdoor to C:\DOCUMENTS",thi malici document drop backdoor,abov thi malici document drop backdoor system-path ,"['thi', 'malici', 'document', 'drop', 'backdoor']","['abov', 'thi', 'malici', 'document', 'drop', 'backdoor', 'system-path']"
333,333,NoOther,This spear phish contained a malicious Word document that exploited CVE-2012-0158,0,Taiwan. This spear phish contained a malicious Word document,thi spear phish contain malici word document exploit cve-2012-0158,taiwan. thi spear phish contain malici word document,"['thi', 'spear', 'phish', 'contain', 'malici', 'word', 'document', 'exploit', 'cve-2012-0158']","['taiwan.', 'thi', 'spear', 'phish', 'contain', 'malici', 'word', 'document']"
334,334,NoOther,spear phishing emails targeting a high-technology company in Japan,0,of spear phishing emails targeting a high-technology company in,spear phish email target high-technolog compani japan,spear phish email target high-technolog compani,"['spear', 'phish', 'email', 'target', 'high-technolog', 'compani', 'japan']","['spear', 'phish', 'email', 'target', 'high-technolog', 'compani']"
335,335,NoOther,Attached to another malicious document this email,0,high-technology company in Japan. Attached to this email was,attach anoth malici document thi email,high-technolog compani japan. attach thi email wa,"['attach', 'anoth', 'malici', 'document', 'thi', 'email']","['high-technolog', 'compani', 'japan.', 'attach', 'thi', 'email', 'wa']"
336,336,NoOther,This malicious Word document dropped a backdoor,0,MD5 of 499bec15ac83f2c8998f03917b63652e and dropped a backdoor to C:\DOCUMENTS,thi malici word document drop backdoor,md5 hash-code drop backdoor system-path ,"['thi', 'malici', 'word', 'document', 'drop', 'backdoor']","['md5', 'hash-code', 'drop', 'backdoor', 'system-path']"
337,337,NoOther,The sample cb3dcde34fd9ff0e19381d99b02f9692 connected to documents.myPicture.info and www.documents.myPicture.info,0,cb3dcde34fd9ff0e19381d99b02f9692. The sample cb3dcde34fd9ff0e19381d99b02f9692 connected to documents.myPicture.info and www.documents.myPicture.info,sampl hash-code connect,hash-code sampl hash-code connect,"['sampl', 'hash-code', 'connect']","['hash-code', 'sampl', 'hash-code', 'connect']"
338,338,NoOther,that module started producing the following traffic,0,"it, and that module started producing the following traffic:",modul start produc follow traffic,modul start produc follow traffic:,"['modul', 'start', 'produc', 'follow', 'traffic']","['modul', 'start', 'produc', 'follow', 'traffic:']"
339,339,NoOther,it asks the server for a command,0,"command(s) Once acknowledged, it asks the server for a",ask server command,command onc acknowledg ask server,"['ask', 'server', 'command']","['command', 'onc', 'acknowledg', 'ask', 'server']"
340,340,NoOther,the server returns a new command to execute,0,"command, and the server returns a new command to",server return new command execut,command server return new command,"['server', 'return', 'new', 'command', 'execut']","['command', 'server', 'return', 'new', 'command']"
341,341,NoOther,it C&C The command receives from,0,2014 The command it receives from C&C above (swim.onlinewebshop.net),c&c command receiv, command receiv c&c abov,"['c&c', 'command', 'receiv']","['command', 'receiv', 'c&c', 'abov']"
342,342,NoOther,the malware connects to the new C&C,0,"After that, the malware connects to the new C&C,",malwar connect new c&c,malwar connect new c&c,"['malwar', 'connect', 'new', 'c&c']","['malwar', 'connect', 'new', 'c&c']"
343,343,NoOther,the malware asking for another command,0,"to the new C&C, asking it for another command:",malwar ask anoth command,new c&c ask anoth command:,"['malwar', 'ask', 'anoth', 'command']","['new', 'c&c', 'ask', 'anoth', 'command:']"
344,344,NoOther,it The command receives,0,"2014 The command it receives is called UpLoad, so",command receiv, command receiv call upload,"['command', 'receiv']","['command', 'receiv', 'call', 'upload']"
345,345,NoOther,it uploads all the collected logs to the server,0,"called UpLoad, so it uploads all the collected logs",upload collect log server,call upload upload collect log,"['upload', 'collect', 'log', 'server']","['call', 'upload', 'upload', 'collect', 'log']"
346,346,NoOther,it The files uploads,0,Status:200 The files it uploads are stored inside its,file upload,status:200 file upload store insid,"['file', 'upload']","['status:200', 'file', 'upload', 'store', 'insid']"
347,347,NoOther,Snake insert traffic destined to its C&C servers,0,allowing Snake to covertly insert traffic destined to its,snake insert traffic destin c&c server,allow snake covertli insert traffic destin,"['snake', 'insert', 'traffic', 'destin', 'c&c', 'server']","['allow', 'snake', 'covertli', 'insert', 'traffic', 'destin']"
348,348,NoOther,it generate outbound requests,0,API in order to generate outbound requests. Whenever the,gener outbound request,api order gener outbound requests. whenev,"['gener', 'outbound', 'request']","['api', 'order', 'gener', 'outbound', 'requests.', 'whenev']"
349,349,NoOther,the driver C&C be delivered back to,0,to the driver to be delivered back to C&C. NDIS,driver c&c deliv back,driver deliv back c&c. ndi,"['driver', 'c&c', 'deliv', 'back']","['driver', 'deliv', 'back', 'c&c.', 'ndi']"
350,350,NoOther,it send data by using a private TCP/IP stack,0,"handler functions, it can send receive data by using",send data use privat system-path  stack,handler function send receiv data use,"['send', 'data', 'use', 'privat', 'system-path', 'stack']","['handler', 'function', 'send', 'receiv', 'data', 'use']"
351,351,NoOther,it receive data by using a private TCP/IP stack,0,"functions, it can send/ receive data by using a",receiv data use privat system-path  stack,function system-path  receiv data use,"['receiv', 'data', 'use', 'privat', 'system-path', 'stack']","['function', 'system-path', 'receiv', 'data', 'use']"
352,352,NoOther,the underlying miniport driver receives data from the network,0,"the underlying miniport driver receives data from the network,",underli miniport driver receiv data network,underli miniport driver receiv data network,"['underli', 'miniport', 'driver', 'receiv', 'data', 'network']","['underli', 'miniport', 'driver', 'receiv', 'data', 'network']"
353,353,NoOther,the driver respond with messages like HTTP/1.1 200 OK or HTTP/1.1 500 Server Error,0,HTTP the driver will respond with messages like HTTP/1.1,driver respond messag like system-path  200 ok system-path  500 server error,http driver respond messag like system-path ,"['driver', 'respond', 'messag', 'like', 'system-path', '200', 'ok', 'system-path', '500', 'server', 'error']","['http', 'driver', 'respond', 'messag', 'like', 'system-path']"
354,354,NoOther,this Snake DLL module The remote commands received,0,communications. The remote commands received by this Snake DLL,thi snake dll modul remot command receiv,communications. remot command receiv thi snake dll,"['thi', 'snake', 'dll', 'modul', 'remot', 'command', 'receiv']","['communications.', 'remot', 'command', 'receiv', 'thi', 'snake', 'dll']"
355,355,NoOther,the DLL post the data,0,"write_peer_nfo • read_peer_nfo To post the data, the DLL",dll post data,write_peer_nfo read_peer_nfo post data dll,"['dll', 'post', 'data']","['write_peer_nfo', 'read_peer_nfo', 'post', 'data', 'dll']"
356,356,NoOther,One of the Snake components been downloaded from a remote C&C server,0,components that could have been downloaded from a remote C&C,one snake compon download remot c&c server,compon could download remot c&c,"['one', 'snake', 'compon', 'download', 'remot', 'c&c', 'server']","['compon', 'could', 'download', 'remot', 'c&c']"
357,357,NoOther,"This file is uploaded by to along with the usermode-centric Snake rootkit the C&C server other configuration files, such as mtmon.sdb, mtmon32.sdb, gstatsnd.bin, gstat.bin, gstat32.bin, and other log files found in the %windows%\$NtUninstallQrandom$ directory",0,Theory Library) algorithm and is uploaded by the usermode-centric Snake,thi file upload along usermode-centr snake rootkit c&c server configur file  sdb-file  sdb-file  bin-file  bin-file  bin-file log file found directori,theori librari algorithm upload usermode-centr snake,"['thi', 'file', 'upload', 'along', 'usermode-centr', 'snake', 'rootkit', 'c&c', 'server', 'configur', 'file', 'sdb-file', 'sdb-file', 'bin-file', 'bin-file', 'bin-file', 'log', 'file', 'found', 'directori']","['theori', 'librari', 'algorithm', 'upload', 'usermode-centr', 'snake']"
358,358,NoOther,The attacker deliver the generated shellcode back to to the reconnaissance tool be applied against the identified hosts by running the tool with the ‘exp_os’ switch,0,"Metasploit framework, and then deliver the generated shellcode back",attack deliv gener shellcod back reconnaiss tool appli identifi host run tool ‘exp_o switch,metasploit framework deliv gener shellcod back,"['attack', 'deliv', 'gener', 'shellcod', 'back', 'reconnaiss', 'tool', 'appli', 'identifi', 'host', 'run', 'tool', '‘exp_o', 'switch']","['metasploit', 'framework', 'deliv', 'gener', 'shellcod', 'back']"
359,359,NoOther,the tool delivers the payload,0,If the tool successfully delivers the payload and exploits,tool deliv payload,tool success deliv payload exploit,"['tool', 'deliv', 'payload']","['tool', 'success', 'deliv', 'payload', 'exploit']"
360,360,NoOther,The first set of commands force the malware to behave as a simple downloader,0,first set of commands force the malware to behave,first set command forc malwar behav simpl download,first set command forc malwar behav,"['first', 'set', 'command', 'forc', 'malwar', 'behav', 'simpl', 'download']","['first', 'set', 'command', 'forc', 'malwar', 'behav']"
361,361,NoOther,uploading files from the compromised system,0,executing arbitrary commands or uploading and downloading files from,upload file compromis system,execut arbitrari command upload download file,"['upload', 'file', 'compromis', 'system']","['execut', 'arbitrari', 'command', 'upload', 'download', 'file']"
362,362,NoOther,downloading files from the compromised system,0,commands or uploading and downloading files from the compromised,download file compromis system,command upload download file compromis,"['download', 'file', 'compromis', 'system']","['command', 'upload', 'download', 'file', 'compromis']"
363,363,NoOther,The malware transfer to files the C&C server,0,"on the infected machine, transfer files to and from",malwar transfer file c&c server,infect machin transfer file,"['malwar', 'transfer', 'file', 'c&c', 'server']","['infect', 'machin', 'transfer', 'file']"
364,364,NoOther,The malware transfer from files the C&C server,0,"on the infected machine, transfer files to and from",malwar transfer file c&c server,infect machin transfer file,"['malwar', 'transfer', 'file', 'c&c', 'server']","['infect', 'machin', 'transfer', 'file']"
365,365,NoOther,It connects to www.dicemention.com,0,written in Delphi and connects to www.dicemention.com. Some samples,connect  com-file,written delphi connect  com-file sampl,"['connect', 'com-file']","['written', 'delphi', 'connect', 'com-file', 'sampl']"
366,366,NoOther,"DerusbiThread::DerusbiThread selects a port between 40,000 and 45,000 to use as a listening port",0,"PCC_SOCK object allocates, DerusbiThread::DerusbiThread selects a port between 40,000",select port 40000 45000 use listen port,pcc_sock object alloc select port 40000,"['select', 'port', '40000', '45000', 'use', 'listen', 'port']","['pcc_sock', 'object', 'alloc', 'select', 'port', '40000']"
367,367,NoOther,DerusbiThread::DerusbiThread opens the port as a listener,0,the specified port and opens the port as a,open port listen,specifi port open port,"['open', 'port', 'listen']","['specifi', 'port', 'open', 'port']"
368,368,NoOther,The device driver inspects incoming network traffic from any client connecting to the victim machine,0,later. The device driver inspects incoming network traffic from,devic driver inspect incom network traffic ani client connect victim machin,later. devic driver inspect incom network traffic,"['devic', 'driver', 'inspect', 'incom', 'network', 'traffic', 'ani', 'client', 'connect', 'victim', 'machin']","['later.', 'devic', 'driver', 'inspect', 'incom', 'network', 'traffic']"
369,369,NoOther,reroute the network traffic,0,makes the decision to reroute the network traffic to,rerout network traffic,make decis rerout network traffic,"['rerout', 'network', 'traffic']","['make', 'decis', 'rerout', 'network', 'traffic']"
370,370,NoOther,the driver redirect appropriate TCP sessions,0,instruct the driver to redirect appropriate TCP sessions to,driver redirect appropri tcp session,instruct driver redirect appropri tcp session,"['driver', 'redirect', 'appropri', 'tcp', 'session']","['instruct', 'driver', 'redirect', 'appropri', 'tcp', 'session']"
371,371,NoOther,"The Derusbi server variant listen an available, random port",0,"machine upon which to listen After selecting the port,",derusbi server variant listen avail random port,machin upon listen select port,"['derusbi', 'server', 'variant', 'listen', 'avail', 'random', 'port']","['machin', 'upon', 'listen', 'select', 'port']"
372,372,NoOther,the attacker upload files,0,"attacker the ability to upload download, enumerate, delete, search,",attack upload file,attack abil upload download enumer delet search,"['attack', 'upload', 'file']","['attack', 'abil', 'upload', 'download', 'enumer', 'delet', 'search']"
373,373,NoOther,the attacker download files,0,"the ability to upload, download enumerate, delete, search, and",attack download file,abil upload download enumer delet search,"['attack', 'download', 'file']","['abil', 'upload', 'download', 'enumer', 'delet', 'search']"
374,374,NoOther,their implants send data out of using the network a victim network’s mail server,0,configuring their implants to send data out of the,implant send data use network victim network mail server,configur implant send data,"['implant', 'send', 'data', 'use', 'network', 'victim', 'network', 'mail', 'server']","['configur', 'implant', 'send', 'data']"
375,375,NoOther,The backdoor MIA email addresses ending with @mia.ge.gov communicate via,0,MIA mail server and communicate via MIA email addresses,backdoor mia email address end  gov-file commun via,mia mail server commun via mia email address,"['backdoor', 'mia', 'email', 'address', 'end', 'gov-file', 'commun', 'via']","['mia', 'mail', 'server', 'commun', 'via', 'mia', 'email', 'address']"
376,376,NoOther,APT28’s backdoor sent an email message using a subject line related to driver’s licenses (in Georgian),0,"mail server, APT28’s backdoor sent an email message using",apt28 backdoor sent email messag use subject line relat driver licens georgian,mail server apt28 backdoor sent email messag use,"['apt28', 'backdoor', 'sent', 'email', 'messag', 'use', 'subject', 'line', 'relat', 'driver', 'licens', 'georgian']","['mail', 'server', 'apt28', 'backdoor', 'sent', 'email', 'messag', 'use']"
377,377,NoOther,the SOURFACE downloader C2 communications used hard-coded IP addresses for,0,"2013, the SOURFACE downloader used hard-coded IP addresses for",sourfac download c2 commun use hard-cod ip address, sourfac download use hard-cod ip address,"['sourfac', 'download', 'c2', 'commun', 'use', 'hard-cod', 'ip', 'address']","['sourfac', 'download', 'use', 'hard-cod', 'ip', 'address']"
