,label,text-rel,label_num,tokens,text-neigh,token
931,ActionName,the process VM is detected If terminates,1,downloaded,detected the process instantly terminates Next the malware submits,downloaded
932,ActionName,"the malware HTTP GET request and the following URL format: http://<C2DOMAIN>/bin/read_i.php ?a1=%STEPID%&a2=%HOSTID%&a3=%SYSINFO%&a4=% AVSOFTID%, where %C2DOMAIN% is one of the following C&C domains submits collected information to using the C&C server",1,communicated,terminates. Next the malware submits collected information to the,communicated
933,ActionName,This component infiltrate into via other computers network shares,1,was also used,is used to selectively infiltrate into other computers via,was also used
934,ActionName,It spawns an- other suspended process with its own igfxext.exe image,1,down- loaded,disk and run. It spawns an- other suspended process,down- loaded
935,ActionName,It is installed as a system kernel driver Ndiskpro service,1,posting,Microsoft system device. It is installed as a system kernel,posting
936,ActionName,the NDISKPRO.SYS driver hooks both INT 0x01 and INT 0xff,1,obscure,"loaded, the NDISKPRO.SYS driver hooks both INT 0x01 and",obscure
937,ActionName,loaded the NDISKPRO.SYS driver,1,uses,please contact intelreports@kaspersky.com When loaded the NDISKPRO.SYS driver hooks,uses
938,ActionName,the original dropper maintains persistence across with reboots a simple addition to the HKCU run key,1,report,"the original dropper, which maintains persistence across reboots with",report
939,ActionName,It registers its only export _LowLevelKeyboardProc@12 as a hook procedure for low-level keyboard input events (WH_KEYBOARD_LL hook),1,upload,hidden console window and registers its only export _LowLevelKeyboardProc@12,upload
940,ActionName,The module HTTP POST requests issuing to the server,1,drop and execute,Wininet API functions for issuing HTTP POST requests to,drop and execute
941,ActionName,installed a Dynamic Link Library (DLL) as a service,1,contained,Dynamic Link Library (DLL) installed as a service. The,contained
942,ActionName,The third sample utilized a kernel mode driver,1,talked,"for other infected hosts, utilized a kernel mode driver",talked
943,ActionName,The dropper invokes the SHGetSpecialFolderPath() API,1,forwarded,= ‘G’; The dropper invokes the SHGetSpecialFolderPath() API supplying,forwarded
944,ActionName,The sample resolves several library functions provided by Microsoft using the LoadLibrary() and GetProcAddress() Application Programming Interfaces (APIs),1,forwarded,reader. The sample first resolves several library functions provided,forwarded
945,ActionName,the dropper load the dropped DLL into its own process space,1,forwarded,dropper performs is to load the dropped DLL into,forwarded
946,ActionName,is mapped it into the process space of its dropped file,1,communicated,is instantiated when it is mapped into the process space,communicated
947,ActionName,the malware install itself as a service with that same name,1,communicated,the malware tries to install itself as a service,communicated
948,ActionName,the sample writes settings directly to the Windows Registry,1,talked,"a precaution, the sample writes settings directly to the",talked
949,ActionName,The registry change creates the following key,1,communicated,fails. The registry change creates the following key: HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\msupdate\\Parameters,communicated
950,ActionName,the subroutine set the value of the ‘ServiceDLL’ to the module handle of the DLL,1,incorporating,"this, the subroutine will set the value of the",incorporating
951,ActionName,The next key be changed,1,include,"The next key to be changed is: HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Svchost, which",include
952,ActionName,set the ‘msupdate’ key to ‘msupdate’,1,include,have the ‘msupdate’ key set to ‘msupdate’. The export,include
953,ActionName,The export ‘CollectW3PerfData’ is registered as the main function of the DLL,1,drop,‘msupdate’. The export ‘CollectW3PerfData’ is registered as the main function,drop
954,ActionName,the sample starts the new service,1,enumerates,"successful, the sample then starts the new service and",enumerates
955,ActionName,the sample spawns a new process using rundll32.exe,1,uses,"installation fails, the sample spawns a new process using",uses
956,ActionName,the sample connect using a raw socket,1,create,will only attempt to connect directly using a raw,create
957,ActionName,is created a temporary new user _DomainUser_ with password Dom4!nU- serP4ss,1,carries out,with password Dom4!nU- serP4ss is created and added to the,carries out
958,ActionName,added a temporary new user _DomainUser_ with password Dom4!nU- serP4ss to the local Administrators group,1,sending,serP4ss is created and added to the local Administrators,sending
959,ActionName,is deleted the user,1,creates,account and the user is deleted It would appear this,creates
960,ActionName,calling methods on those assemblies,1,gathers,"installing new .NET assemblies, calling methods on those assemblies,",gathers
961,ActionName,be registered a DLL as a service,1,writes,a DLL which can be registered as a service and,writes
962,ActionName,HKEY_LOCAL_ MACHINE\\SYSTEM\\CurrentControlSet\\Services\\<service> Adds itself as from under a service name the backdoor's configuration,1,gathers,changed to 2005. 3. Adds itself as a service,gathers
963,ActionName,Adds itself to using list of services started by ‘netsvc’ the service name ‘helpsvc’,1,looks for,binary's default configuration. 4. Adds itself to list of,looks for
964,ActionName,schedules the copy to using be deleted on reboot the well documented MoveFileExA API,1,used,named Update.exe and then schedules the copy to be,used
965,ActionName,is loaded it using the ZwLoadDriver() API,1,manually creating,"driver to disk, it is loaded using the ZwLoadDriver() API.",manually creating
966,ActionName,the backdoor LoadLibrary loads the original service’s DLL into with the address space,1,utilizes,"Windows, the backdoor then loads the original service’s DLL",utilizes
967,ActionName,sending chunks of POST payload,1,includes,"used for bi-directional communications, sending chunks of POST payload",includes
968,ActionName,The GET request serves as a down-stream channel,1,cleans up,/Catelog/login1.cgi. The GET request serves as a down-stream channel,cleans up
969,ActionName,the POST request serves as a upstream channel,1,serve,while the POST request serves as a upstream channel.,serve
970,ActionName,the malware contains a custom DNS client implementation,1,issue,"protocol. Additionally, the malware contains a custom DNS client",issue
971,ActionName,a custom DNS client implementation use the system's configured DNS server,1,responding,client implementation that will use the system's configured DNS,responding
972,ActionName,a custom DNS client implementation C2 traffic tunnel over legitimate DNS,1,allows,configured DNS server to tunnel C2 traffic over legitimate,allows
973,ActionName,This handler class for command ID 8 FindFirstFileW() and FindNextFileW() APIs implements generic directory and file browsing using,1,load,for command ID 8 implements generic directory and file,load
974,ActionName,This handler class start system services,1,loads,"manage system components including start stop/ delete system services,",loads
975,ActionName,This handler class stop system services,1,connects back,"system components including start/ stop delete system services, enumerate/alter",connects back
976,ActionName,This handler class delete system services,1,download,"system components including start/stop/ delete system services, enumerate/alter registry",download
977,ActionName,This handler class enumerate registry keys,1,execute,"start/stop/ delete system services, enumerate alter registry keys, and",execute
978,ActionName,This handler class alter registry keys,1,connect,"delete system services, enumerate/ alter registry keys, and manage",connect
979,ActionName,This handler class manage running processes,1,download,"enumerate/alter registry keys, and manage running processes. This class",download
980,ActionName,the DLL terminating the backdoor process,1,execute,DLL deleting itself and terminating the backdoor process. Driver,execute
981,ActionName,The driver opening a named event in using with the BaseNamedObjects object directory the Windows API ZwOpenEvent() the name {8CB2ff21-0166-4cf1-BD8F-E190BC7902DC},1,relies on,The driver begins by opening a named event in,relies on
982,ActionName,the driver creates it using the Windows API ZwCreateEvent(),1,copy,"exist, the driver then creates it using the Windows",copy
983,ActionName,The second component of the entry point calling the function KdDisableDebugger(),1,search,"performs an anti-debugging technique, calling the function KdDisableDebugger(), which",search
984,ActionName,The final step of the entry point hooking the system,1,load,"point is to begin hooking the system, which is",load
985,ActionName,one hook the system call table,1,execute,"one is designed to hook the system call table,",execute
986,ActionName,the other hooks the network stack,1,written,"table, while the other hooks the network stack. Stack",written
987,ActionName,the driver Major Function 14 the IRP_MJ_DEVICE_CONTROL hooks,1,download,by using IoGetDeviceObjectPointer() and hooks Major Function 14 the,download
988,ActionName,"The hooking is performed by creating a new completion routine associated with any IRP_MJ_DEVICE_CONTROL IRP that matches the IOCTL, attaching to the target process, performing several memory copies to hide the entry, and detaching",1,execute,and 45000. The hooking is performed by creating a new,execute
989,ActionName,The TCP hook IOCTL 0x120003 (IOCTL_ TCP_QUERY_INFORMATION_EX) hooking,1,connect,"NSI hook, though instead hooking IOCTL 0x120003 (IOCTL_ TCP_QUERY_INFORMATION_EX).",connect
990,ActionName,The unpacked kernel driver sample hooks these functions by reading the second DWORD at each of these exported functions,1,download,unpacked kernel driver sample hooks these functions by reading,download
991,ActionName,"The system call hook is then performed by first allocating a Memory Descriptor List (MDL) using the Windows API IoAllocateMdl(), and associating the MDL to a non-paged buffer using MmBuildMdlForNonPagedPool()",1,execute,The system call hook is then performed by first allocating a,execute
992,ActionName,the driver applying a Detours-style hook directly in the code,1,copy,"by the table, and applying a Detours-style hook directly",copy
993,ActionName,It checks for the values of the ServiceDll and Security keys,1,search,at \\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Services\\. It then checks for the values of,search
994,ActionName,it applies an XOR on with the data the value 127,1,load,the latter case it applies an XOR on the,load
995,ActionName,ObReferenceObjectByHandle() In is made a call to the registry hooking code of the driver,1,execute,"the driver, a call is made to ObReferenceObjectByHandle(). This allows",execute
996,ActionName,used the various network hooking techniques in the kernel driver,1,written,various network hooking techniques used in the kernel driver,written
997,ActionName,MDLs perform system call hooking through,1,launching,and cr0 (bbs.pediy. com/showthread.php?t=77467 perform system call hooking through,launching
998,ActionName,a cached rootkit performing similar hooks on the same 3 registry related APIs,1,downloading,has a cached rootkit performing similar hooks on the,downloading
999,ActionName,This kernel mode rootkit implements several hooking techniques,1,launch,This kernel mode rootkit implements several hooking techniques that,launch
1000,ActionName,This kernel mode rootkit implements several hooking techniques,1,is downloaded,This kernel mode rootkit implements several hooking techniques that,is downloaded
1001,ActionName,The malware AhnLab and Hauri AV antivirus products disable,1,spread and launch,The malware attempted to disable AhnLab and Hauri AV,spread and launch
1002,ActionName,The wiper kill the processes pasvc.exe and clisvc.exe,1,gaining,Windows utility 'taskkill' to kill the processes pasvc.exe and,gaining
1003,ActionName,"The bash script wipe the /kernel, /usr /etc and /home directories",1,delivered,"and then attempts to wipe the /kernel, /usr /etc",delivered
1004,ActionName,it stop the following processes,1,delivered,"it first attempts to stop the following processes, presumably",delivered
1005,ActionName,It enumerates all physical drives,1,communicated,from Hauri It then enumerates all physical drives and,communicated
1006,ActionName,It locates the root directory on these drives,1,upload,"removable and fixed drives, locates the root directory on",upload
1007,ActionName,It is shut down and rebooted the affected computer,1,controlled,"Finally, the affected computer is shut down and rebooted although if the wiping",controlled
1008,ActionName,is subsequently loaded by the payload calling kernel32!LoadLibraryA,1,spearphished,file named a.l which is subsequently loaded by calling kernel32!LoadLibraryA. An,spearphished
1009,ActionName,is registered this DLL as the Open command when a drive is open,1,stores,folder. Finally this DLL is registered as the Open command,stores
1010,ActionName,The installer adding entries to in the registry the following locations,1,pushed,"the malware persistence mechanism, adding entries to the registry",pushed
1011,ActionName,BITTERBUG listing running processes,1,were hacked,"uploading and downloading files, listing running processes, generating file",were hacked
1012,ActionName,BITTERBUG perform an HTTP GET request for the following URI,1,download,OPERATION BITTERBUG then may perform an HTTP GET request,download
1013,ActionName,BITTERBUG scan through each drive letter,1,downloaded,"the Next, BITTERBUG may scan through each drive letter",downloaded
1014,ActionName,The Scanbox framework collects a small amount of information about the victim that is visiting the compromised website,1,installs,it will use and collects a small amount of,installs
1015,ActionName,the framework extract different information from the victim,1,uses,contains several plugins to extract different information from the,uses
1016,ActionName,the framework Javascript Implements a keylogger functionality trough,1,used,Java versions Pluginid 21: Implements a keylogger functionality trough,used
1017,ActionName,The VBScript sets a startup key in the HKCU\Software\Microsoft\Windows\CurrentVersion\Run registry path,1,writes,versions. The VBScript then sets a startup key in,writes
1018,ActionName,load it from memory,1,runs,"original dll (95Num3p3gm.dll, presumably), load it from memory and",runs
1019,ActionName,a call to a subfunction loads the PE image into memory,1,drops,to a subfunction that loads the PE image into,drops
1020,ActionName,a call free the PE image allocation from memory,1,is always encrypted,by a call to free the PE image allocation,is always encrypted
1021,ActionName,This configuration information load the encrypted file into memory,1,drop,information is used to load the encrypted file into,drop
1022,ActionName,is freed the memory once they have completed,1,drops,have completed the memory is freed This makes these modules,drops
1023,ActionName,921.bin retrieves a list of running processes with all loaded modules in each,1,adds,is being used. 921.bin retrieves several datapoints about the,adds
1024,ActionName,it hooks a minimum number of kernel API functions in order to hide different pieces of information,1,setting,static analysis and it hooks a minimum number of,setting
1025,ActionName,The Driver hiding directories,1,ensures,"Driver is capable of hiding processes (by PID, not",ensures
1026,ActionName,the Driver In order to hooks various Windows Kernel API calls hide these items,1,contains,"these items, the Driver hooks various Windows Kernel API",contains
1027,ActionName,the Driver hooks the API function,1,is used,function that the Driver hooks Item API Function Hooked,is used
1028,ActionName,the Driver access the memory of the services.exe process,1,be uploaded,"services, the Driver will access the memory of the",be uploaded
1029,ActionName,the Driver remove the service entry that the Driver wishes to hide,1,utilize,list of services and remove the service entry that,utilize
1030,ActionName,"the Driver IoCreateDevice calling with the name \Device\agony (for Gen 2.0 Beta samples), \Device\HTTPS (for Gen 2.1 samples), \Device\advcachemgr (for Gen 2.2 samples) or \Device\diskdump (for Gen 2.3 samples)",1,communicate,expose its interface by calling IoCreateDevice with the name,communicate
1031,ActionName,an attacker is install the DLL as at a service some point prior to activation,1,communicates,"service, requiring an attacker is install the DLL as a",communicates
1032,ActionName,both exports generate a new thread of the same function (mainThread),1,is downloaded,"DllRegisterServer. Ultimately, both exports generate a new thread of",is downloaded
1033,ActionName,DllRegisterServer calling without the u parameter,1,uploads,to DllEntryPoint or by calling DllRegisterServer without the u,uploads
1034,ActionName,the DLL generating a new thread (HikitThreadFunc) which will service any request coming from the new channel,1,were uploaded,runtime data structure before generating a new thread (HikitThreadFunc),were uploaded
1035,ActionName,Gen 2 In order for uses a loader application the DLL to load,1,contain,(starting with Gen 2.1) uses a loader application (referred,contain
1036,ActionName,both variants of the Loader load the embedded DLL in the exact same way,1,is compressed,variants of the Loader load the embedded DLL in,is compressed
1037,ActionName,Both versions of the Loader loading the embedded DLL from the Loader’s resource,1,encrypted,the Loader begin by loading the embedded DLL from,encrypted
1038,ActionName,Both versions of the Loader loading the DLL into using memory a custom loading routine,1,connected,"into memory, then manually loading the DLL into memory",connected
1039,ActionName,LoadEmbeddedImage calls the function decodeBuffer (using the EncodingKey value) to decrypt the embedded DLL,1,exploit,heap buffer and then calls the function decodeBuffer (using,exploit
1040,ActionName,LoadEmbeddedImage ImageLoaderData::LoadDll calls,1,target,"a heap buffer, LoadEmbeddedImage calls ImageLoaderData::LoadDll to manually load",target
1041,ActionName,ImageLoaderData::LoadDll load the DLL into memory,1,relocate,calls ImageLoaderData::LoadDll to manually load the DLL into memory.,relocate
1042,ActionName,ImageLoaderData::LoadDll calls the DllMain (DLL’s entry point) function,1,being targeted,"necessary relocation operations, and calls the DllMain (DLL’s entry",being targeted
1043,ActionName,the Loader loading the embedded DLL image into memory,1,running,entry point) function. After loading the embedded DLL image,running
1044,ActionName,ImageLoaderData::LoadDll loads the image into the appropriate memory configuration,1,is carried out,"of the DLL image, loads the image into the",is carried out
1045,ActionName,the Loader call the DLL’s StartServer or MatrixMain function,1,taking place,the Loader will either call the DLL’s StartServer or,taking place
1046,ActionName,The standalone Loaders use the MatrixMain function,1,is being conducted,Loader. The standalone Loaders use the MatrixMain function while,is being conducted
1047,ActionName,the DLL Loaders call the StartServer function,1,performing,the DLL Loaders will call the StartServer function. The,performing
1048,ActionName,The Loaders call upon the StopServer function in order to unloading shut down the embedded DLL,1,reconfiguring,"Loaders, upon unloading, will call the StopServer function in",reconfiguring
1049,ActionName,MatrixMain and StartServer generate a new thread using instead of the POSIX API function beginthreadex the more common CreateThread,1,directed,and StartServer both ultimately generate a new thread (using,directed
1050,ActionName,the DLL install itself as on a service the victim’s machine,1,has,"given, the DLL will install itself as a service",has
1051,ActionName,The DLL create a new service,1,drops,machine. The DLL will create a new service (e.g.,drops
1052,ActionName,the RAT functionality code creates a service with the driver in the %TEMP% directory as the executable for the service,1,installs,the RAT functionality code creates a service with the,installs
1053,ActionName,The RAT functionality code activates the service,1,is dumped,RAT functionality code then activates the service and opens,is dumped
1054,ActionName,the RAT functionality code deletes the service in order to reduce the visible footprint of the new driver,1,is registered,the RAT functionality code deletes the service in order,is registered
1055,ActionName,Gen 2 samples produce up to three named events,1,make,"perspective, Gen 2 samples produce up to three named",make
1056,ActionName,This worm Windows SMB shares propagate via,1,is written,force authentication attack to propagate via Windows SMB shares.,is written
1057,ActionName,is established a file share,1,hide,"guessed, a file share is established and file is copied",hide
1058,ActionName,installed a dropper as a service,1,is,"loaded via a dropper installed as a service, then",is
1059,ActionName,The malware propagate throughout via the target network built-in Windows shares,1,used,has the ability to propagate throughout the target network,used
1060,ActionName,the malware access remote network shares,1,are infected,"systems, the malware will access remote network shares in",are infected
1061,ActionName,The malware access shares on the remote systems,1,is upgraded,uses several methods to access shares on the remote,is upgraded
1062,ActionName,"create a new share cmd.exe /q /c net share shared$=%SystemRoot% /GRANT:everyone, FULL",1,are run,\\hostname\admin$\system32 and \\hostname\shared$\system32 or create a new share cmd.exe,are run
1063,ActionName,Checking for via existing shares \\hostname\admin$\system32 and \\hostname\shared$\system32,1,obtain,to begin wiping files. Checking for existing shares via,obtain
1064,ActionName,is removed via the remote network share cmd.exe /q /c net share shared$ /delete,1,deploy,the remote network share is removed via cmd.exe /q /c,deploy
1065,ActionName,it started a second instance of itself with -i as an argument,1,use,"file was executed, it started a second instance of",use
1066,ActionName,it terminated,1,run,"an argument, and then terminated The second instance of",run
1067,ActionName,The second instance of the dropper file started the service,1,target,"a command line argument, started the service, and then",target
1068,ActionName,The second instance of the dropper file terminated,1,load,"the service, and then terminated The WinsSchMgmt service executed",load
1069,ActionName,The WinsSchMgmt service started another instance of the file using -s as an argument,1,using,"as an argument, which started another instance of the",using
1070,ActionName,A 120-minute (2 hour) sleep command is issued,1,attempt,(2 hour) sleep command is issued after which the computer,attempt
1071,ActionName,is shut down and rebooted the computer,1,exploit,after which the computer is shut down and rebooted Name: iissvr.exe Size: 114688,exploit
1072,ActionName,this malware Internet Explorer adding to several registry keys,1,exploit,line tool cmd.exe for adding several registry keys to,exploit
1073,ActionName,it launch an instance of Internet Explorer,1,exploit,of the COM to launch an instance of Internet,exploit
1074,ActionName,it creates several registry entries with the help of the command line tool,1,dropped,"functionality. Once again, it creates several registry entries with",dropped
1075,ActionName,it creates an instance of the Internet Explorer,1,use,command line tool and creates an instance of the,use
1076,ActionName,"dropper loads up a resource named ""BINARY"" from the resource section",1,inject,"When executed, the dropper loads up a resource named ""BINARY""",inject
1077,ActionName,dropper creates the directory C:\Documents and Settings\User\Application Data\JAVA,1,has,the resource section then creates the directory C:\Documents and,has
1078,ActionName,dropper calls regedit with kb71271.log as a parameter to modify the registry,1,takes,"Data\\JAVA\\JavaSvc.exe"" The dropper then calls regedit with kb71271.log as",takes
1079,ActionName,is delivered the RC4 key to the bot,1,trick,then the RC4 key is delivered to the bot in,trick
1080,ActionName,Etumbot discovers the proxy settings of the local machine,1,using,Threat Intelligence Brief Etumbot discovers the proxy settings of,using
1081,ActionName,Etumbot load strings into memory that has been called byte strings and also string stacking,1,trick,uses a technique to load strings into memory that,trick
1082,ActionName,Customized private tools with functions include process enumeration,1,was distributed,"tools with functions that include ARP poisoning, encryption, credential",was distributed
1083,ActionName,connect outbound via anonymous FTP,1,contains,"options;declare%20@b2%20varchar(8000);set%20@b2=%20xp_ cmdshell;%20EXEC%20master.dbo.sp_configure%20@b1,%201;RECONFIGURE;EXEC%20master.dbo. sp_configure%20@b2,%201;RECONFIGURE;--%20 Then connect outbound via anonymous FTP:",contains
1084,ActionName,it display a window to input proxy information,1,drops,"the Internet, it will display a window to input",drops
1085,ActionName,the résumé submitter When does a GET request to in order to the victim hits submit microsoft.com make it seem like it is submitting something,1,is,"submit, the résumé submitter does a GET request to",is
1086,ActionName,Cleaver Operations FTP servers utilized with in order to anonymous access enabled pilfer large quantities of information,1,connects,observed in 2013 mainly utilized FTP servers with anonymous,connects
1087,ActionName,These FTP servers were also observed during the infection process,1,are commanded,"detected. These FTP servers were also observed during the infection process,",are commanded
1088,ActionName,FTP servers were used in the infection of targets,1,deliver,hosted FTP servers that were used in the infection of,deliver
1089,ActionName,FTP servers were used in the exfiltration of information,1,commanded,hosted FTP servers that were used in the infection of,commanded
1090,ActionName,we see the following HTTP POST request,1,function,"this transfer, we can see the following HTTP POST",function
1091,ActionName,we see the following HTTP POST request,1,function,"network traffic again, we see the following HTTP POST",function
1092,ActionName,FTP upload support was added with hardcoded credentials of ano:1,1,talk,locations. FTP upload support was added with hardcoded credentials of,talk
1093,ActionName,These versions install as a service,1,talk,have the capability to install as a service. On,talk
1094,ActionName,These versions include a new method of installing as a service,1,runs,These versions began to include a new method of,runs
1095,ActionName,supplemental tools enumerating every process,1,interact,keep TinyZBot running by enumerating every process and checking,interact
1096,ActionName,a publicly available project executes an executable as a service,1,work,publicly available project which executes an executable as a,work
1097,ActionName,POST data is supplied for file data,1,used,"file data, POST data is supplied OPERATION CLEAVER Data uploaded",used
1098,ActionName,WndTest installs as a service,1,delivering,executing batch scripts. WndTest installs as a service and,delivering
1099,ActionName,Csext runs as a service,1,define,developed in C# which runs as a service. Its,define
1100,ActionName,taskkill This command is killed a 00:35,1,decide,"in the morning, and is killed by taskkill at 00:35.",decide
1101,ActionName,The malware modifying commonplace registry entries,1,targeted,"is in plain view, modifying commonplace registry entries, such",targeted
1102,ActionName,the program nvidrv adds itself to autorun,1,uses,"First, the program nvidrv adds itself to autorun: HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run",uses
1103,ActionName,It creates a series of registry keys that the individual programs use to communicate,1,obfuscated,name UpdAdbreader It also creates a series of registry,obfuscated
1104,ActionName,left in markers the registry,1,achieve,and communicating via markers left in the registry. Programs,achieve
1105,ActionName,programs using them,1,run,Registry keys and programs using them: rundl132.exe: DefaultKeyboard\User\F124-5KK83-F2IV9-FDN293\JIPC7-K2ODP-OFnD3-FJCC3\J1K6F-DKV8J-FKVJI- GVKBU\6nvisdvr.exe:,run
1106,ActionName,It GooglUpd runs,1,implements,"e.g. 0x3110x611 It then runs GooglUpd, which cleans up",implements
1107,ActionName,It AdbrRader runs,1,uses,"if they exist, and runs AdbrRader. AdbrRader (communicating through",uses
1108,ActionName,nvidrv runs svhosts,1,decrypts and processes,"to: C:\Users\Username\AppData\Local\Microsoft\Windows\win32.tmp\v2cgplst.tmp Finally, nvidrv runs svhosts, which tests Internet",decrypts and processes
1109,ActionName,svhosts doing a DNS query for windowsupdate.microsoft.com,1,are sent,tests Internet connectivity by doing a DNS query for,are sent
1110,ActionName,It runs rundl132 if it has not before,1,be updated,for windowsupdate.microsoft.com. It then runs rundl132 if it has,be updated
1111,ActionName,It checking whether registry key name 6 is present,1,identify,"has not before, by checking whether registry key name",identify
1112,ActionName,It sets the key to 0,1,terminate,6 is present. It sets the key to 0,terminate
1113,ActionName,It runs it,1,identify,"key to 0 and runs it. Next, rundl132.exe performs",identify
1114,ActionName,rundl132.exe performs an HTTP GET request to myexternalip.com,1,control,"runs it. Next, rundl132.exe performs an HTTP GET request",control
1115,ActionName,rundl132.exe collects the external IP of the infected machine,1,upload,request to myexternalip.com and collects the external IP of,upload
1116,ActionName,rundl132 AdobeIns runs,1,is confirmed,"to: C:\Users\Username\AppData\Local\Microsoft\Windows\win32.tmp\vgosysaext.tmp Finally, rundl132 runs AdobeIns, which zips the",is confirmed
1117,ActionName,dropped markers in the Registry,1,sends,each communicating via markers dropped in the Registry. The,sends
1118,ActionName,Android apps with these two permissions authenticate themselves with the user’s Google account,1,sent,these two permissions can authenticate themselves with the user’s,sent
1119,ActionName,Android pro- cesses use them to authenticate to these services,1,is encrypted,from the AccountManager and use them to authenticate to,is encrypted
1120,ActionName,the C2 protocol GET using,1,are encrypted,"RAT is HTTP based, using both GET and POST",are encrypted
1121,ActionName,the C2 protocol POST requests using,1,sent,"RAT is HTTP based, using both GET and POST",sent
1122,ActionName,HTTP POST request to a URI of the form /microsoft/errorpost/ default.aspx?ID= Output data produced by tasking instructions sent back to via the C2 server,1,is infected,it was decrypted and sent back to the C2,is infected
1123,ActionName,is started a shell process with input/output redirected over the C2 channel,1,send,"Otherwise, a shell process is started (i.e., cmd.exe), with input/output",send
1124,ActionName,The executable is also installed into with the ASEP registry key HKCU\Software\Microsoft\Windows\ CurrentVersion\Run a value named McUpdate,1,"""checks in""",verb open). The executable is also installed into the ASEP registry,"""checks in"""
1125,ActionName,"The dropped executable (MD5 hash 38a2a6782e1af29ca8cb691cf0d29a0d) inject the specified DLL (McUpdate.dll, MD5 hash 08c7b5501df060ccfc3aa5c8c41b452f) into a process that would normally be accessing the network",1,move,"38a2a6782e1af29ca8cb691cf0d29a0d) primarily aims to inject the specified DLL (McUpdate.dll,",move
1126,ActionName,the malware terminate processes corresponding to two components of Sophos Anti-Virus (SAVAdminService.exe and SavService.exe),1,find,malware will attempt to terminate processes corresponding to two,find
1127,ActionName,the attacker modify one byte of memory at an arbitrary address,1,implemented,allows the attacker to modify one byte of memory,implemented
1128,ActionName,attackers modify memory to an arbitrary address,1,upload,vulnerability allows attackers to modify memory to an arbitrary,upload
1129,ActionName,the code Once searches through by the attacker’s code has full memory access through the corrupted Flash Vector object loaded libraries gadgets machine code,1,is compromised,"Vector object, the code searches through loaded libraries gadgets",is compromised
1130,ActionName,It is installed as a system kernel driver Ndiskpro service,1,is,Microsoft system device. It is installed as a system kernel,is
1131,ActionName,the NDISKPRO.SYS driver hooks both INT 0x01 and INT 0xff,1,uploaded,"loaded, the NDISKPRO.SYS driver hooks both INT 0x01 and",uploaded
1132,ActionName,the original dropper maintains persistence across with reboots a simple addition to the HKCU run key,1,called,"the original dropper, which maintains persistence across reboots with",called
1133,ActionName,The module adds autorun registry settings to enable an automatic start during system boot,1,deploy,the malware. The module adds autorun registry settings to,deploy
1134,ActionName,This module Windows with the system de- fault codepage set to Korean terminate itself on,1,acts,module is designed to terminate itself on Windows with,acts
1135,ActionName,This component infiltrate into via other comput- ers network shares,1,contains,is used to selectively infiltrate into other comput- ers,contains
1136,ActionName,the virus retrieves all available disks,1,contains,"shares. First, the virus retrieves all available disks and",contains
1137,ActionName,The code brute forces the list of mapped removable drives,1,was delivered,them. The code simply brute forces the list of mapped,was delivered
1138,ActionName,The persistence mechanism is the creation of a registry key named Shell containing the path to the malware on the infected system,1,using,used by the malware is the creation of a,using
1139,ActionName,The data sent in the POST request,1,were saved,binaries. & The data sent in the POST request,were saved
1140,ActionName,it shows running services,1,validate,for an attacker: it shows all software installed on,validate
1141,ActionName,Persistence is achieved by adding the path to the binary to the WinlogonUserInit key,1,upgraded,PittyTiger is created. Persistence is achieved by adding the path,upgraded
1142,ActionName,It injects it in explorer.exe,1,committed,"drops the packet64.dll, and injects it in explorer.exe. When",committed
1143,ActionName,The ieupdate.exe inject the DLL into explorer.exe,1,destroyed,a simple binary to inject the DLL into explorer.exe.,destroyed
1144,ActionName,Persistence is achieved via the following registry key,1,leverage,DLL into explorer.exe. Persistence is achieved via the following registry,leverage
1145,ActionName,The binary injects the release.tmp file in explorer.exe,1,lure,"Application Data directory, and injects the release.tmp file in",lure
1146,ActionName,Persistence is achieved by adding the path to the binary to the Winlogon Shell key,1,engaged,file in explorer.exe. Persistence is achieved by adding the path,engaged
1147,ActionName,are used requests to check for updates (GET request on /httpdocs/update/update.ini),1,wiped,sends requests. First requests are used to check for updates,wiped
1148,ActionName,The bot GET requests sends on /httpdocs/mm/<bot_id>/ComMand.sec,1,lure,The bot then repeatedly sends GET requests on /httpdocs/mm/<bot_id>/ComMand.sec,lure
1149,ActionName,GET requests are used to receive data from the c&c,1,include,quite simple: GET requests are used to receive data from,include
1150,ActionName,POST requests send data,1,sent,"and POST requests to send data. In POST commands,",sent
1151,ActionName,the CGI name POST commands In represents the command,1,targeted,"commands, the CGI name represents the command. The following",targeted
1152,ActionName,This tmp file registered as a service called Nwsapagent,1,registered,copied to C:\Windows\system32\Nwsapagentex.dll and registered as a service called,registered
1153,ActionName,a file named user.txt brute-force a shared folder access,1,sent,user.txt to try to brute-force a shared folder access:,sent
1154,NoActionName,ScanBox performs keylogging of users when they visit a compromised website,0,used,on the game. ScanBox performs keylogging of users when,used
1155,NoActionName,an attacker perform reconnaissance and key logging of visitors to compromised websites,0,set up,allows an attacker to perform reconnaissance and key logging,set up
